,defBodySigStrikeAccuracy,defBodySigStrikeAttemped,defBodySigStrikeSuccessful,defClinchSigStrikeAccuracy,defClinchSigStrikeAttemped,defClinchSigStrikeSuccessful,defDistanceSigStrikeAccuracy,defDistanceSigStrikeAttemped,defDistanceSigStrikeSuccessful,defGroundSigStrikeAccuracy,defGroundSigStrikeAttemped,defGroundSigStrikeSuccessful,defHeadSigStrikeAccuracy,defHeadSigStrikeAttemped,defHeadSigStrikeSuccessful,defKnockdowns,defLegSigStrikeAccuracy,defLegSigStrikeAttemped,defLegSigStrikeSuccessful,defPassSuccessful,defReversalSuccessful,defSubmissionAttempted,defTakedownAttempted,defTakedownSuccessful,defTotStrikeAccuracy,defTotStrikeAttempted,defTotStrikeSuccessful,offBodySigStrikeAccuracy,offBodySigStrikeAttemped,offBodySigStrikeSuccessful,offClinchSigStrikeAccuracy,offClinchSigStrikeAttemped,offClinchSigStrikeSuccessful,offDistanceSigStrikeAccuracy,offDistanceSigStrikeAttemped,offDistanceSigStrikeSuccessful,offGroundSigStrikeAccuracy,offGroundSigStrikeAttemped,offGroundSigStrikeSuccessful,offHeadSigStrikeAccuracy,offHeadSigStrikeAttemped,offHeadSigStrikeSuccessful,offKnockdowns,offLegSigStrikeAccuracy,offLegSigStrikeAttemped,offLegSigStrikeSuccessful,offPassSuccessful,offReversalSuccessful,offSubmissionAttempted,offTakedownAttempted,offTakedownSuccessful,offTotStrikeAccuracy,offTotStrikeAttempted,offTotStrikeSuccessful,score
bbf672ef-37d8-41a1-9cec-f6bd6b6459a9,0.0,3.0,0.0,0.5,2.0,1.0,0.4444444444444444,27.0,12.0,0.0,0.0,0.0,0.26666666666666666,15.0,4.0,0,0.8181818181818182,11.0,9.0,0,0,0,2,0,0.4482758620689655,29,13,0.6428571428571429,14.0,9.0,0.8571428571428571,7.0,6.0,0.48214285714285715,56.0,27.0,0.0,0.0,0.0,0.3783783783783784,37.0,14.0,0,0.8333333333333334,12.0,10.0,0,0,0,0,0,0.6,75,45,3.0
db6ceadd-8425-4d16-af78-aaf1e3c22873,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,2.0,2.0,0,0,0,0,0,0.6666666666666666,3,2,1.0,1.0,1.0,0.0,0.0,0.0,0.25,4.0,1.0,1.0,17.0,17.0,0.85,20.0,17.0,1,0.0,0.0,0.0,1,0,0,0,0,0.8571428571428571,21,18,7.0
188c6e97-3f73-46e7-bda1-e3c850d299fa,0.4,5.0,2.0,1.0,1.0,1.0,0.4473684210526316,38.0,17.0,0.0,0.0,0.0,0.25,20.0,5.0,0,0.7857142857142857,14.0,11.0,1,0,0,6,1,0.47619047619047616,42,20,0.5,2.0,1.0,0.5,2.0,1.0,0.3,30.0,9.0,0.0,0.0,0.0,0.17391304347826086,23.0,4.0,0,0.7142857142857143,7.0,5.0,0,0,0,0,0,0.3333333333333333,33,11,-1.0
285bf6e3-170a-4e69-b540-9a5ddb98a701,0.5,2.0,1.0,0.5,2.0,1.0,0.3,30.0,9.0,0.0,0.0,0.0,0.17391304347826086,23.0,4.0,0,0.7142857142857143,7.0,5.0,0,0,0,0,0,0.3333333333333333,33,11,0.4,5.0,2.0,1.0,1.0,1.0,0.4473684210526316,38.0,17.0,0.0,0.0,0.0,0.25,20.0,5.0,0,0.7857142857142857,14.0,11.0,1,0,0,6,1,0.47619047619047616,42,20,1.0
d8060604-2e8b-47dd-8286-0d4906d5f71c,1.0,1.0,1.0,0.0,0.0,0.0,0.25,4.0,1.0,1.0,17.0,17.0,0.85,20.0,17.0,1,0.0,0.0,0.0,1,0,0,0,0,0.8571428571428571,21,18,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,2.0,2.0,0,0,0,0,0,0.6666666666666666,3,2,-7.0
5661b872-67ba-44c6-90cd-fecf0955eb64,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.8076923076923077,26.0,21.0,0.7586206896551724,29.0,22.0,0,0.0,0.0,0.0,1,0,0,2,1,0.7741935483870968,31,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,0,-7.0
61cc225e-137e-44b3-9794-22f55741ba0d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.8076923076923077,26.0,21.0,0.7586206896551724,29.0,22.0,0,0.0,0.0,0.0,1,0,0,2,1,0.7741935483870968,31,24,7.0
464e3c8b-a564-4995-8405-debf3aa2f603,1.0,1.0,1.0,0.5,2.0,1.0,0.2,5.0,1.0,0.6842105263157895,19.0,13.0,0.56,25.0,14.0,0,0.0,0.0,0.0,1,0,0,5,4,0.5925925925925926,27,16,1.0,1.0,1.0,0.4,5.0,2.0,0.42857142857142855,7.0,3.0,0.0,0.0,0.0,0.36363636363636365,11.0,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0.4166666666666667,12,5,-7.0
260dc9bd-25da-4707-967b-ace9a530dbca,1.0,1.0,1.0,0.4,5.0,2.0,0.42857142857142855,7.0,3.0,0.0,0.0,0.0,0.36363636363636365,11.0,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0.4166666666666667,12,5,1.0,1.0,1.0,0.5,2.0,1.0,0.2,5.0,1.0,0.6842105263157895,19.0,13.0,0.56,25.0,14.0,0,0.0,0.0,0.0,1,0,0,5,4,0.5925925925925926,27,16,7.0
64faa3ec-8ac0-4e12-bad0-2564e65ee237,0.0,2.0,0.0,1.0,1.0,1.0,0.16666666666666666,18.0,3.0,0.0,0.0,0.0,0.1875,16.0,3.0,0,1.0,1.0,1.0,0,0,0,0,0,0.21052631578947367,19,4,0.875,8.0,7.0,1.0,2.0,2.0,0.3684210526315789,19.0,7.0,0.0,0.0,0.0,0.15384615384615385,13.0,2.0,0,0.0,0.0,0.0,2,0,1,1,1,0.5555555555555556,27,15,7.0
62c6ffab-0b3f-4341-b904-24abc142306e,0.8125,16.0,13.0,1.0,1.0,1.0,0.5471698113207547,53.0,29.0,0.6,5.0,3.0,0.46511627906976744,43.0,20.0,0,0.0,0.0,0.0,0,0,0,0,0,0.5737704918032787,61,35,0.5,4.0,2.0,1.0,1.0,1.0,0.15384615384615385,26.0,4.0,0.0,0.0,0.0,0.13043478260869565,23.0,3.0,0,0.0,0.0,0.0,0,0,0,1,0,0.18518518518518517,27,5,-4.0
2426b2d1-00e4-48d1-b57f-9e71a1521214,0.875,8.0,7.0,1.0,2.0,2.0,0.3684210526315789,19.0,7.0,0.0,0.0,0.0,0.15384615384615385,13.0,2.0,0,0.0,0.0,0.0,2,0,1,1,1,0.5555555555555556,27,15,0.0,2.0,0.0,1.0,1.0,1.0,0.16666666666666666,18.0,3.0,0.0,0.0,0.0,0.1875,16.0,3.0,0,1.0,1.0,1.0,0,0,0,0,0,0.21052631578947367,19,4,-7.0
5b4334e5-1bf8-4e6a-aa6b-8747a278fedf,0.5,4.0,2.0,1.0,1.0,1.0,0.15384615384615385,26.0,4.0,0.0,0.0,0.0,0.13043478260869565,23.0,3.0,0,0.0,0.0,0.0,0,0,0,1,0,0.18518518518518517,27,5,0.8125,16.0,13.0,1.0,1.0,1.0,0.5471698113207547,53.0,29.0,0.6,5.0,3.0,0.46511627906976744,43.0,20.0,0,0.0,0.0,0.0,0,0,0,0,0,0.5737704918032787,61,35,4.0
f9fffb40-a6e1-49cc-8de0-f2eb6d444116,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,11.0,2.0,0.0,0.0,0.0,0.18181818181818182,11.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.18181818181818182,11,2,1.0,1.0,1.0,0.0,0.0,0.0,0.5,6.0,3.0,1.0,2.0,2.0,0.5714285714285714,7.0,4.0,1,0.0,0.0,0.0,0,0,0,0,0,0.625,8,5,7.0
3bd396cc-b5f1-4bb2-8051-b9123c29d91e,1.0,1.0,1.0,0.0,0.0,0.0,0.5,6.0,3.0,1.0,2.0,2.0,0.5714285714285714,7.0,4.0,1,0.0,0.0,0.0,0,0,0,0,0,0.625,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,11.0,2.0,0.0,0.0,0.0,0.18181818181818182,11.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.18181818181818182,11,2,-7.0
0888c347-e3f3-4474-84b6-23a6620d1672,1.0,2.0,2.0,1.0,2.0,2.0,0.47058823529411764,34.0,16.0,0.75,4.0,3.0,0.4375,32.0,14.0,0,0.8333333333333334,6.0,5.0,5,0,0,3,2,0.5531914893617021,47,26,0.0,0.0,0.0,0.5,4.0,2.0,0.08695652173913043,23.0,2.0,0.0,0.0,0.0,0.12,25.0,3.0,0,0.5,2.0,1.0,0,1,0,0,0,0.14814814814814814,27,4,-3.0
820527c4-0215-49a8-9b00-ccfe7bd7aab9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,6.0,4.0,0.5714285714285714,7.0,4.0,0,0.0,0.0,0.0,3,0,1,1,1,0.8214285714285714,28,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.6666666666666666,3,2,-7.0
096faa81-49cd-4bc2-bcb7-c56329fc090f,0.0,0.0,0.0,0.5,2.0,1.0,0.43478260869565216,23.0,10.0,0.5,20.0,10.0,0.40540540540540543,37.0,15.0,0,0.75,8.0,6.0,3,0,0,3,1,0.5,64,32,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.0,2.0,0.0,0.0,0.0,0.25,8.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.3333333333333333,9,3,-5.0
2b200339-aac6-4e23-95cf-96b2654b3f12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.0,2.0,0.0,0.0,0.0,0.25,8.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.3333333333333333,9,3,0.0,0.0,0.0,0.5,2.0,1.0,0.43478260869565216,23.0,10.0,0.5,20.0,10.0,0.40540540540540543,37.0,15.0,0,0.75,8.0,6.0,3,0,0,3,1,0.5,64,32,5.0
842dbc2b-eb88-49f4-9644-f15445deeb1a,0.0,0.0,0.0,0.5,4.0,2.0,0.08695652173913043,23.0,2.0,0.0,0.0,0.0,0.12,25.0,3.0,0,0.5,2.0,1.0,0,1,0,0,0,0.14814814814814814,27,4,1.0,2.0,2.0,1.0,2.0,2.0,0.47058823529411764,34.0,16.0,0.75,4.0,3.0,0.4375,32.0,14.0,0,0.8333333333333334,6.0,5.0,5,0,0,3,2,0.5531914893617021,47,26,3.0
db6c6d69-634d-438a-9047-c9a32f48214a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.6666666666666666,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,6.0,4.0,0.5714285714285714,7.0,4.0,0,0.0,0.0,0.0,3,0,1,1,1,0.8214285714285714,28,23,7.0
cc618c15-4799-4bc5-9598-8ab4a0be53c8,0.5,2.0,1.0,0.0,0.0,0.0,0.5833333333333334,12.0,7.0,0.0,1.0,0.0,0.4444444444444444,9.0,4.0,0,1.0,2.0,2.0,0,0,0,0,0,0.5,14,7,0.6,5.0,3.0,0.6,5.0,3.0,0.34782608695652173,23.0,8.0,0.0,0.0,0.0,0.06666666666666667,15.0,1.0,0,0.875,8.0,7.0,0,0,0,1,0,0.36666666666666664,30,11,-3.0
0120dfbf-54e1-4c89-8403-e9128af2f752,1.0,1.0,1.0,0.5,2.0,1.0,0.4166666666666667,12.0,5.0,0.0,0.0,0.0,0.3,10.0,3.0,0,0.6666666666666666,3.0,2.0,0,0,0,2,0,0.4117647058823529,17,7,0.8,5.0,4.0,0.4444444444444444,9.0,4.0,0.4,15.0,6.0,0.3333333333333333,3.0,1.0,0.2222222222222222,18.0,4.0,0,0.75,4.0,3.0,1,0,1,1,0,0.5294117647058824,34,18,3.0
4bee58a4-262e-444a-80d2-863372ffd9b6,1.0,2.0,2.0,1.0,1.0,1.0,0.75,8.0,6.0,0.0,0.0,0.0,0.5,4.0,2.0,0,1.0,3.0,3.0,0,0,0,0,0,0.8571428571428571,14,12,1.0,1.0,1.0,0.75,4.0,3.0,0.29411764705882354,17.0,5.0,0.0,0.0,0.0,0.21428571428571427,14.0,3.0,0,0.6666666666666666,6.0,4.0,0,0,0,1,1,0.4857142857142857,35,17,3.0
1f60caaf-75dc-44ba-9260-16ff7b1292a4,0.6,5.0,3.0,0.6,5.0,3.0,0.34782608695652173,23.0,8.0,0.0,0.0,0.0,0.06666666666666667,15.0,1.0,0,0.875,8.0,7.0,0,0,0,1,0,0.36666666666666664,30,11,0.5,2.0,1.0,0.0,0.0,0.0,0.5833333333333334,12.0,7.0,0.0,1.0,0.0,0.4444444444444444,9.0,4.0,0,1.0,2.0,2.0,0,0,0,0,0,0.5,14,7,3.0
47a13a60-86fd-4f49-9dc9-0ddeb476f91d,0.8,5.0,4.0,0.4444444444444444,9.0,4.0,0.4,15.0,6.0,0.3333333333333333,3.0,1.0,0.2222222222222222,18.0,4.0,0,0.75,4.0,3.0,1,0,1,1,0,0.5294117647058824,34,18,1.0,1.0,1.0,0.5,2.0,1.0,0.4166666666666667,12.0,5.0,0.0,0.0,0.0,0.3,10.0,3.0,0,0.6666666666666666,3.0,2.0,0,0,0,2,0,0.4117647058823529,17,7,-3.0
c4fd1818-bb93-4c3b-8419-330f66f76bb9,1.0,1.0,1.0,0.75,4.0,3.0,0.29411764705882354,17.0,5.0,0.0,0.0,0.0,0.21428571428571427,14.0,3.0,0,0.6666666666666666,6.0,4.0,0,0,0,1,1,0.4857142857142857,35,17,1.0,2.0,2.0,1.0,1.0,1.0,0.75,8.0,6.0,0.0,0.0,0.0,0.5,4.0,2.0,0,1.0,3.0,3.0,0,0,0,0,0,0.8571428571428571,14,12,-3.0
5510019d-ec27-40ce-8a4c-6b64086d78d6,0.42857142857142855,7.0,3.0,1.0,3.0,3.0,0.16,25.0,4.0,0.0,1.0,0.0,0.0,18.0,0.0,0,1.0,4.0,4.0,1,1,0,2,0,0.2413793103448276,29,7,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,24.0,8.0,0.5,8.0,4.0,0.3333333333333333,27.0,9.0,0,0.75,4.0,3.0,0,0,0,0,0,0.36363636363636365,33,12,3.0
86d84bed-5f03-4a54-8b79-0b63db74a2c9,0.4,5.0,2.0,0.5333333333333333,15.0,8.0,0.21428571428571427,14.0,3.0,0.0,0.0,0.0,0.3333333333333333,21.0,7.0,0,0.6666666666666666,3.0,2.0,1,0,0,1,1,0.6181818181818182,55,34,0.0,1.0,0.0,0.3333333333333333,3.0,1.0,0.5,10.0,5.0,0.0,0.0,0.0,0.45454545454545453,11.0,5.0,0,1.0,1.0,1.0,0,0,0,1,1,0.5625,16,9,-3.0
70d97633-f64c-404e-9804-041dd965aa41,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,6.0,2.0,0.55,20.0,11.0,0.48,25.0,12.0,0,1.0,1.0,1.0,2,0,0,1,0,0.6052631578947368,38,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,1,0,0,3,2,0.625,16,10,-3.0
3b678e20-0bfa-4513-8a2c-7285b9da9849,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,24.0,8.0,0.5,8.0,4.0,0.3333333333333333,27.0,9.0,0,0.75,4.0,3.0,0,0,0,0,0,0.36363636363636365,33,12,0.42857142857142855,7.0,3.0,1.0,3.0,3.0,0.16,25.0,4.0,0.0,1.0,0.0,0.0,18.0,0.0,0,1.0,4.0,4.0,1,1,0,2,0,0.2413793103448276,29,7,-3.0
6efc85e1-9934-43a6-89ab-65fedf2abeab,0.0,1.0,0.0,0.3333333333333333,3.0,1.0,0.5,10.0,5.0,0.0,0.0,0.0,0.45454545454545453,11.0,5.0,0,1.0,1.0,1.0,0,0,0,1,1,0.5625,16,9,0.4,5.0,2.0,0.5333333333333333,15.0,8.0,0.21428571428571427,14.0,3.0,0.0,0.0,0.0,0.3333333333333333,21.0,7.0,0,0.6666666666666666,3.0,2.0,1,0,0,1,1,0.6181818181818182,55,34,3.0
74a1d3ca-3dc8-4d92-b90b-f2cb98e1515f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,1,0,0,3,2,0.625,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,6.0,2.0,0.55,20.0,11.0,0.48,25.0,12.0,0,1.0,1.0,1.0,2,0,0,1,0,0.6052631578947368,38,23,3.0
52c237dd-f1d8-4090-83c2-260d210e8f9d,0.0,2.0,0.0,1.0,2.0,2.0,0.16666666666666666,30.0,5.0,0.0,0.0,0.0,0.21428571428571427,28.0,6.0,0,0.5,2.0,1.0,0,0,0,1,0,0.21875,32,7,0.6666666666666666,9.0,6.0,0.0,0.0,0.0,0.27906976744186046,43.0,12.0,0.0,0.0,0.0,0.17647058823529413,34.0,6.0,0,0.0,0.0,0.0,0,0,0,2,0,0.27906976744186046,43,12,3.0
bdc9ad10-4f13-4556-b994-eba616a74a16,0.0,1.0,0.0,0.0,0.0,0.0,0.20689655172413793,29.0,6.0,0.0,0.0,0.0,0.09523809523809523,21.0,2.0,0,0.5714285714285714,7.0,4.0,0,0,0,0,0,0.20689655172413793,29,6,0.8333333333333334,12.0,10.0,0.0,0.0,0.0,0.38333333333333336,60.0,23.0,0.0,0.0,0.0,0.2708333333333333,48.0,13.0,0,0.0,0.0,0.0,0,0,0,0,0,0.38333333333333336,60,23,3.0
aeba83b9-e835-45d0-8327-0d8931b0b008,0.0,1.0,0.0,0.5714285714285714,7.0,4.0,0.4222222222222222,45.0,19.0,0.0,0.0,0.0,0.45098039215686275,51.0,23.0,0,0.0,0.0,0.0,0,0,0,1,0,0.4528301886792453,53,24,0.2727272727272727,11.0,3.0,0.5555555555555556,9.0,5.0,0.24561403508771928,57.0,14.0,0.0,0.0,0.0,0.2549019607843137,51.0,13.0,0,0.75,4.0,3.0,0,0,0,1,0,0.3088235294117647,68,21,-3.0
52100b08-b4a9-44ec-b56a-e2fa506467b6,0.6666666666666666,9.0,6.0,0.0,0.0,0.0,0.27906976744186046,43.0,12.0,0.0,0.0,0.0,0.17647058823529413,34.0,6.0,0,0.0,0.0,0.0,0,0,0,2,0,0.27906976744186046,43,12,0.0,2.0,0.0,1.0,2.0,2.0,0.16666666666666666,30.0,5.0,0.0,0.0,0.0,0.21428571428571427,28.0,6.0,0,0.5,2.0,1.0,0,0,0,1,0,0.21875,32,7,-3.0
341a7a45-25ef-4e24-9322-1d85f5909b52,0.8333333333333334,12.0,10.0,0.0,0.0,0.0,0.38333333333333336,60.0,23.0,0.0,0.0,0.0,0.2708333333333333,48.0,13.0,0,0.0,0.0,0.0,0,0,0,0,0,0.38333333333333336,60,23,0.0,1.0,0.0,0.0,0.0,0.0,0.20689655172413793,29.0,6.0,0.0,0.0,0.0,0.09523809523809523,21.0,2.0,0,0.5714285714285714,7.0,4.0,0,0,0,0,0,0.20689655172413793,29,6,-3.0
fbb7aa20-9a2e-42d7-b573-02941082644b,0.2727272727272727,11.0,3.0,0.5555555555555556,9.0,5.0,0.24561403508771928,57.0,14.0,0.0,0.0,0.0,0.2549019607843137,51.0,13.0,0,0.75,4.0,3.0,0,0,0,1,0,0.3088235294117647,68,21,0.0,1.0,0.0,0.5714285714285714,7.0,4.0,0.4222222222222222,45.0,19.0,0.0,0.0,0.0,0.45098039215686275,51.0,23.0,0,0.0,0.0,0.0,0,0,0,1,0,0.4528301886792453,53,24,3.0
2e943b21-dafe-4bbf-b3c2-b66ab5287ea1,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.14634146341463414,41.0,6.0,0.0,0.0,0.0,0.13157894736842105,38.0,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0.14634146341463414,41,6,0.5833333333333334,12.0,7.0,0.0,0.0,0.0,0.5892857142857143,56.0,33.0,0.0,0.0,0.0,0.4482758620689655,29.0,13.0,0,0.8666666666666667,15.0,13.0,0,0,0,0,0,0.5892857142857143,56,33,3.0
31f5c538-b8bc-48b9-a0a1-71a6f036dfbf,0.0,1.0,0.0,0.0,1.0,0.0,0.058823529411764705,34.0,2.0,0.0,0.0,0.0,0.058823529411764705,34.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.08333333333333333,36,3,0.5,8.0,4.0,0.0,0.0,0.0,0.4666666666666667,30.0,14.0,0.0,2.0,0.0,0.35294117647058826,17.0,6.0,0,0.5714285714285714,7.0,4.0,1,0,0,1,1,0.6615384615384615,65,43,5.0
d3f85ad8-0596-48ce-b9c0-4a1734e8589c,1.0,1.0,1.0,0.0,0.0,0.0,0.2,20.0,4.0,0.0,0.0,0.0,0.17647058823529413,17.0,3.0,0,0.0,2.0,0.0,0,0,0,0,0,0.23809523809523808,21,5,1.0,4.0,4.0,0.0,0.0,0.0,0.5925925925925926,27.0,16.0,0.5454545454545454,11.0,6.0,0.44,25.0,11.0,0,0.7777777777777778,9.0,7.0,2,0,0,2,2,0.7525773195876289,97,73,6.0
eda68d1f-bcb1-4cfb-b669-b9cc3fad31cc,1.0,4.0,4.0,0.0,0.0,0.0,0.5925925925925926,27.0,16.0,0.5454545454545454,11.0,6.0,0.44,25.0,11.0,0,0.7777777777777778,9.0,7.0,2,0,0,2,2,0.7525773195876289,97,73,1.0,1.0,1.0,0.0,0.0,0.0,0.2,20.0,4.0,0.0,0.0,0.0,0.17647058823529413,17.0,3.0,0,0.0,2.0,0.0,0,0,0,0,0,0.23809523809523808,21,5,-6.0
80e18f38-2991-414f-b7dd-5f9d1327dae7,0.5833333333333334,12.0,7.0,0.0,0.0,0.0,0.5892857142857143,56.0,33.0,0.0,0.0,0.0,0.4482758620689655,29.0,13.0,0,0.8666666666666667,15.0,13.0,0,0,0,0,0,0.5892857142857143,56,33,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.14634146341463414,41.0,6.0,0.0,0.0,0.0,0.13157894736842105,38.0,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0.14634146341463414,41,6,-3.0
30665ff7-341a-4b60-a054-067672745def,0.5,8.0,4.0,0.0,0.0,0.0,0.4666666666666667,30.0,14.0,0.0,2.0,0.0,0.35294117647058826,17.0,6.0,0,0.5714285714285714,7.0,4.0,1,0,0,1,1,0.6615384615384615,65,43,0.0,1.0,0.0,0.0,1.0,0.0,0.058823529411764705,34.0,2.0,0.0,0.0,0.0,0.058823529411764705,34.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.08333333333333333,36,3,-5.0
b5cc8b07-300b-439b-afc5-c044cd6aba6a,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0,0.0,2.0,0.0,2,0,0,2,1,0.5,8,4,1.0,4.0,4.0,0.0,0.0,0.0,0.4444444444444444,9.0,4.0,0.8,20.0,16.0,0.64,25.0,16.0,0,0.0,0.0,0.0,1,1,0,2,1,0.7441860465116279,43,32,1.0
7eea4f1a-3e2b-4759-9a5f-a4cf2223021b,0.5,6.0,3.0,1.0,1.0,1.0,0.34375,32.0,11.0,1.0,2.0,2.0,0.25,24.0,6.0,0,1.0,5.0,5.0,1,0,0,2,1,0.4,35,14,0.3333333333333333,6.0,2.0,0.0,0.0,0.0,0.5,42.0,21.0,0.0,0.0,0.0,0.5428571428571428,35.0,19.0,0,0.0,1.0,0.0,0,0,0,0,0,0.5,42,21,3.0
e75e0716-42b8-4d2a-a856-cf17a0ec4d99,0.5,2.0,1.0,1.0,2.0,2.0,0.25,56.0,14.0,1.0,1.0,1.0,0.23529411764705882,51.0,12.0,0,0.6666666666666666,6.0,4.0,1,0,0,3,1,0.3,60,18,0.3333333333333333,6.0,2.0,0.0,0.0,0.0,0.375,48.0,18.0,0.0,0.0,0.0,0.2903225806451613,31.0,9.0,0,0.6363636363636364,11.0,7.0,0,0,0,0,0,0.375,48,18,-3.0
c8514d47-01ad-492b-b009-301350840831,1.0,4.0,4.0,0.0,0.0,0.0,0.4444444444444444,9.0,4.0,0.8,20.0,16.0,0.64,25.0,16.0,0,0.0,0.0,0.0,1,1,0,2,1,0.7441860465116279,43,32,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0,0.0,2.0,0.0,2,0,0,2,1,0.5,8,4,-1.0
d6df8ece-dc13-4dc2-8a3b-d1587cd62aab,0.3333333333333333,6.0,2.0,0.0,0.0,0.0,0.5,42.0,21.0,0.0,0.0,0.0,0.5428571428571428,35.0,19.0,0,0.0,1.0,0.0,0,0,0,0,0,0.5,42,21,0.5,6.0,3.0,1.0,1.0,1.0,0.34375,32.0,11.0,1.0,2.0,2.0,0.25,24.0,6.0,0,1.0,5.0,5.0,1,0,0,2,1,0.4,35,14,-3.0
6fa1a0a9-87dc-407a-806c-d73b005c76d3,0.3333333333333333,6.0,2.0,0.0,0.0,0.0,0.375,48.0,18.0,0.0,0.0,0.0,0.2903225806451613,31.0,9.0,0,0.6363636363636364,11.0,7.0,0,0,0,0,0,0.375,48,18,0.5,2.0,1.0,1.0,2.0,2.0,0.25,56.0,14.0,1.0,1.0,1.0,0.23529411764705882,51.0,12.0,0,0.6666666666666666,6.0,4.0,1,0,0,3,1,0.3,60,18,3.0
6513c6e2-3473-4b6c-bc27-2479aa5e2800,1.0,12.0,12.0,0.8333333333333334,12.0,10.0,0.42857142857142855,7.0,3.0,0.0,0.0,0.0,0.16666666666666666,6.0,1.0,0,0.0,1.0,0.0,0,0,0,2,0,0.6382978723404256,47,30,0.0,0.0,0.0,0.3333333333333333,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,5.0,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0.45,20,9,-3.0
9d54272e-0b60-42e7-bdf5-63d853f7d179,1.0,3.0,3.0,0.6666666666666666,9.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2222222222222222,9.0,2.0,0,1.0,1.0,1.0,0,0,0,0,0,0.6071428571428571,28,17,0.0,0.0,0.0,0.5,2.0,1.0,0.0,3.0,0.0,1.0,4.0,4.0,0.5555555555555556,9.0,5.0,0,0.0,0.0,0.0,2,0,0,2,1,0.4482758620689655,29,13,3.0
f099b63a-4619-49e9-916d-2e8e12b1dd4d,0.75,8.0,6.0,0.75,8.0,6.0,0.14285714285714285,7.0,1.0,0.0,0.0,0.0,0.14285714285714285,7.0,1.0,0,0.0,0.0,0.0,0,0,0,2,0,0.5789473684210527,19,11,1.0,2.0,2.0,0.6,10.0,6.0,0.6666666666666666,3.0,2.0,0.5833333333333334,12.0,7.0,0.5454545454545454,22.0,12.0,0,1.0,1.0,1.0,1,0,0,2,1,0.6428571428571429,42,27,5.0
