,defBodySigStrikeAccuracy,defBodySigStrikeAttemped,defBodySigStrikeSuccessful,defClinchSigStrikeAccuracy,defClinchSigStrikeAttemped,defClinchSigStrikeSuccessful,defDistanceSigStrikeAccuracy,defDistanceSigStrikeAttemped,defDistanceSigStrikeSuccessful,defGroundSigStrikeAccuracy,defGroundSigStrikeAttemped,defGroundSigStrikeSuccessful,defHeadSigStrikeAccuracy,defHeadSigStrikeAttemped,defHeadSigStrikeSuccessful,defKnockdowns,defLegSigStrikeAccuracy,defLegSigStrikeAttemped,defLegSigStrikeSuccessful,defPassSuccessful,defReversalSuccessful,defSubmissionAttempted,defTakedownAttempted,defTakedownSuccessful,defTotStrikeAccuracy,defTotStrikeAttempted,defTotStrikeSuccessful,offBodySigStrikeAccuracy,offBodySigStrikeAttemped,offBodySigStrikeSuccessful,offClinchSigStrikeAccuracy,offClinchSigStrikeAttemped,offClinchSigStrikeSuccessful,offDistanceSigStrikeAccuracy,offDistanceSigStrikeAttemped,offDistanceSigStrikeSuccessful,offGroundSigStrikeAccuracy,offGroundSigStrikeAttemped,offGroundSigStrikeSuccessful,offHeadSigStrikeAccuracy,offHeadSigStrikeAttemped,offHeadSigStrikeSuccessful,offKnockdowns,offLegSigStrikeAccuracy,offLegSigStrikeAttemped,offLegSigStrikeSuccessful,offPassSuccessful,offReversalSuccessful,offSubmissionAttempted,offTakedownAttempted,offTakedownSuccessful,offTotStrikeAccuracy,offTotStrikeAttempted,offTotStrikeSuccessful,score
4d525fea-ade0-4ceb-bcbf-93f92cb3bb7f,0.6666666666666666,6.0,4.0,0.0,0.0,0.0,0.3269230769230769,52.0,17.0,0.0,0.0,0.0,0.26666666666666666,45.0,12.0,0,1.0,1.0,1.0,0,0,0,0,0,0.3269230769230769,52,17,0.0,2.0,0.0,0.6666666666666666,3.0,2.0,0.6545454545454545,55.0,36.0,0.6666666666666666,3.0,2.0,0.6136363636363636,44.0,27.0,1,0.8666666666666667,15.0,13.0,0,0,0,0,0,0.6557377049180327,61,40,7.0
838ca618-88e9-4615-8c34-483a6747f885,0.0,2.0,0.0,0.6666666666666666,3.0,2.0,0.6545454545454545,55.0,36.0,0.6666666666666666,3.0,2.0,0.6136363636363636,44.0,27.0,1,0.8666666666666667,15.0,13.0,0,0,0,0,0,0.6557377049180327,61,40,0.6666666666666666,6.0,4.0,0.0,0.0,0.0,0.3269230769230769,52.0,17.0,0.0,0.0,0.0,0.26666666666666666,45.0,12.0,0,1.0,1.0,1.0,0,0,0,0,0,0.3269230769230769,52,17,-7.0
16d1c2a9-8fe9-4b5d-90be-3182b6b2f9eb,0.8333333333333334,6.0,5.0,0.75,12.0,9.0,0.37254901960784315,51.0,19.0,0.6666666666666666,3.0,2.0,0.4166666666666667,60.0,25.0,1,0.0,0.0,0.0,0,0,0,3,1,0.5135135135135135,74,38,0.0,0.0,0.0,0.3333333333333333,6.0,2.0,0.6086956521739131,23.0,14.0,0.0,0.0,0.0,0.5,24.0,12.0,0,0.8,5.0,4.0,0,0,0,0,0,0.6666666666666666,39,26,0.0
9a091280-53ee-410b-8df1-3c3a2d70b8e9,0.0,0.0,0.0,0.3333333333333333,6.0,2.0,0.6086956521739131,23.0,14.0,0.0,0.0,0.0,0.5,24.0,12.0,0,0.8,5.0,4.0,0,0,0,0,0,0.6666666666666666,39,26,0.8333333333333334,6.0,5.0,0.75,12.0,9.0,0.37254901960784315,51.0,19.0,0.6666666666666666,3.0,2.0,0.4166666666666667,60.0,25.0,1,0.0,0.0,0.0,0,0,0,3,1,0.5135135135135135,74,38,0.0
9a75a38e-393a-412b-92f1-1ef1c841b276,1.0,2.0,2.0,0.6666666666666666,3.0,2.0,0.3333333333333333,3.0,1.0,0.75,4.0,3.0,0.5,8.0,4.0,0,0.0,0.0,0.0,4,2,1,2,1,0.7586206896551724,29,22,1.0,2.0,2.0,0.8,5.0,4.0,0.6666666666666666,3.0,2.0,0.5555555555555556,27.0,15.0,0.5757575757575758,33.0,19.0,0,0.0,0.0,0.0,0,1,0,0,0,0.6222222222222222,45,28,-7.0
2a4dcdaa-fd99-4773-9926-71daba689df5,1.0,2.0,2.0,0.8,5.0,4.0,0.6666666666666666,3.0,2.0,0.5555555555555556,27.0,15.0,0.5757575757575758,33.0,19.0,0,0.0,0.0,0.0,0,1,0,0,0,0.6222222222222222,45,28,1.0,2.0,2.0,0.6666666666666666,3.0,2.0,0.3333333333333333,3.0,1.0,0.75,4.0,3.0,0.5,8.0,4.0,0,0.0,0.0,0.0,4,2,1,2,1,0.7586206896551724,29,22,7.0
71f4c0b3-6316-4c9f-aea4-8e840207f3c2,1.0,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,7.0,6.0,0.0,0.0,0.0,0.5,2.0,1.0,0,1.0,4.0,4.0,0,0,0,0,0,0.8571428571428571,7,6,1.0,2.0,2.0,1.0,7.0,7.0,0.3333333333333333,18.0,6.0,1.0,2.0,2.0,0.52,25.0,13.0,1,0.0,0.0,0.0,0,0,0,0,0,0.5555555555555556,27,15,7.0
9d1a303b-1419-4b50-b049-c697a4409cde,1.0,2.0,2.0,1.0,7.0,7.0,0.3333333333333333,18.0,6.0,1.0,2.0,2.0,0.52,25.0,13.0,1,0.0,0.0,0.0,0,0,0,0,0,0.5555555555555556,27,15,1.0,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,7.0,6.0,0.0,0.0,0.0,0.5,2.0,1.0,0,1.0,4.0,4.0,0,0,0,0,0,0.8571428571428571,7,6,-7.0
50627fb4-ce64-4be4-b13e-1e7da4bf3c4b,0.5961538461538461,52.0,31.0,0.6666666666666666,3.0,2.0,0.5089285714285714,112.0,57.0,0.0,0.0,0.0,0.4426229508196721,61.0,27.0,1,0.5,2.0,1.0,0,0,0,0,0,0.5172413793103449,116,60,0.5454545454545454,11.0,6.0,0.0,1.0,0.0,0.379746835443038,79.0,30.0,0.0,0.0,0.0,0.3076923076923077,65.0,20.0,0,1.0,4.0,4.0,0,0,0,0,0,0.38271604938271603,81,31,-7.0
c03e43b6-912e-43fa-ba6d-75c0a9ec2dbc,0.5454545454545454,11.0,6.0,0.0,1.0,0.0,0.379746835443038,79.0,30.0,0.0,0.0,0.0,0.3076923076923077,65.0,20.0,0,1.0,4.0,4.0,0,0,0,0,0,0.38271604938271603,81,31,0.5961538461538461,52.0,31.0,0.6666666666666666,3.0,2.0,0.5089285714285714,112.0,57.0,0.0,0.0,0.0,0.4426229508196721,61.0,27.0,1,0.5,2.0,1.0,0,0,0,0,0,0.5172413793103449,116,60,7.0
9a2a5ded-5b97-49fd-8f73-fdae0d3b7801,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,12.0,4.0,0.5833333333333334,12.0,7.0,0.4583333333333333,24.0,11.0,0,0.0,0.0,0.0,2,0,0,2,1,0.6,40,24,1.0,9.0,9.0,1.0,3.0,3.0,0.48148148148148145,27.0,13.0,1.0,4.0,4.0,0.36363636363636365,22.0,8.0,0,1.0,3.0,3.0,1,1,1,0,0,0.631578947368421,38,24,3.0
8399a350-fc1b-4405-91ee-2e8f04a0cb3f,1.0,4.0,4.0,1.0,4.0,4.0,0.5483870967741935,31.0,17.0,0.0,0.0,0.0,0.5483870967741935,31.0,17.0,0,0.0,0.0,0.0,0,0,0,4,0,0.7142857142857143,49,35,0.7777777777777778,9.0,7.0,0.0,0.0,0.0,0.4107142857142857,56.0,23.0,0.0,0.0,0.0,0.225,40.0,9.0,0,1.0,7.0,7.0,1,0,0,1,1,0.5147058823529411,68,35,-1.0
93005111-a8c3-42cf-8899-d5ea515685b4,0.0,0.0,0.0,1.0,6.0,6.0,0.5,2.0,1.0,1.0,4.0,4.0,0.9166666666666666,12.0,11.0,0,0.0,0.0,0.0,2,2,2,0,0,0.8666666666666667,30,26,1.0,1.0,1.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,3.0,3.0,0.75,4.0,3.0,0,0.0,0.0,0.0,3,0,0,3,1,0.8823529411764706,17,15,-3.0
0cc7199e-3442-402e-b356-a67294a61813,1.0,9.0,9.0,1.0,3.0,3.0,0.48148148148148145,27.0,13.0,1.0,4.0,4.0,0.36363636363636365,22.0,8.0,0,1.0,3.0,3.0,1,1,1,0,0,0.631578947368421,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,12.0,4.0,0.5833333333333334,12.0,7.0,0.4583333333333333,24.0,11.0,0,0.0,0.0,0.0,2,0,0,2,1,0.6,40,24,-3.0
a18fb995-b8b7-49a1-b3e6-c7a642a97d87,0.7777777777777778,9.0,7.0,0.0,0.0,0.0,0.4107142857142857,56.0,23.0,0.0,0.0,0.0,0.225,40.0,9.0,0,1.0,7.0,7.0,1,0,0,1,1,0.5147058823529411,68,35,1.0,4.0,4.0,1.0,4.0,4.0,0.5483870967741935,31.0,17.0,0.0,0.0,0.0,0.5483870967741935,31.0,17.0,0,0.0,0.0,0.0,0,0,0,4,0,0.7142857142857143,49,35,1.0
ee953ee9-3c00-4c29-97cb-9614e74127e2,1.0,1.0,1.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,3.0,3.0,0.75,4.0,3.0,0,0.0,0.0,0.0,3,0,0,3,1,0.8823529411764706,17,15,0.0,0.0,0.0,1.0,6.0,6.0,0.5,2.0,1.0,1.0,4.0,4.0,0.9166666666666666,12.0,11.0,0,0.0,0.0,0.0,2,2,2,0,0,0.8666666666666667,30,26,3.0
a3d40793-1e79-4cb4-ad8d-09538b1e6e4d,0.7142857142857143,14.0,10.0,1.0,4.0,4.0,0.43333333333333335,30.0,13.0,0.0,0.0,0.0,0.3157894736842105,19.0,6.0,0,1.0,1.0,1.0,0,0,0,2,1,0.5142857142857142,35,18,0.0,3.0,0.0,0.75,8.0,6.0,0.2,25.0,5.0,1.0,4.0,4.0,0.40625,32.0,13.0,0,1.0,2.0,2.0,2,0,0,4,0,0.5384615384615384,52,28,1.0
634fe188-c163-40a8-81ea-5f1651d9c453,0.42857142857142855,14.0,6.0,1.0,4.0,4.0,0.3,30.0,9.0,0.0,0.0,0.0,0.3157894736842105,19.0,6.0,0,1.0,1.0,1.0,0,0,0,2,1,0.559322033898305,59,33,0.6,5.0,3.0,0.7,10.0,7.0,0.3235294117647059,34.0,11.0,0.0,0.0,0.0,0.3333333333333333,36.0,12.0,0,1.0,3.0,3.0,0,0,0,1,0,0.6301369863013698,73,46,-1.0
c190cc68-219b-49de-881d-46064543e90c,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0,1.0,0.0,0.0,0.0,0.16666666666666666,6.0,1.0,0,0.0,0.0,0.0,0,0,0,1,0,0.38461538461538464,13,5,0.8,5.0,4.0,0.5,2.0,1.0,0.5833333333333334,12.0,7.0,0.7666666666666667,30.0,23.0,0.6842105263157895,38.0,26.0,0,1.0,1.0,1.0,1,0,1,1,0,0.7938144329896907,97,77,5.0
52efb6c8-0db9-490f-a732-a9314acbcb07,0.0,3.0,0.0,0.75,8.0,6.0,0.2,25.0,5.0,1.0,4.0,4.0,0.40625,32.0,13.0,0,1.0,2.0,2.0,2,0,0,4,0,0.5384615384615384,52,28,0.7142857142857143,14.0,10.0,1.0,4.0,4.0,0.43333333333333335,30.0,13.0,0.0,0.0,0.0,0.3157894736842105,19.0,6.0,0,1.0,1.0,1.0,0,0,0,2,1,0.5142857142857142,35,18,-1.0
2174aff6-abf0-4536-ac14-85bc9b9fac9f,0.6,5.0,3.0,0.7,10.0,7.0,0.3235294117647059,34.0,11.0,0.0,0.0,0.0,0.3333333333333333,36.0,12.0,0,1.0,3.0,3.0,0,0,0,1,0,0.6301369863013698,73,46,0.42857142857142855,14.0,6.0,1.0,4.0,4.0,0.3,30.0,9.0,0.0,0.0,0.0,0.3157894736842105,19.0,6.0,0,1.0,1.0,1.0,0,0,0,2,1,0.559322033898305,59,33,1.0
cd5246aa-6328-482b-9cb0-0b65b989dc88,0.8,5.0,4.0,0.5,2.0,1.0,0.5833333333333334,12.0,7.0,0.7666666666666667,30.0,23.0,0.6842105263157895,38.0,26.0,0,1.0,1.0,1.0,1,0,1,1,0,0.7938144329896907,97,77,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0,1.0,0.0,0.0,0.0,0.16666666666666666,6.0,1.0,0,0.0,0.0,0.0,0,0,0,1,0,0.38461538461538464,13,5,-5.0
4f7c51f8-3874-4421-8699-0313136c533b,1.0,1.0,1.0,0.5,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,5.0,1.0,0,0.0,0.0,0.0,1,0,0,3,0,0.7142857142857143,14,10,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,1.0,2,2,-3.0
c47d1112-fc90-42df-ad5e-7d4b385f66d0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,1,0,0,1,1,0.3333333333333333,12,4,0.6666666666666666,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.8,5.0,4.0,0.6666666666666666,6.0,4.0,0,0.0,0.0,0.0,2,1,0,1,1,0.775,40,31,1.0
611923ff-114d-4442-8162-19503b5c73a9,0.42857142857142855,14.0,6.0,0.0,0.0,0.0,0.2,45.0,9.0,0.0,0.0,0.0,0.0967741935483871,31.0,3.0,0,0.0,0.0,0.0,0,0,0,2,0,0.24489795918367346,49,12,0.0,0.0,0.0,1.0,3.0,3.0,0.39215686274509803,51.0,20.0,0.0,0.0,0.0,0.42592592592592593,54.0,23.0,0,0.0,0.0,0.0,0,0,0,1,0,0.4838709677419355,62,30,3.0
199a0608-906b-4f15-9ed1-2e9943bd6ef2,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,1.0,2,2,1.0,1.0,1.0,0.5,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,5.0,1.0,0,0.0,0.0,0.0,1,0,0,3,0,0.7142857142857143,14,10,3.0
07e09e07-567b-44e4-ba75-8c025b05bee1,0.6666666666666666,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.8,5.0,4.0,0.6666666666666666,6.0,4.0,0,0.0,0.0,0.0,2,1,0,1,1,0.775,40,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,1,0,0,1,1,0.3333333333333333,12,4,-1.0
00914741-6ecc-4ae7-adbc-8cbbc501d983,0.0,0.0,0.0,1.0,3.0,3.0,0.39215686274509803,51.0,20.0,0.0,0.0,0.0,0.42592592592592593,54.0,23.0,0,0.0,0.0,0.0,0,0,0,1,0,0.4838709677419355,62,30,0.42857142857142855,14.0,6.0,0.0,0.0,0.0,0.2,45.0,9.0,0.0,0.0,0.0,0.0967741935483871,31.0,3.0,0,0.0,0.0,0.0,0,0,0,2,0,0.24489795918367346,49,12,-3.0
97b8394d-f579-4073-aa28-8db84d1f2950,0.0,0.0,0.0,0.75,4.0,3.0,0.25,8.0,2.0,0.0,0.0,0.0,0.36363636363636365,11.0,4.0,0,1.0,1.0,1.0,0,0,0,5,0,0.64,25,16,0.0,5.0,0.0,0.6,5.0,3.0,0.29411764705882354,17.0,5.0,0.0,0.0,0.0,0.42857142857142855,14.0,6.0,0,0.6666666666666666,3.0,2.0,0,0,0,0,0,0.44,25,11,1.0
4d4d937a-c499-4a9d-97aa-cb0419ecff41,0.5,2.0,1.0,0.5,2.0,1.0,0.3333333333333333,21.0,7.0,0.0,0.0,0.0,0.3333333333333333,21.0,7.0,0,0.0,0.0,0.0,0,0,0,4,2,0.43333333333333335,30,13,1.0,5.0,5.0,1.0,3.0,3.0,0.3488372093023256,43.0,15.0,0.0,0.0,0.0,0.2631578947368421,38.0,10.0,0,1.0,3.0,3.0,0,0,0,0,0,0.4423076923076923,52,23,3.0
99179eb8-6dc8-49fa-a1b1-1c1ce52375ea,0.2,5.0,1.0,0.0,0.0,0.0,0.32,25.0,8.0,0.0,0.0,0.0,0.3684210526315789,19.0,7.0,0,0.0,1.0,0.0,1,0,0,3,1,0.39285714285714285,28,11,0.6,10.0,6.0,0.0,0.0,0.0,0.28888888888888886,45.0,13.0,0.4,5.0,2.0,0.23076923076923078,39.0,9.0,0,0.0,1.0,0.0,1,1,0,1,0,0.375,56,21,1.0
daae438b-221b-4167-96cf-0a6f8be6a4ba,0.0,5.0,0.0,0.6,5.0,3.0,0.29411764705882354,17.0,5.0,0.0,0.0,0.0,0.42857142857142855,14.0,6.0,0,0.6666666666666666,3.0,2.0,0,0,0,0,0,0.44,25,11,0.0,0.0,0.0,0.75,4.0,3.0,0.25,8.0,2.0,0.0,0.0,0.0,0.36363636363636365,11.0,4.0,0,1.0,1.0,1.0,0,0,0,5,0,0.64,25,16,-1.0
d91d1d41-d1a6-40c0-9f7d-4549934885c0,1.0,5.0,5.0,1.0,3.0,3.0,0.3488372093023256,43.0,15.0,0.0,0.0,0.0,0.2631578947368421,38.0,10.0,0,1.0,3.0,3.0,0,0,0,0,0,0.4423076923076923,52,23,0.5,2.0,1.0,0.5,2.0,1.0,0.3333333333333333,21.0,7.0,0.0,0.0,0.0,0.3333333333333333,21.0,7.0,0,0.0,0.0,0.0,0,0,0,4,2,0.43333333333333335,30,13,-3.0
bdd379a9-44e1-4b60-9768-05555e91b421,0.6,10.0,6.0,0.0,0.0,0.0,0.28888888888888886,45.0,13.0,0.4,5.0,2.0,0.23076923076923078,39.0,9.0,0,0.0,1.0,0.0,1,1,0,1,0,0.375,56,21,0.2,5.0,1.0,0.0,0.0,0.0,0.32,25.0,8.0,0.0,0.0,0.0,0.3684210526315789,19.0,7.0,0,0.0,1.0,0.0,1,0,0,3,1,0.39285714285714285,28,11,-1.0
df30f1f1-af98-47b5-8644-595458ca46d2,0.0,1.0,0.0,0.0,0.0,0.0,0.3684210526315789,19.0,7.0,0.0,0.0,0.0,0.3888888888888889,18.0,7.0,0,0.0,0.0,0.0,1,0,2,1,1,0.6486486486486487,37,24,0.5,2.0,1.0,0.0,0.0,0.0,0.37037037037037035,27.0,10.0,0.0,0.0,0.0,0.36,25.0,9.0,0,0.0,0.0,0.0,0,1,0,0,0,0.37037037037037035,27,10,-3.0
e3cae566-0c71-44e8-9316-f750aea55464,0.0,3.0,0.0,0.0,0.0,0.0,0.30434782608695654,23.0,7.0,1.0,1.0,1.0,0.38095238095238093,21.0,8.0,0,0.0,0.0,0.0,1,1,0,1,0,0.5853658536585366,41,24,0.0,1.0,0.0,0.0,0.0,0.0,0.46875,32.0,15.0,0.8,5.0,4.0,0.5277777777777778,36.0,19.0,0,0.0,0.0,0.0,3,0,0,1,1,0.5957446808510638,47,28,3.0
53142ff7-9c36-4f32-96d6-1464bdaa07ff,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.375,16.0,6.0,0.0,0.0,0.0,0.38461538461538464,13.0,5.0,0,0.0,0.0,0.0,1,0,1,1,0,0.6808510638297872,47,32,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,22.0,7.0,1.0,1.0,1.0,0.34782608695652173,23.0,8.0,0,0.0,0.0,0.0,0,1,2,0,0,0.5833333333333334,48,28,-3.0
d248e117-1046-4011-bb95-87329c980e44,0.5,2.0,1.0,0.0,0.0,0.0,0.37037037037037035,27.0,10.0,0.0,0.0,0.0,0.36,25.0,9.0,0,0.0,0.0,0.0,0,1,0,0,0,0.37037037037037035,27,10,0.0,1.0,0.0,0.0,0.0,0.0,0.3684210526315789,19.0,7.0,0.0,0.0,0.0,0.3888888888888889,18.0,7.0,0,0.0,0.0,0.0,1,0,2,1,1,0.6486486486486487,37,24,3.0
9d42997d-a491-47ce-8f07-119417eaf014,0.0,1.0,0.0,0.0,0.0,0.0,0.46875,32.0,15.0,0.8,5.0,4.0,0.5277777777777778,36.0,19.0,0,0.0,0.0,0.0,3,0,0,1,1,0.5957446808510638,47,28,0.0,3.0,0.0,0.0,0.0,0.0,0.30434782608695654,23.0,7.0,1.0,1.0,1.0,0.38095238095238093,21.0,8.0,0,0.0,0.0,0.0,1,1,0,1,0,0.5853658536585366,41,24,-3.0
e7a024ed-ee18-4360-a32b-c5501f70b81c,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,22.0,7.0,1.0,1.0,1.0,0.34782608695652173,23.0,8.0,0,0.0,0.0,0.0,0,1,2,0,0,0.5833333333333334,48,28,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.375,16.0,6.0,0.0,0.0,0.0,0.38461538461538464,13.0,5.0,0,0.0,0.0,0.0,1,0,1,1,0,0.6808510638297872,47,32,3.0
b7fecb35-e8cc-43f8-9744-aff3fd0069a4,0.46153846153846156,13.0,6.0,0.0,0.0,0.0,0.4,70.0,28.0,0.0,0.0,0.0,0.2826086956521739,46.0,13.0,0,0.8181818181818182,11.0,9.0,0,0,0,0,0,0.4,70,28,0.5625,16.0,9.0,0.0,0.0,0.0,0.2982456140350877,57.0,17.0,0.0,0.0,0.0,0.058823529411764705,34.0,2.0,0,0.8571428571428571,7.0,6.0,0,0,0,0,0,0.2982456140350877,57,17,-3.0
9d974a1a-9c45-4dd9-b878-be99af0b903c,0.5,4.0,2.0,1.0,1.0,1.0,0.2972972972972973,37.0,11.0,0.0,0.0,0.0,0.23333333333333334,30.0,7.0,0,0.75,4.0,3.0,0,0,0,0,0,0.3333333333333333,39,13,0.5,8.0,4.0,0.0,0.0,0.0,0.5625,32.0,18.0,0.75,8.0,6.0,0.4782608695652174,23.0,11.0,0,1.0,9.0,9.0,2,0,0,2,2,0.5151515151515151,99,51,3.0
c29fba69-b175-42cf-8d23-019336c1b0f1,0.5,2.0,1.0,1.0,1.0,1.0,0.23076923076923078,13.0,3.0,0.0,0.0,0.0,0.25,12.0,3.0,0,0.0,0.0,0.0,0,0,0,1,0,0.3333333333333333,15,5,0.5,2.0,1.0,0.0,0.0,0.0,0.5454545454545454,11.0,6.0,1.0,4.0,4.0,0.6363636363636364,11.0,7.0,0,1.0,2.0,2.0,2,0,0,3,1,0.8192771084337349,83,68,3.0
402ab059-7b4d-4913-84da-0dfba07d8f76,0.5,8.0,4.0,0.0,0.0,0.0,0.5625,32.0,18.0,0.75,8.0,6.0,0.4782608695652174,23.0,11.0,0,1.0,9.0,9.0,2,0,0,2,2,0.5151515151515151,99,51,0.5,4.0,2.0,1.0,1.0,1.0,0.2972972972972973,37.0,11.0,0.0,0.0,0.0,0.23333333333333334,30.0,7.0,0,0.75,4.0,3.0,0,0,0,0,0,0.3333333333333333,39,13,-3.0
37f6595b-3f5d-4b0e-a8d7-c3699c2facc8,0.5,2.0,1.0,0.0,0.0,0.0,0.5454545454545454,11.0,6.0,1.0,4.0,4.0,0.6363636363636364,11.0,7.0,0,1.0,2.0,2.0,2,0,0,3,1,0.8192771084337349,83,68,0.5,2.0,1.0,1.0,1.0,1.0,0.23076923076923078,13.0,3.0,0.0,0.0,0.0,0.25,12.0,3.0,0,0.0,0.0,0.0,0,0,0,1,0,0.3333333333333333,15,5,-3.0
23436e64-beae-40ec-817b-cb3913d9512a,0.5625,16.0,9.0,0.0,0.0,0.0,0.2982456140350877,57.0,17.0,0.0,0.0,0.0,0.058823529411764705,34.0,2.0,0,0.8571428571428571,7.0,6.0,0,0,0,0,0,0.2982456140350877,57,17,0.46153846153846156,13.0,6.0,0.0,0.0,0.0,0.4,70.0,28.0,0.0,0.0,0.0,0.2826086956521739,46.0,13.0,0,0.8181818181818182,11.0,9.0,0,0,0,0,0,0.4,70,28,3.0
0baf7c09-ea3b-4771-9e88-c4eea8e7e9b1,1.0,1.0,1.0,1.0,1.0,1.0,0.34375,32.0,11.0,0.0,0.0,0.0,0.34375,32.0,11.0,0,0.0,0.0,0.0,1,0,0,0,0,0.36363636363636365,33,12,1.0,4.0,4.0,0.0,0.0,0.0,0.2972972972972973,37.0,11.0,1.0,2.0,2.0,0.23529411764705882,34.0,8.0,0,1.0,1.0,1.0,1,0,0,4,2,0.5254237288135594,59,31,-1.0
0e698454-8d9b-4deb-a4ee-670946d4420c,0.6666666666666666,3.0,2.0,0.0,0.0,0.0,0.45,20.0,9.0,0.6470588235294118,17.0,11.0,0.5294117647058824,34.0,18.0,1,0.0,0.0,0.0,0,0,0,0,0,0.5405405405405406,37,20,1.0,1.0,1.0,1.0,2.0,2.0,0.35,20.0,7.0,0.0,0.0,0.0,0.38095238095238093,21.0,8.0,0,0.0,0.0,0.0,0,0,0,3,0,0.7111111111111111,45,32,-3.0
7f71a051-db06-4871-90b3-37feef3136af,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,9.0,2.0,0.0,0.0,0.0,0.2222222222222222,9.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.5625,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0,1,0,0,1,1,0.4090909090909091,44,18,3.0
7d9d4d9f-c054-4060-84c3-5918d78b298c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0,1,0,0,1,1,0.4090909090909091,44,18,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,9.0,2.0,0.0,0.0,0.0,0.2222222222222222,9.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0.5625,16,9,-3.0
f8696daf-d3bd-441c-a4df-436f8f640952,1.0,4.0,4.0,0.0,0.0,0.0,0.2972972972972973,37.0,11.0,1.0,2.0,2.0,0.23529411764705882,34.0,8.0,0,1.0,1.0,1.0,1,0,0,4,2,0.5254237288135594,59,31,1.0,1.0,1.0,1.0,1.0,1.0,0.34375,32.0,11.0,0.0,0.0,0.0,0.34375,32.0,11.0,0,0.0,0.0,0.0,1,0,0,0,0,0.36363636363636365,33,12,1.0
e8708031-37eb-4054-a3a9-a83b3bcc542c,1.0,1.0,1.0,1.0,2.0,2.0,0.35,20.0,7.0,0.0,0.0,0.0,0.38095238095238093,21.0,8.0,0,0.0,0.0,0.0,0,0,0,3,0,0.7111111111111111,45,32,0.6666666666666666,3.0,2.0,0.0,0.0,0.0,0.45,20.0,9.0,0.6470588235294118,17.0,11.0,0.5294117647058824,34.0,18.0,1,0.0,0.0,0.0,0,0,0,0,0,0.5405405405405406,37,20,3.0
8cf1d55f-c750-4537-b596-ac060ad19346,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,0,0,0,0,0.3333333333333333,3,1,1.0,2.0,2.0,0.0,0.0,0.0,0.4,5.0,2.0,1.0,2.0,2.0,0.4,5.0,2.0,1,0.0,0.0,0.0,0,0,0,0,0,0.5714285714285714,7,4,7.0
12b2ab8a-3bf1-4908-b7d1-e4aa961cac5b,1.0,2.0,2.0,0.0,0.0,0.0,0.4,5.0,2.0,1.0,2.0,2.0,0.4,5.0,2.0,1,0.0,0.0,0.0,0,0,0,0,0,0.5714285714285714,7,4,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0,0,0,0,0,0.3333333333333333,3,1,-7.0
