oid,boutOid,date,defBodySigStrikeAccuracy,defBodySigStrikeAttempted,defBodySigStrikeSuccessful,defClinchSigStrikeAccuracy,defClinchSigStrikeAttempted,defClinchSigStrikeSuccessful,defControlTime,defDistanceSigStrikeAccuracy,defDistanceSigStrikeAttempted,defDistanceSigStrikeSuccessful,defFinish,defGroundSigStrikeAccuracy,defGroundSigStrikeAttempted,defGroundSigStrikeSuccessful,defHeadSigStrikeAccuracy,defHeadSigStrikeAttempted,defHeadSigStrikeSuccessful,defKnockdowns,defKoScore,defLegSigStrikeAccuracy,defLegSigStrikeAttempted,defLegSigStrikeSuccessful,defReversalSuccessful,defSubmissionAccuracy,defSubmissionAttempted,defSubmissionScore,defSubmissionSuccessful,defTakedownAccuracy,defTakedownAttempted,defTakedownSuccessful,defTkoKo,defTotStrikeAccuracy,defTotStrikeAttempted,defTotStrikeSuccessful,fighterOid,finish,offBodySigStrikeAccuracy,offBodySigStrikeAttempted,offBodySigStrikeSuccessful,offClinchSigStrikeAccuracy,offClinchSigStrikeAttempted,offClinchSigStrikeSuccessful,offControlTime,offDistanceSigStrikeAccuracy,offDistanceSigStrikeAttempted,offDistanceSigStrikeSuccessful,offFinish,offGroundSigStrikeAccuracy,offGroundSigStrikeAttempted,offGroundSigStrikeSuccessful,offHeadSigStrikeAccuracy,offHeadSigStrikeAttempted,offHeadSigStrikeSuccessful,offKnockdowns,offKoScore,offLegSigStrikeAccuracy,offLegSigStrikeAttempted,offLegSigStrikeSuccessful,offReversalSuccessful,offSubmissionAccuracy,offSubmissionAttempted,offSubmissionScore,offSubmissionSuccessful,offTakedownAccuracy,offTakedownAttempted,offTakedownSuccessful,offTkoKo,offTotStrikeAccuracy,offTotStrikeAttempted,offTotStrikeSuccessful,round,score,seconds,weight,weightClass
dcf902bb-2e90-4e08-8b14-f23495c9f9a6,2187472e-a657-4148-a14e-f0b41122b8a7,2015-01-03T05:00:00.000+0000,0.8571428571428571,7.0,6.0,0.0,0.0,0.0,0,0.45454545454545453,33.0,15.0,0,0.0,0.0,0.0,0.23809523809523808,21.0,5.0,0,,0.8,5.0,4.0,0,0.0,0,,0,0.0,1,0,0,0.45454545454545453,33,15,e5010b1b94ca5755,0,0.5,4.0,2.0,0.0,1.0,0.0,0,0.3225806451612903,62.0,20.0,0,0.0,0.0,0.0,0.08888888888888889,45.0,4.0,0,,1.0,14.0,14.0,0,0.0,0,,0,0.0,0,0,0,0.31746031746031744,63,20,1,,300,155,LW
7b57c2a0-e96e-4de8-8b67-dfd9f6b8f234,2187472e-a657-4148-a14e-f0b41122b8a7,2015-01-03T05:00:00.000+0000,1.0,2.0,2.0,0.0,0.0,0.0,0,0.3157894736842105,19.0,6.0,0,0.0,0.0,0.0,0.23529411764705882,17.0,4.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,0,0,0.3157894736842105,19,6,e5010b1b94ca5755,1,0.42857142857142855,7.0,3.0,1.0,1.0,1.0,2,0.39285714285714285,28.0,11.0,1,0.5,2.0,1.0,0.3,20.0,6.0,1,,1.0,4.0,4.0,0,0.0,0,,0,0.0,0,0,1,0.41935483870967744,31,13,2,,129,155,LW
2c34a715-4ff8-40be-a9c0-d6266379b2c2,2187472e-a657-4148-a14e-f0b41122b8a7,2015-01-03T05:00:00.000+0000,0.5,4.0,2.0,0.0,1.0,0.0,0,0.3225806451612903,62.0,20.0,0,0.0,0.0,0.0,0.08888888888888889,45.0,4.0,0,,1.0,14.0,14.0,0,0.0,0,,0,0.0,0,0,0,0.31746031746031744,63,20,d1e7fc58d4225cdf,0,0.8571428571428571,7.0,6.0,0.0,0.0,0.0,0,0.45454545454545453,33.0,15.0,0,0.0,0.0,0.0,0.23809523809523808,21.0,5.0,0,,0.8,5.0,4.0,0,0.0,0,,0,0.0,1,0,0,0.45454545454545453,33,15,1,,300,155,LW
8955fb71-38f9-485d-856d-8c51a4c4629c,2187472e-a657-4148-a14e-f0b41122b8a7,2015-01-03T05:00:00.000+0000,0.42857142857142855,7.0,3.0,1.0,1.0,1.0,2,0.39285714285714285,28.0,11.0,1,0.5,2.0,1.0,0.3,20.0,6.0,1,,1.0,4.0,4.0,0,0.0,0,,0,0.0,0,0,1,0.41935483870967744,31,13,d1e7fc58d4225cdf,1,1.0,2.0,2.0,0.0,0.0,0.0,0,0.3157894736842105,19.0,6.0,0,0.0,0.0,0.0,0.23529411764705882,17.0,4.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,0,0,0.3157894736842105,19,6,2,,129,155,LW
864c5866-4f5e-4c75-9664-942837b84087,34368a1d-89b3-4d30-95d1-4d07ba18033b,2015-01-03T05:00:00.000+0000,0.5,2.0,1.0,0.5,2.0,1.0,0,0.45,20.0,9.0,0,0.0,0.0,0.0,0.3076923076923077,13.0,4.0,0,,0.7142857142857143,7.0,5.0,0,0.0,0,,0,0.0,0,0,0,0.45454545454545453,22,10,0c6d9ea8306c029e,0,1.0,3.0,3.0,1.0,1.0,1.0,0,0.3142857142857143,35.0,11.0,0,0.0,0.0,0.0,0.20689655172413793,29.0,6.0,0,,0.75,4.0,3.0,0,0.0,0,,0,0.0,0,0,0,0.3333333333333333,36,12,1,,300,185,MW
d4a47299-8c13-4831-a866-64eedfa64a81,34368a1d-89b3-4d30-95d1-4d07ba18033b,2015-01-03T05:00:00.000+0000,0.0,1.0,0.0,0.0,0.0,0.0,45,0.42857142857142855,14.0,6.0,0,0.0,0.0,0.0,0.42857142857142855,7.0,3.0,0,,0.5,6.0,3.0,0,0.0,0,,0,0.0,4,0,0,0.47058823529411764,17,8,0c6d9ea8306c029e,0,1.0,1.0,1.0,0.6,5.0,3.0,27,0.4583333333333333,24.0,11.0,0,0.0,0.0,0.0,0.42857142857142855,21.0,9.0,0,,0.5714285714285714,7.0,4.0,0,0.0,0,,0,1.0,1,1,0,0.5714285714285714,35,20,2,,300,185,MW
a3f349be-6feb-42de-8879-2f592c572b66,34368a1d-89b3-4d30-95d1-4d07ba18033b,2015-01-03T05:00:00.000+0000,1.0,5.0,5.0,1.0,3.0,3.0,42,0.44,25.0,11.0,0,0.0,0.0,0.0,0.3684210526315789,19.0,7.0,0,,0.5,4.0,2.0,0,0.0,0,,0,0.0,3,0,0,0.5333333333333333,30,16,0c6d9ea8306c029e,0,0.5,6.0,3.0,0.5,8.0,4.0,2,0.43478260869565216,46.0,20.0,0,0.0,0.0,0.0,0.3902439024390244,41.0,16.0,0,,0.7142857142857143,7.0,5.0,0,0.0,0,,0,0.0,0,0,0,0.45454545454545453,55,25,3,,300,185,MW
05d51d4b-d575-411d-bf03-d373d0ab08b9,34368a1d-89b3-4d30-95d1-4d07ba18033b,2015-01-03T05:00:00.000+0000,1.0,3.0,3.0,1.0,1.0,1.0,0,0.3142857142857143,35.0,11.0,0,0.0,0.0,0.0,0.20689655172413793,29.0,6.0,0,,0.75,4.0,3.0,0,0.0,0,,0,0.0,0,0,0,0.3333333333333333,36,12,a8e6a69796280f17,0,0.5,2.0,1.0,0.5,2.0,1.0,0,0.45,20.0,9.0,0,0.0,0.0,0.0,0.3076923076923077,13.0,4.0,0,,0.7142857142857143,7.0,5.0,0,0.0,0,,0,0.0,0,0,0,0.45454545454545453,22,10,1,,300,185,MW
2e2ae4e6-f7cd-4efb-8ba1-6b26339d596d,34368a1d-89b3-4d30-95d1-4d07ba18033b,2015-01-03T05:00:00.000+0000,1.0,1.0,1.0,0.6,5.0,3.0,27,0.4583333333333333,24.0,11.0,0,0.0,0.0,0.0,0.42857142857142855,21.0,9.0,0,,0.5714285714285714,7.0,4.0,0,0.0,0,,0,1.0,1,1,0,0.5714285714285714,35,20,a8e6a69796280f17,0,0.0,1.0,0.0,0.0,0.0,0.0,45,0.42857142857142855,14.0,6.0,0,0.0,0.0,0.0,0.42857142857142855,7.0,3.0,0,,0.5,6.0,3.0,0,0.0,0,,0,0.0,4,0,0,0.47058823529411764,17,8,2,,300,185,MW
dfe138b7-7d89-4459-9391-106e90c01ac0,34368a1d-89b3-4d30-95d1-4d07ba18033b,2015-01-03T05:00:00.000+0000,0.5,6.0,3.0,0.5,8.0,4.0,2,0.43478260869565216,46.0,20.0,0,0.0,0.0,0.0,0.3902439024390244,41.0,16.0,0,,0.7142857142857143,7.0,5.0,0,0.0,0,,0,0.0,0,0,0,0.45454545454545453,55,25,a8e6a69796280f17,0,1.0,5.0,5.0,1.0,3.0,3.0,42,0.44,25.0,11.0,0,0.0,0.0,0.0,0.3684210526315789,19.0,7.0,0,,0.5,4.0,2.0,0,0.0,0,,0,0.0,3,0,0,0.5333333333333333,30,16,3,,300,185,MW
