oid,boutOid,date,defBodySigStrikeAccuracy,defBodySigStrikeAttempted,defBodySigStrikeSuccessful,defClinchSigStrikeAccuracy,defClinchSigStrikeAttempted,defClinchSigStrikeSuccessful,defControlTime,defDistanceSigStrikeAccuracy,defDistanceSigStrikeAttempted,defDistanceSigStrikeSuccessful,defFinish,defGroundSigStrikeAccuracy,defGroundSigStrikeAttempted,defGroundSigStrikeSuccessful,defHeadSigStrikeAccuracy,defHeadSigStrikeAttempted,defHeadSigStrikeSuccessful,defKnockdowns,defKoScore,defLegSigStrikeAccuracy,defLegSigStrikeAttempted,defLegSigStrikeSuccessful,defReversalSuccessful,defSubmissionAccuracy,defSubmissionAttempted,defSubmissionScore,defSubmissionSuccessful,defTakedownAccuracy,defTakedownAttempted,defTakedownSuccessful,defTkoKo,defTotStrikeAccuracy,defTotStrikeAttempted,defTotStrikeSuccessful,fighterOid,finish,offBodySigStrikeAccuracy,offBodySigStrikeAttempted,offBodySigStrikeSuccessful,offClinchSigStrikeAccuracy,offClinchSigStrikeAttempted,offClinchSigStrikeSuccessful,offControlTime,offDistanceSigStrikeAccuracy,offDistanceSigStrikeAttempted,offDistanceSigStrikeSuccessful,offFinish,offGroundSigStrikeAccuracy,offGroundSigStrikeAttempted,offGroundSigStrikeSuccessful,offHeadSigStrikeAccuracy,offHeadSigStrikeAttempted,offHeadSigStrikeSuccessful,offKnockdowns,offKoScore,offLegSigStrikeAccuracy,offLegSigStrikeAttempted,offLegSigStrikeSuccessful,offReversalSuccessful,offSubmissionAccuracy,offSubmissionAttempted,offSubmissionScore,offSubmissionSuccessful,offTakedownAccuracy,offTakedownAttempted,offTakedownSuccessful,offTkoKo,offTotStrikeAccuracy,offTotStrikeAttempted,offTotStrikeSuccessful,round,score,seconds,weight,weightClass
a865d181-7b98-41a8-8cc0-1ff3477cdda7,ba717023-71be-4b3d-98c2-30d190d5e0d7,2019-01-19T05:00:00.000+0000,1.0,4.0,4.0,0.8333333333333334,6.0,5.0,71,0.39285714285714285,28.0,11.0,0,1.0,5.0,5.0,0.47058823529411764,34.0,16.0,0,,1.0,1.0,1.0,0,0.0,0,,0,0.0,0,0,0,0.6,45,27,a9d6e047ce48ab63,0,0.0,0.0,0.0,0.5,2.0,1.0,139,0.2727272727272727,11.0,3.0,0,1.0,3.0,3.0,0.4375,16.0,7.0,0,,0.0,0.0,0.0,0,0.0,1,,0,0.5,2,1,0,0.55,20,11,1,,300,265,HW
972c6dd7-9da8-4d36-a997-d90a094d6f71,ba717023-71be-4b3d-98c2-30d190d5e0d7,2019-01-19T05:00:00.000+0000,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2608695652173913,23.0,6.0,0,1.0,1.0,1.0,0.22727272727272727,22.0,5.0,0,,1.0,2.0,2.0,0,0.0,0,,0,0.0,0,0,0,0.32,25,8,a9d6e047ce48ab63,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.35714285714285715,14.0,5.0,0,0.0,0.0,0.0,0.35714285714285715,14.0,5.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,0,0,0.35714285714285715,14,5,2,,148,265,HW
8e2c00a1-54bf-4d7a-a31e-47faeab9af77,ba717023-71be-4b3d-98c2-30d190d5e0d7,2019-01-19T05:00:00.000+0000,0.0,0.0,0.0,0.5,2.0,1.0,139,0.2727272727272727,11.0,3.0,0,1.0,3.0,3.0,0.4375,16.0,7.0,0,,0.0,0.0,0.0,0,0.0,1,,0,0.5,2,1,0,0.55,20,11,85073dbd1be65ed9,0,1.0,4.0,4.0,0.8333333333333334,6.0,5.0,71,0.39285714285714285,28.0,11.0,0,1.0,5.0,5.0,0.47058823529411764,34.0,16.0,0,,1.0,1.0,1.0,0,0.0,0,,0,0.0,0,0,0,0.6,45,27,1,,300,265,HW
1da876ca-7945-4718-9f0b-8cbb83e68fec,ba717023-71be-4b3d-98c2-30d190d5e0d7,2019-01-19T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,3,0.35714285714285715,14.0,5.0,0,0.0,0.0,0.0,0.35714285714285715,14.0,5.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,0,0,0.35714285714285715,14,5,85073dbd1be65ed9,0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2608695652173913,23.0,6.0,0,1.0,1.0,1.0,0.22727272727272727,22.0,5.0,0,,1.0,2.0,2.0,0,0.0,0,,0,0.0,0,0,0,0.32,25,8,2,,148,265,HW
b8c32c9d-163c-4a95-a8a4-b6de46c7627d,383add6d-300d-4347-852d-0f60c8dd0fa3,2019-01-19T05:00:00.000+0000,0.9,10.0,9.0,1.0,7.0,7.0,33,0.38095238095238093,21.0,8.0,0,1.0,1.0,1.0,0.3888888888888889,18.0,7.0,0,,0.0,1.0,0.0,0,0.0,0,,0,0.0,1,0,0,0.6410256410256411,39,25,80eacd4da0617c57,0,0.6666666666666666,3.0,2.0,0.0,0.0,0.0,147,0.47058823529411764,17.0,8.0,0,0.25,4.0,1.0,0.2727272727272727,11.0,3.0,1,,0.5714285714285714,7.0,4.0,0,0.0,0,,0,0.75,4,3,0,0.4642857142857143,28,13,1,,300,125,FW
f9917bfd-548d-4036-8b98-96d6843da3b1,383add6d-300d-4347-852d-0f60c8dd0fa3,2019-01-19T05:00:00.000+0000,0.8461538461538461,13.0,11.0,0.9090909090909091,11.0,10.0,101,0.375,24.0,9.0,0,0.0,0.0,0.0,0.36363636363636365,22.0,8.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.42857142857142855,7,3,0,0.68,50,34,80eacd4da0617c57,0,0.8,5.0,4.0,0.0,1.0,0.0,77,0.5238095238095238,21.0,11.0,0,0.0,0.0,0.0,0.3076923076923077,13.0,4.0,0,,0.75,4.0,3.0,1,0.0,0,,0,0.25,4,1,0,0.5217391304347826,23,12,2,,300,125,FW
908cb440-a7b5-4e24-840a-9fb039bb14c4,383add6d-300d-4347-852d-0f60c8dd0fa3,2019-01-19T05:00:00.000+0000,0.8888888888888888,9.0,8.0,1.0,5.0,5.0,49,0.3,10.0,3.0,0,0.75,8.0,6.0,0.42857142857142855,14.0,6.0,0,,0.0,0.0,0.0,1,0.0,0,,0,0.0,0,0,0,0.723404255319149,47,34,80eacd4da0617c57,0,0.0,0.0,0.0,0.0,1.0,0.0,186,0.16666666666666666,6.0,1.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,,1.0,1.0,1.0,1,0.0,0,,0,0.75,4,3,0,0.5714285714285714,21,12,3,,300,125,FW
28c8b21c-d69d-4721-bfd7-aa0284b2777a,383add6d-300d-4347-852d-0f60c8dd0fa3,2019-01-19T05:00:00.000+0000,0.6666666666666666,3.0,2.0,0.0,0.0,0.0,147,0.47058823529411764,17.0,8.0,0,0.25,4.0,1.0,0.2727272727272727,11.0,3.0,1,,0.5714285714285714,7.0,4.0,0,0.0,0,,0,0.75,4,3,0,0.4642857142857143,28,13,f53c1f4ceeed8c08,0,0.9,10.0,9.0,1.0,7.0,7.0,33,0.38095238095238093,21.0,8.0,0,1.0,1.0,1.0,0.3888888888888889,18.0,7.0,0,,0.0,1.0,0.0,0,0.0,0,,0,0.0,1,0,0,0.6410256410256411,39,25,1,,300,125,FW
7706e7f5-41c0-42a9-b509-f8aa64f6c79d,383add6d-300d-4347-852d-0f60c8dd0fa3,2019-01-19T05:00:00.000+0000,0.8,5.0,4.0,0.0,1.0,0.0,77,0.5238095238095238,21.0,11.0,0,0.0,0.0,0.0,0.3076923076923077,13.0,4.0,0,,0.75,4.0,3.0,1,0.0,0,,0,0.25,4,1,0,0.5217391304347826,23,12,f53c1f4ceeed8c08,0,0.8461538461538461,13.0,11.0,0.9090909090909091,11.0,10.0,101,0.375,24.0,9.0,0,0.0,0.0,0.0,0.36363636363636365,22.0,8.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.42857142857142855,7,3,0,0.68,50,34,2,,300,125,FW
21d8a230-48d6-4fc4-9d78-dcb11f8f0ec5,383add6d-300d-4347-852d-0f60c8dd0fa3,2019-01-19T05:00:00.000+0000,0.0,0.0,0.0,0.0,1.0,0.0,186,0.16666666666666666,6.0,1.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,,1.0,1.0,1.0,1,0.0,0,,0,0.75,4,3,0,0.5714285714285714,21,12,f53c1f4ceeed8c08,0,0.8888888888888888,9.0,8.0,1.0,5.0,5.0,49,0.3,10.0,3.0,0,0.75,8.0,6.0,0.42857142857142855,14.0,6.0,0,,0.0,0.0,0.0,1,0.0,0,,0,0.0,0,0,0,0.723404255319149,47,34,3,,300,125,FW
