oid,boutOid,date,defBodySigStrikeAccuracy,defBodySigStrikeAttempted,defBodySigStrikeSuccessful,defClinchSigStrikeAccuracy,defClinchSigStrikeAttempted,defClinchSigStrikeSuccessful,defControlTime,defDistanceSigStrikeAccuracy,defDistanceSigStrikeAttempted,defDistanceSigStrikeSuccessful,defFinish,defGroundSigStrikeAccuracy,defGroundSigStrikeAttempted,defGroundSigStrikeSuccessful,defHeadSigStrikeAccuracy,defHeadSigStrikeAttempted,defHeadSigStrikeSuccessful,defKnockdowns,defKoScore,defLegSigStrikeAccuracy,defLegSigStrikeAttempted,defLegSigStrikeSuccessful,defReversalSuccessful,defSubmissionAccuracy,defSubmissionAttempted,defSubmissionScore,defSubmissionSuccessful,defTakedownAccuracy,defTakedownAttempted,defTakedownSuccessful,defTkoKo,defTotStrikeAccuracy,defTotStrikeAttempted,defTotStrikeSuccessful,fighterOid,finish,offBodySigStrikeAccuracy,offBodySigStrikeAttempted,offBodySigStrikeSuccessful,offClinchSigStrikeAccuracy,offClinchSigStrikeAttempted,offClinchSigStrikeSuccessful,offControlTime,offDistanceSigStrikeAccuracy,offDistanceSigStrikeAttempted,offDistanceSigStrikeSuccessful,offFinish,offGroundSigStrikeAccuracy,offGroundSigStrikeAttempted,offGroundSigStrikeSuccessful,offHeadSigStrikeAccuracy,offHeadSigStrikeAttempted,offHeadSigStrikeSuccessful,offKnockdowns,offKoScore,offLegSigStrikeAccuracy,offLegSigStrikeAttempted,offLegSigStrikeSuccessful,offReversalSuccessful,offSubmissionAccuracy,offSubmissionAttempted,offSubmissionScore,offSubmissionSuccessful,offTakedownAccuracy,offTakedownAttempted,offTakedownSuccessful,offTkoKo,offTotStrikeAccuracy,offTotStrikeAttempted,offTotStrikeSuccessful,round,score,seconds,weight,weightClass
f2f74a8a-250f-4086-9230-c488d6a49e07,f4792e15-bad2-4a71-b83c-5635f9199529,2009-01-17T05:00:00.000+0000,1.0,1.0,1.0,1.0,3.0,3.0,135,0.25,12.0,3.0,0,0.5,2.0,1.0,0.1,10.0,1.0,0,,0.8333333333333334,6.0,5.0,0,0.0,0,,0,1.0,1,1,0,0.5454545454545454,22,12,8b69839f3555a67b,0,0.5714285714285714,7.0,4.0,0.5,8.0,4.0,33,0.2857142857142857,14.0,4.0,0,1.0,1.0,1.0,0.26666666666666666,15.0,4.0,1,,1.0,1.0,1.0,0,0.0,2,,0,0.0,1,0,0,0.4166666666666667,24,10,1,,300,170,WW
ecef89a7-73a0-4336-b2a9-75622124a9a8,f4792e15-bad2-4a71-b83c-5635f9199529,2009-01-17T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,3.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0,,1.0,1.0,1.0,0,0.0,0,,0,0.0,1,0,0,0.3333333333333333,3,1,8b69839f3555a67b,1,1.0,2.0,2.0,1.0,2.0,2.0,153,0.0,2.0,0.0,1,0.88,25.0,22.0,0.8148148148148148,27.0,22.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,0,0,1,0.8723404255319149,47,41,2,,189,170,WW
bb2fead6-b1e5-4e4b-a61c-5cb63ceefe12,f4792e15-bad2-4a71-b83c-5635f9199529,2009-01-17T05:00:00.000+0000,0.5714285714285714,7.0,4.0,0.5,8.0,4.0,33,0.2857142857142857,14.0,4.0,0,1.0,1.0,1.0,0.26666666666666666,15.0,4.0,1,,1.0,1.0,1.0,0,0.0,2,,0,0.0,1,0,0,0.4166666666666667,24,10,8fd1f27e86661ede,0,1.0,1.0,1.0,1.0,3.0,3.0,135,0.25,12.0,3.0,0,0.5,2.0,1.0,0.1,10.0,1.0,0,,0.8333333333333334,6.0,5.0,0,0.0,0,,0,1.0,1,1,0,0.5454545454545454,22,12,1,,300,170,WW
feac40a5-8b7f-4ab9-a244-d2e87ee4f785,f4792e15-bad2-4a71-b83c-5635f9199529,2009-01-17T05:00:00.000+0000,1.0,2.0,2.0,1.0,2.0,2.0,153,0.0,2.0,0.0,1,0.88,25.0,22.0,0.8148148148148148,27.0,22.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,0,0,1,0.8723404255319149,47,41,8fd1f27e86661ede,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,3.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0,,1.0,1.0,1.0,0,0.0,0,,0,0.0,1,0,0,0.3333333333333333,3,1,2,,189,170,WW
5cc63684-d39e-4da0-afb6-21d82d261542,68381146-b654-4694-a8cd-ab9e5b806916,2009-01-17T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,267,0.0,1.0,0.0,0,0.5714285714285714,14.0,8.0,0.5333333333333333,15.0,8.0,0,,0.0,0.0,0.0,0,0.0,0,,0,1.0,2,2,0,0.7538461538461538,65,49,8d26912cd2aeb366,0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,0,0,0,0.0,8,0,1,,300,185,MW
5fbe04d3-cc76-475d-84ba-ed4ed60e0af1,68381146-b654-4694-a8cd-ab9e5b806916,2009-01-17T05:00:00.000+0000,0.0,2.0,0.0,0.0,1.0,0.0,157,0.45454545454545453,11.0,5.0,0,1.0,1.0,1.0,0.5454545454545454,11.0,6.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.6666666666666666,3,2,0,0.6792452830188679,53,36,8d26912cd2aeb366,0,1.0,1.0,1.0,0.0,1.0,0.0,57,0.26666666666666666,15.0,4.0,0,0.0,1.0,0.0,0.13333333333333333,15.0,2.0,0,,1.0,1.0,1.0,0,0.0,1,,0,1.0,1,1,0,0.43478260869565216,23,10,2,,300,185,MW
35a98842-b6ab-4160-a4fa-fa73fba273d9,68381146-b654-4694-a8cd-ab9e5b806916,2009-01-17T05:00:00.000+0000,1.0,1.0,1.0,1.0,1.0,1.0,239,0.0,2.0,0.0,0,0.75,4.0,3.0,0.5,6.0,3.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.6,5,3,0,0.78,50,39,8d26912cd2aeb366,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,10.0,2.0,0,1.0,1.0,1.0,0.2727272727272727,11.0,3.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,0,0,0,0.6,20,12,3,,300,185,MW
ecc34e49-bf59-4831-a1eb-2157187d346d,68381146-b654-4694-a8cd-ab9e5b806916,2009-01-17T05:00:00.000+0000,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,0,0,0,0.0,8,0,8ddf9c51c5fdea75,0,0.0,0.0,0.0,0.0,0.0,0.0,267,0.0,1.0,0.0,0,0.5714285714285714,14.0,8.0,0.5333333333333333,15.0,8.0,0,,0.0,0.0,0.0,0,0.0,0,,0,1.0,2,2,0,0.7538461538461538,65,49,1,,300,185,MW
9cbb21e4-d48f-4fc3-ab4f-7f046efd2040,68381146-b654-4694-a8cd-ab9e5b806916,2009-01-17T05:00:00.000+0000,1.0,1.0,1.0,0.0,1.0,0.0,57,0.26666666666666666,15.0,4.0,0,0.0,1.0,0.0,0.13333333333333333,15.0,2.0,0,,1.0,1.0,1.0,0,0.0,1,,0,1.0,1,1,0,0.43478260869565216,23,10,8ddf9c51c5fdea75,0,0.0,2.0,0.0,0.0,1.0,0.0,157,0.45454545454545453,11.0,5.0,0,1.0,1.0,1.0,0.5454545454545454,11.0,6.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.6666666666666666,3,2,0,0.6792452830188679,53,36,2,,300,185,MW
b8a44f56-5249-415b-a288-010e74b827a6,68381146-b654-4694-a8cd-ab9e5b806916,2009-01-17T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,10.0,2.0,0,1.0,1.0,1.0,0.2727272727272727,11.0,3.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.0,0,0,0,0.6,20,12,8ddf9c51c5fdea75,0,1.0,1.0,1.0,1.0,1.0,1.0,239,0.0,2.0,0.0,0,0.75,4.0,3.0,0.5,6.0,3.0,0,,0.0,0.0,0.0,0,0.0,0,,0,0.6,5,3,0,0.78,50,39,3,,300,185,MW
