"ko_score","sub_score"
"0.368777708946075","0.023349926439143"
"0.441646475486108","0.936027069109602"
"0.015136091403204","0.00864571068028525"
"0.0806701687704937","0.0115870282747695"
"0.0489280686701196","0.00853241214812255"
"0.354584260161413","0.903846339378535"
"0.00712747001284761","0.00857832958882094"
"0.205014307535939","0.0097288185783846"
"0.0451038364953791","0.00418279577999236"
"0.0219048395644213","0.0139765506542402"
"0.145520028708609","0.00438102747322228"
"0.104633123454273","0.00432554908401816"
"0.00240784136260621","0.0094589671879175"
"0.197542657663479","0.0305331705927493"
"0.825203763084743","0.0245396994539972"
"0.0202883722278627","0.0127659824527199"
"0.103087364224373","0.0099864861693621"
"0.122345320736113","0.694827778099953"
"0.2605054596444","0.00487610167994665"
"0.0658452562205568","0.00394055347774105"
"0.0408797765074727","0.00484209897063649"
"0.272861496743084","0.814083038616396"
"0.0433353315571926","0.726720176333014"
"0.127042843630063","0.0173798185073313"
"0.0511600528197149","0.0226029923679435"
"0.0284478181783403","0.0104082932093686"
"0.0286575190716446","0.00954714564317"
"0.0601276069043429","0.00928849229310489"
"0.0207256704066618","0.0072501264448734"
"0.0609029674986023","0.00731456862130254"
"0.0121747222813585","0.00918125251037729"
"0.00366916809967888","0.00688440078477755"
"0.0271361915047175","0.827640104989429"
"0.0162193540418037","0.0173168766753903"
"0.0135013910876094","0.00555642959269463"
"0.0387958066306153","0.0123037666208487"
"0.999610104731563","0.0172391261123435"
"0.00872565551796871","0.00379506093288538"
"0.0334068527472756","0.041591665679916"
"0.713098897730277","0.957430208007109"
"0.981322394210977","0.0249059507113106"
"0.0282805065931121","0.00964633223565507"
"0.515620748523469","0.0377149764799807"
"0.239503447353731","0.0275189174570892"
"0.0113058794501947","0.00335301815973973"
"0.999153298902843","0.0264002076725927"
"0.0754386484438633","0.0239168878799287"
"0.0137336576071603","0.00393967120534793"
"0.0724417610319379","0.0327791714808162"
"0.0454384080522233","0.00315891036450181"
"0.0266055496205551","0.809531642533837"
"0.0325860023028368","0.0279624987725341"
"0.0333629489191399","0.0306411027200693"
"0.00105943261437686","0.69610088545632"
"0.0100477480155326","0.005186223227249"
"0.377905617464664","0.00853983173832882"
"0.00520336350095354","0.00442231196801184"
"0.206650690455212","0.0402302484778292"
"0.184041926464107","0.00576369705889002"
"0.0126680008478272","0.00138699868074"
"0.101477749608137","0.0444156231518072"
"0.358497241002985","0.0101400415774705"
"0.0257980987589643","0.964995776955224"
"0.0482729006774542","0.0022246996347098"
"0.0138871921035274","0.0038103287785731"
"0.00472766973798032","0.00385204892663591"
"0.91565889735574","0.0125261988362068"
"0.0308557477521225","0.00415045378205364"
"0.038348245175754","0.00558558043465656"
"0.0107705294532081","0.0151568953411005"
"0.00681004808394434","0.00582281422139021"
"0.00403257698940118","0.00507567045988073"
"0.00887362872892351","0.00254025117813189"
"0.00617911472413152","0.00491444057637277"
"0.00392456226092178","0.0074039269385696"
"0.981288695850874","0.0194470565109254"
"0.0543033778976456","0.00421656375734383"
"0.0299125775440883","0.0206442801985097"
"0.0204723315789919","0.00146327192689866"
"0.0137364457540765","0.00922002394524663"
"0.992106632986558","0.799960426456431"
"0.0157514260343272","0.804744473712644"
"0.0553009824156784","0.0064688312432213"
"0.0756118616690536","0.0252106041532396"
"0.0115295074922597","0.00191667930204534"
"0.52145344751646","0.0060196010214277"
"0.0299217439153382","0.00477766089405772"
"0.412931676542662","0.00486119616732114"
"0.999304955332317","0.0181182574183962"
"0.0595496713943381","0.0162325746712296"
"0.0338050214129367","0.018174346865583"
"0.091352258740881","0.00384508433045863"
"0.0141262250405691","0.00837164807542404"
"0.00265012898779061","0.00588615487932436"
"0.934651456194302","0.0191846038868155"
"0.0141890440029216","0.00401927317089508"
"0.997232688399789","0.0199137921885876"
"0.0458818569535302","0.0072218309959154"
"0.114135610246601","0.0160670632203383"
"0.126437671164445","0.0116547233676861"
"0.0346895298452699","0.00132641406923814"
"0.115921983281387","0.00519315233717399"
"0.0366819272315001","0.00217659943764283"
"0.00855274418749269","0.0109391796875028"
"0.0863504973377698","0.911855763875164"
"0.0583024642211265","0.00440351377082383"
"0.129560589973255","0.00665831317542236"
"0.0179122848265652","0.00790573704895193"
"0.0561487055361566","0.00494452818169747"
"0.967471880523049","0.0207418850755764"
"0.0532792083068511","0.0131646590971143"
"0.00354890279153587","0.00323186846886832"
"0.934152187335986","0.0945600606617219"
"0.973852521633566","0.0505293669027386"
"0.10877679678035","0.0124263473592875"
"0.0286895250670628","0.00154613412373743"
"0.0287094436386462","0.00157288241554926"
"0.0988070282064589","0.00547571410936933"
"0.0203786676252803","0.0177461815634982"
"0.19874188827648","0.0239734118201374"
"0.0101688167043905","0.00314125015182655"
"0.0819849851836605","0.00449012858717244"
"0.0591269652175197","0.0251445843550363"
"0.0601705881803202","0.0143698393472269"
"0.0401210807109269","0.0098210078005454"
"0.0115499994394207","0.00721992111276426"
"0.0636987275730505","0.0125000598306494"
"0.0605177601490731","0.0231557105704198"
"0.0427325085764459","0.00824064209445368"
"0.00503989574340772","0.00361439768688885"
"0.0324323922261903","0.025270071517031"
"0.0232465934040357","0.00840759610363269"
"0.054670812642264","0.0169789460449075"
"0.0142230266090667","0.00133300007145009"
"0.106310314441091","0.00266165757058149"
"0.988905448081914","0.0217281131829168"
"0.0175998292480184","0.0102893412610551"
"0.00862943898073753","0.00563562383670742"
"0.132939740658709","0.00741760704696436"
"0.0356118672182293","0.0116706433682218"
"0.124951691897892","0.0180617008057322"
"0.0122060912696186","0.00511641061685133"
"0.0305154021183124","0.00988235490842215"
"0.0295147252947272","0.011264416745612"
"0.0405667431400179","0.00761510868393246"
"0.00566304657836433","0.00958959489440733"
"0.118606161679722","0.0103224637443643"
"0.0884519950340701","0.00983211655829247"
"0.15688793020318","0.00596810484766888"
"0.959021275517233","0.0484854700351503"
"0.0455757102069342","0.00742981980377534"
"0.0168034231463944","0.00961735088429838"
"0.15822643702579","0.00706064753539695"
"0.994830072917376","0.0120513058281883"
"0.974735702497541","0.0211997731557407"
"0.0547206159983556","0.00929921697171718"
"0.0512744399724569","0.00564480560173066"
"0.061646984052346","0.00652031879039394"
"0.100977083885053","0.0067852358278098"
"0.0538512699572174","0.00696623864337279"
"0.0889948680260714","0.00517215512070801"
"0.0657478523516829","0.00132519031381543"
"0.98984971264978","0.0604514914823032"
"0.0716187193330468","0.00880867593288763"
"0.0373728992718291","0.00774824699173577"
"0.12582371241596","0.00861571421576921"
"0.0772589095119249","0.007790852624271"
"0.0701196245381492","0.0150686482681004"
