oid,boutOid,date,defBodySigStrikeAccuracy,defBodySigStrikeAttempted,defBodySigStrikeSuccessful,defClinchSigStrikeAccuracy,defClinchSigStrikeAttempted,defClinchSigStrikeSuccessful,defDistanceSigStrikeAccuracy,defDistanceSigStrikeAttempted,defDistanceSigStrikeSuccessful,defFinish,defGroundSigStrikeAccuracy,defGroundSigStrikeAttempted,defGroundSigStrikeSuccessful,defHeadSigStrikeAccuracy,defHeadSigStrikeAttempted,defHeadSigStrikeSuccessful,defKnockdowns,defKoScore,defLegSigStrikeAccuracy,defLegSigStrikeAttempted,defLegSigStrikeSuccessful,defPassSuccessful,defReversalSuccessful,defSubmissionAccuracy,defSubmissionAttempted,defSubmissionScore,defSubmissionSuccessful,defTakedownAccuracy,defTakedownAttempted,defTakedownSuccessful,defTkoKo,defTotStrikeAccuracy,defTotStrikeAttempted,defTotStrikeSuccessful,fighterOid,finish,offBodySigStrikeAccuracy,offBodySigStrikeAttempted,offBodySigStrikeSuccessful,offClinchSigStrikeAccuracy,offClinchSigStrikeAttempted,offClinchSigStrikeSuccessful,offDistanceSigStrikeAccuracy,offDistanceSigStrikeAttempted,offDistanceSigStrikeSuccessful,offFinish,offGroundSigStrikeAccuracy,offGroundSigStrikeAttempted,offGroundSigStrikeSuccessful,offHeadSigStrikeAccuracy,offHeadSigStrikeAttempted,offHeadSigStrikeSuccessful,offKnockdowns,offKoScore,offLegSigStrikeAccuracy,offLegSigStrikeAttempted,offLegSigStrikeSuccessful,offPassSuccessful,offReversalSuccessful,offSubmissionAccuracy,offSubmissionAttempted,offSubmissionScore,offSubmissionSuccessful,offTakedownAccuracy,offTakedownAttempted,offTakedownSuccessful,offTkoKo,offTotStrikeAccuracy,offTotStrikeAttempted,offTotStrikeSuccessful,round,score,seconds,weight,weightClass
aedb9177-885d-406e-8811-ee84197d28ff,9efd7b28-c02d-4f3f-8246-1fab17898f20,2016-02-27T05:00:00.000+0000,0.3333333333333333,3.0,1.0,0.5,2.0,1.0,0.75,4.0,3.0,1,1.0,3.0,3.0,1.0,6.0,6.0,1,0.910460087979054,0.0,0.0,0.0,1,1,0.0,0,0.0045102187444452,0,0.5,2,1,1,0.8666666666666667,15,13,dfae5da5676e4194,1,0.6666666666666666,3.0,2.0,0.5555555555555556,9.0,5.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.4,5.0,2.0,0,0.013159993332384757,1.0,2.0,2.0,1,0,0.0,0,0.007338181554194837,0,0.25,4,1,0,0.8333333333333334,24,20,1,,285,185,MW
3fabce6f-91b7-4ac9-ae2b-ec56189af124,9efd7b28-c02d-4f3f-8246-1fab17898f20,2016-02-27T05:00:00.000+0000,0.6666666666666666,3.0,2.0,0.5555555555555556,9.0,5.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.4,5.0,2.0,0,0.013159993332384757,1.0,2.0,2.0,1,0,0.0,0,0.007338181554194837,0,0.25,4,1,0,0.8333333333333334,24,20,06827d70c53ff0d9,1,0.3333333333333333,3.0,1.0,0.5,2.0,1.0,0.75,4.0,3.0,1,1.0,3.0,3.0,1.0,6.0,6.0,1,0.910460087979054,0.0,0.0,0.0,1,1,0.0,0,0.0045102187444452,0,0.5,2,1,1,0.8666666666666667,15,13,1,,285,185,MW
054dc014-ac4a-4e73-88f1-41b4ddc04341,05bd8488-3305-4f93-9530-5487bf81dceb,2016-02-27T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.0,2.0,1,0.6666666666666666,6.0,4.0,0.5454545454545454,11.0,6.0,1,0.9997458709532058,0.0,0.0,0.0,1,0,1.0,1,0.9999457111059824,1,0.0,0,0,0,0.5454545454545454,11,6,51e86de150ee8be6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.01392458687025523,0.0,0.0,0.0,0,0,0.0,0,0.004157827124823914,0,0.0,0,0,0,0.0,1,0,1,,24,155,LW
6179ddcc-5945-48c9-87cc-f283ed55db93,05bd8488-3305-4f93-9530-5487bf81dceb,2016-02-27T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.01392458687025523,0.0,0.0,0.0,0,0,0.0,0,0.004157827124823914,0,0.0,0,0,0,0.0,1,0,8f4eeaf7a0df7c1a,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.0,2.0,1,0.6666666666666666,6.0,4.0,0.5454545454545454,11.0,6.0,1,0.9997458709532058,0.0,0.0,0.0,1,0,1.0,1,0.9999457111059824,1,0.0,0,0,0,0.5454545454545454,11,6,1,,24,155,LW
14285ece-d957-48d0-a2ee-2a9f82f3498a,5b12a8b5-b41d-4f26-aa36-b7559f4307e7,2016-02-27T05:00:00.000+0000,0.0,1.0,0.0,0.0,0.0,0.0,0.46153846153846156,13.0,6.0,1,0.8,5.0,4.0,0.5384615384615384,13.0,7.0,1,0.9940970603892748,0.75,4.0,3.0,0,0,0.0,0,0.021289808066387004,0,0.0,0,0,1,0.5555555555555556,18,10,bcad7223af3c19da,1,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,9.0,3.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0021990055164018683,1.0,2.0,2.0,0,0,0.0,0,0.006515483697828447,0,0.0,1,0,0,0.3333333333333333,9,3,2,,86,155,LW
9ab4942e-9062-4a2f-acf9-214e40f73d49,5b12a8b5-b41d-4f26-aa36-b7559f4307e7,2016-02-27T05:00:00.000+0000,0.75,4.0,3.0,0.0,0.0,0.0,0.6363636363636364,44.0,28.0,0,0.0,0.0,0.0,0.38095238095238093,21.0,8.0,0,0.06863889111251419,0.8947368421052632,19.0,17.0,0,0,0.0,0,0.004104849237437284,0,1.0,1,1,0,0.6595744680851063,47,31,bcad7223af3c19da,0,0.6666666666666666,6.0,4.0,0.0,1.0,0.0,0.391304347826087,23.0,9.0,0,1.0,1.0,1.0,0.1875,16.0,3.0,0,0.008982226735204091,1.0,3.0,3.0,0,0,0.0,0,0.005988721292998966,0,0.0,3,0,0,0.4827586206896552,29,14,1,,300,155,LW
b9b038fd-1550-4c2f-aaaa-cdb4b0facf43,5b12a8b5-b41d-4f26-aa36-b7559f4307e7,2016-02-27T05:00:00.000+0000,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,9.0,3.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0021990055164018683,1.0,2.0,2.0,0,0,0.0,0,0.006515483697828447,0,0.0,1,0,0,0.3333333333333333,9,3,2747c60e42d9d75f,1,0.0,1.0,0.0,0.0,0.0,0.0,0.46153846153846156,13.0,6.0,1,0.8,5.0,4.0,0.5384615384615384,13.0,7.0,1,0.9940970603892748,0.75,4.0,3.0,0,0,0.0,0,0.021289808066387004,0,0.0,0,0,1,0.5555555555555556,18,10,2,,86,155,LW
0f6d07a9-a649-4068-897c-c61c7bd5e9b7,5b12a8b5-b41d-4f26-aa36-b7559f4307e7,2016-02-27T05:00:00.000+0000,0.6666666666666666,6.0,4.0,0.0,1.0,0.0,0.391304347826087,23.0,9.0,0,1.0,1.0,1.0,0.1875,16.0,3.0,0,0.008982226735204091,1.0,3.0,3.0,0,0,0.0,0,0.005988721292998966,0,0.0,3,0,0,0.4827586206896552,29,14,2747c60e42d9d75f,0,0.75,4.0,3.0,0.0,0.0,0.0,0.6363636363636364,44.0,28.0,0,0.0,0.0,0.0,0.38095238095238093,21.0,8.0,0,0.06863889111251419,0.8947368421052632,19.0,17.0,0,0,0.0,0,0.004104849237437284,0,1.0,1,1,0,0.6595744680851063,47,31,1,,300,155,LW
457d110e-b003-46af-bbde-f2aa536f9a8c,906083be-d91e-44a7-a075-1bd6ef4caac3,2016-02-27T05:00:00.000+0000,0.6666666666666666,3.0,2.0,0.0,0.0,0.0,0.5,16.0,8.0,0,0.0,0.0,0.0,0.36363636363636365,11.0,4.0,0,0.017465068698932454,1.0,2.0,2.0,0,0,0.0,0,0.00403215606628937,0,0.0,0,0,0,0.5,16,8,2b93ebd9f5417ad2,0,0.8333333333333334,6.0,5.0,0.0,0.0,0.0,0.34,50.0,17.0,0,0.0,0.0,0.0,0.23684210526315788,38.0,9.0,0,0.10900331759479553,0.5,6.0,3.0,0,0,0.0,0,0.017792793388985418,0,0.0,0,0,0,0.34,50,17,1,3.0,300,185,MW
48ab3e1d-af6f-4088-84ed-c663acae25f3,906083be-d91e-44a7-a075-1bd6ef4caac3,2016-02-27T05:00:00.000+0000,1.0,1.0,1.0,0.0,0.0,0.0,0.45454545454545453,22.0,10.0,0,0.3333333333333333,3.0,1.0,0.3,20.0,6.0,0,0.016573435429117926,1.0,4.0,4.0,0,0,0.0,0,0.003720982993417251,0,0.0,0,0,0,0.44,25,11,2b93ebd9f5417ad2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.32727272727272727,55.0,18.0,0,0.5454545454545454,11.0,6.0,0.23076923076923078,52.0,12.0,1,0.9387684400125874,1.0,12.0,12.0,0,0,0.0,0,0.034853594753499806,0,0.0,0,0,0,0.391304347826087,69,27,2,3.0,300,185,MW
