oid,boutOid,date,defBodySigStrikeAccuracy,defBodySigStrikeAttempted,defBodySigStrikeSuccessful,defClinchSigStrikeAccuracy,defClinchSigStrikeAttempted,defClinchSigStrikeSuccessful,defDistanceSigStrikeAccuracy,defDistanceSigStrikeAttempted,defDistanceSigStrikeSuccessful,defFinish,defGroundSigStrikeAccuracy,defGroundSigStrikeAttempted,defGroundSigStrikeSuccessful,defHeadSigStrikeAccuracy,defHeadSigStrikeAttempted,defHeadSigStrikeSuccessful,defKnockdowns,defKoScore,defLegSigStrikeAccuracy,defLegSigStrikeAttempted,defLegSigStrikeSuccessful,defPassSuccessful,defReversalSuccessful,defSubmissionAccuracy,defSubmissionAttempted,defSubmissionScore,defSubmissionSuccessful,defTakedownAccuracy,defTakedownAttempted,defTakedownSuccessful,defTkoKo,defTotStrikeAccuracy,defTotStrikeAttempted,defTotStrikeSuccessful,fighterOid,finish,offBodySigStrikeAccuracy,offBodySigStrikeAttempted,offBodySigStrikeSuccessful,offClinchSigStrikeAccuracy,offClinchSigStrikeAttempted,offClinchSigStrikeSuccessful,offDistanceSigStrikeAccuracy,offDistanceSigStrikeAttempted,offDistanceSigStrikeSuccessful,offFinish,offGroundSigStrikeAccuracy,offGroundSigStrikeAttempted,offGroundSigStrikeSuccessful,offHeadSigStrikeAccuracy,offHeadSigStrikeAttempted,offHeadSigStrikeSuccessful,offKnockdowns,offKoScore,offLegSigStrikeAccuracy,offLegSigStrikeAttempted,offLegSigStrikeSuccessful,offPassSuccessful,offReversalSuccessful,offSubmissionAccuracy,offSubmissionAttempted,offSubmissionScore,offSubmissionSuccessful,offTakedownAccuracy,offTakedownAttempted,offTakedownSuccessful,offTkoKo,offTotStrikeAccuracy,offTotStrikeAttempted,offTotStrikeSuccessful,round,score,seconds,weight,weightClass
3ce8eb02-827a-4a73-b962-ae528e3c7eb8,f9bbee67-66b8-492c-9538-53492552e617,2017-12-16T05:00:00.000+0000,0.8,5.0,4.0,0.0,0.0,0.0,0.4594594594594595,37.0,17.0,0,0.0,0.0,0.0,0.16666666666666666,18.0,3.0,0,0.02598932336894716,0.7142857142857143,14.0,10.0,0,0,0.0,0,0.009175899922593798,0,0.0,0,0,0,0.4594594594594595,37,17,fba03cd6cc28dc41,1,0.5,2.0,1.0,0.0,0.0,0.0,0.2631578947368421,38.0,10.0,1,0.0,0.0,0.0,0.1875,32.0,6.0,1,0.6350827724417619,0.75,4.0,3.0,0,0,0.0,0,0.012410668394777948,0,0.0,0,0,1,0.2631578947368421,38,10,1,,273,145,FFW
ec7a1dc4-24ed-4322-b400-e09ac37d3d03,f9bbee67-66b8-492c-9538-53492552e617,2017-12-16T05:00:00.000+0000,0.5,2.0,1.0,0.0,0.0,0.0,0.2631578947368421,38.0,10.0,1,0.0,0.0,0.0,0.1875,32.0,6.0,1,0.6350827724417619,0.75,4.0,3.0,0,0,0.0,0,0.012410668394777948,0,0.0,0,0,1,0.2631578947368421,38,10,3974fa35c917af1d,1,0.8,5.0,4.0,0.0,0.0,0.0,0.4594594594594595,37.0,17.0,0,0.0,0.0,0.0,0.16666666666666666,18.0,3.0,0,0.02598932336894716,0.7142857142857143,14.0,10.0,0,0,0.0,0,0.009175899922593798,0,0.0,0,0,0,0.4594594594594595,37,17,1,,273,145,FFW
da0d28b6-0cb6-4d5d-9f5d-b751849c2940,a167687a-f914-4a52-b9f8-bf4e507a138e,2017-12-16T05:00:00.000+0000,0.5,2.0,1.0,0.0,0.0,0.0,0.2,10.0,2.0,1,1.0,11.0,11.0,0.631578947368421,19.0,12.0,0,0.4323745516584899,0.0,0.0,0.0,2,0,0.0,1,0.9626505989602483,0,1.0,1,1,1,0.5909090909090909,22,13,67f272324a030d00,1,0.8,5.0,4.0,0.7777777777777778,9.0,7.0,0.4117647058823529,34.0,14.0,0,0.0,0.0,0.0,0.4166666666666667,36.0,15.0,0,0.10483953022068018,1.0,2.0,2.0,0,0,0.0,0,0.009868672093089208,0,0.0,0,0,0,0.5,46,23,1,,165,205,LHW
0c56e686-472e-4f0d-a016-965f4b075308,a167687a-f914-4a52-b9f8-bf4e507a138e,2017-12-16T05:00:00.000+0000,0.8,5.0,4.0,0.7777777777777778,9.0,7.0,0.4117647058823529,34.0,14.0,0,0.0,0.0,0.0,0.4166666666666667,36.0,15.0,0,0.10483953022068018,1.0,2.0,2.0,0,0,0.0,0,0.009868672093089208,0,0.0,0,0,0,0.5,46,23,7ff97850e8c32bda,1,0.5,2.0,1.0,0.0,0.0,0.0,0.2,10.0,2.0,1,1.0,11.0,11.0,0.631578947368421,19.0,12.0,0,0.4323745516584899,0.0,0.0,0.0,2,0,0.0,1,0.9626505989602483,0,1.0,1,1,1,0.5909090909090909,22,13,1,,165,205,LHW
cf1cfc1d-0f3c-4211-b5e4-fb1383c3529a,e3b3beb0-4fe1-4624-8c45-dae685c4a5e8,2017-12-16T05:00:00.000+0000,0.6666666666666666,3.0,2.0,0.6875,16.0,11.0,0.21428571428571427,14.0,3.0,0,0.7,10.0,7.0,0.5135135135135135,37.0,19.0,0,0.33675274349497974,0.0,0.0,0.0,1,0,0.0,1,0.9074324133142712,0,0.0,1,0,0,0.5777777777777777,45,26,a17ad5a5048e8c3f,0,1.0,2.0,2.0,0.8181818181818182,11.0,9.0,0.4166666666666667,24.0,10.0,0,0.0,1.0,0.0,0.48484848484848486,33.0,16.0,0,0.060785846797814014,1.0,1.0,1.0,2,0,0.0,0,0.022676581078664923,0,0.8,5,4,0,0.5227272727272727,44,23,1,,300,185,MW
5e2a4242-1683-4e3a-b788-4d6411d88499,e3b3beb0-4fe1-4624-8c45-dae685c4a5e8,2017-12-16T05:00:00.000+0000,1.0,1.0,1.0,0.75,8.0,6.0,0.3125,16.0,5.0,1,0.0,0.0,0.0,0.43478260869565216,23.0,10.0,0,0.09805028381377782,0.0,0.0,0.0,0,0,0.5,2,0.9358648273234862,1,0.0,2,0,0,0.4583333333333333,24,11,a17ad5a5048e8c3f,1,1.0,1.0,1.0,0.6666666666666666,12.0,8.0,0.6,10.0,6.0,0,0.0,0.0,0.0,0.6,20.0,12.0,0,0.2255521800895003,1.0,1.0,1.0,0,0,0.0,0,0.005836748039491894,0,0.0,1,0,0,0.6363636363636364,22,14,2,,162,185,MW
050ca840-2327-407a-bb85-db5ef8dae02b,e3b3beb0-4fe1-4624-8c45-dae685c4a5e8,2017-12-16T05:00:00.000+0000,1.0,1.0,1.0,0.6666666666666666,12.0,8.0,0.6,10.0,6.0,0,0.0,0.0,0.0,0.6,20.0,12.0,0,0.2255521800895003,1.0,1.0,1.0,0,0,0.0,0,0.005836748039491894,0,0.0,1,0,0,0.6363636363636364,22,14,d0e1b42d41dab603,1,1.0,1.0,1.0,0.75,8.0,6.0,0.3125,16.0,5.0,1,0.0,0.0,0.0,0.43478260869565216,23.0,10.0,0,0.09805028381377782,0.0,0.0,0.0,0,0,0.5,2,0.9358648273234862,1,0.0,2,0,0,0.4583333333333333,24,11,2,,162,185,MW
a1fc7b90-1539-4ada-9578-8eea629ecbe1,e3b3beb0-4fe1-4624-8c45-dae685c4a5e8,2017-12-16T05:00:00.000+0000,1.0,2.0,2.0,0.8181818181818182,11.0,9.0,0.4166666666666667,24.0,10.0,0,0.0,1.0,0.0,0.48484848484848486,33.0,16.0,0,0.060785846797814014,1.0,1.0,1.0,2,0,0.0,0,0.022676581078664923,0,0.8,5,4,0,0.5227272727272727,44,23,d0e1b42d41dab603,0,0.6666666666666666,3.0,2.0,0.6875,16.0,11.0,0.21428571428571427,14.0,3.0,0,0.7,10.0,7.0,0.5135135135135135,37.0,19.0,0,0.33675274349497974,0.0,0.0,0.0,1,0,0.0,1,0.9074324133142712,0,0.0,1,0,0,0.5777777777777777,45,26,1,,300,185,MW
9f883cd7-e3d7-4649-ad76-084d54d509e9,eb9a94d5-c0ca-4812-8cc7-623176c0a68a,2017-12-16T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,0.5882352941176471,34.0,20.0,0.5263157894736842,38.0,20.0,0,0.5686247288541112,0.0,1.0,0.0,2,0,0.0,0,0.0204101284962474,0,1.0,1,1,1,0.6363636363636364,66,42,8a56ea383fd26e52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,7.0,3.0,0,0.5263157894736842,19.0,10.0,0.5,26.0,13.0,1,0.7062573001996872,0.0,0.0,0.0,0,0,0.0,0,0.0035210281633247372,0,0.0,0,0,0,0.5,26,13,1,,250,170,WW
8a66032d-8621-46d2-94b0-5e15910f8839,eb9a94d5-c0ca-4812-8cc7-623176c0a68a,2017-12-16T05:00:00.000+0000,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,7.0,3.0,0,0.5263157894736842,19.0,10.0,0.5,26.0,13.0,1,0.7062573001996872,0.0,0.0,0.0,0,0,0.0,0,0.0035210281633247372,0,0.0,0,0,0,0.5,26,13,c03a5022f8439f2a,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,0.5882352941176471,34.0,20.0,0.5263157894736842,38.0,20.0,0,0.5686247288541112,0.0,1.0,0.0,2,0,0.0,0,0.0204101284962474,0,1.0,1,1,1,0.6363636363636364,66,42,1,,250,170,WW
