Unnamed: 0,0,1,gender,class,weightClass
a64ffd13-8f92-46d6-bd8e-e48d6737e6cc,-0.17044235639928457,-0.47368815047665824,0,5,WW
85146367-99ca-4877-b9e9-cb27317acd20,0.16346948444605003,0.013312643126274617,0,5,WW
e5af4490-424c-44fa-b209-47f63011d000,0.1253260470499445,-0.37276404998264584,0,5,WW
9d3ef84b-1c69-471e-9761-b685618640e1,-0.551359705112065,-0.4156699773790735,0,4,LW
fda80def-a4ce-47aa-ad34-96b4400ce169,-0.33931445483417805,-0.35962079974171374,0,4,LW
872ce09f-9f70-4b65-bb36-41a08c125da6,-0.2018121412736578,-0.4147539043347897,0,4,LW
606bf947-f973-4bdf-9005-200626b39e57,0.4854076936958824,-0.167433742708824,0,3,FFW
874a8752-6081-4e38-ab50-58623b782553,0.4178061643994812,-0.40393069593304365,0,3,FFW
334068df-811a-4857-9297-0aa9cdb47904,0.20167274574918964,0.4698131303674296,0,3,FFW
7404c150-3d93-414f-b568-3053d2fb3980,0.311931052660383,-0.17714212241444138,0,4,LW
6dbaa57b-6358-46cc-bdf3-d073cf04d54a,-0.5101673591236715,-0.17386575378550867,0,4,LW
a9976f73-c3f7-4aa3-8b1a-dbef0a593737,0.7532328273134509,0.6050266112565019,0,6,MW
8f5b6cee-0441-48c5-adce-8962524e10dc,-0.37582909339371023,-0.15543542913529315,0,5,WW
783a1332-a4f9-463c-80dc-6bd37293e7a8,0.3719548460128776,-0.2606810018310632,0,5,WW
082900ff-116c-4f28-a263-b793c76f370f,0.603617319088569,0.02038909560389781,0,5,WW
df219325-f887-41b9-945b-8cea1535f8c2,0.21154657839458185,-0.43571263968179313,0,8,HW
02490af6-2203-4b3e-9559-33cfe5a0532c,0.35735608864914625,-0.2621677496208681,0,1,FW
f2037f99-042a-432b-b282-cfb34c073754,0.4883066049969452,0.25465906464718563,0,1,FW
1525240b-002c-41b8-b717-f03872688bc6,-0.45646605512325006,0.015284845783578386,0,1,FW
1a7b4d98-d198-4ef3-81f5-514586426fc8,-0.581917167154768,0.01477019141504153,0,1,FW
8b69753b-f43f-45f5-af67-4a473efd779e,-0.7268645415616937,-0.05157368635853232,0,1,FW
ae836da2-0803-44f7-865b-85db275f89ef,0.4218513820533419,-0.520708124168909,0,2,BW
d91875c1-4131-48e5-ac15-9d320868947b,-0.6428160641782973,0.5310732251736946,0,4,LW
