oid,date,offFinish,offKoScore,offSubmissionScore,round,weight,weightClass,gender,class
6b95bb16-8ea5-4632-a886-8e3eff1639c4,2007-11-17T05:00:00.000+0000,0,0.007706144552004717,0.003945525235207479,1,205,LHW,M,LHW
cd4f82f0-305a-4c6f-9c56-9500ce094a7b,2007-11-17T05:00:00.000+0000,0,0.07399147818714955,0.1203747929995478,1,205,LHW,M,LHW
78ccd10c-e1c7-463f-8d0c-38511b3ef58f,2007-11-17T05:00:00.000+0000,0,0.041957372881308935,0.018949102756904524,2,205,LHW,M,LHW
76eda53d-bfc4-4d37-b5cf-ba9096b6a713,2007-11-17T05:00:00.000+0000,0,0.06177881646458368,0.05250171229395787,3,205,LHW,M,LHW
6efa71f6-6874-49d1-a3c9-0940a8810ddd,2007-10-20T04:00:00.000+0000,0,0.03206193024941513,0.006416158505182476,1,185,MW,M,MW
21984a7e-51a8-4fd3-979e-d24b82f20e0c,2007-10-20T04:00:00.000+0000,0,0.005015917840061331,0.011305631471801416,2,185,MW,M,MW
9182e1c4-6c43-4600-b0b8-62b6b19012b3,2007-10-20T04:00:00.000+0000,0,0.9015385519514492,0.004731626672085678,1,185,MW,M,MW
d35d69eb-313f-4e64-b586-a581bf60028d,2007-10-20T04:00:00.000+0000,1,0.9992077372924184,0.003319118337533941,2,185,MW,M,MW
037bebee-9e0f-47b1-93c5-b6099d442adb,2007-06-12T04:00:00.000+0000,0,0.011400078127816637,0.7526491116683582,1,170,WW,M,WW
82c55451-5937-45ae-a037-6e1f23497c5f,2007-06-12T04:00:00.000+0000,0,0.018382812140633312,0.005990737249214009,2,170,WW,M,WW
c34687c6-df28-46e0-b1a7-b455fe358355,2007-06-12T04:00:00.000+0000,0,0.004340145065262865,0.005630634447077575,1,170,WW,M,WW
78efa21f-c742-435f-b99f-c4a1c8a0d850,2007-06-12T04:00:00.000+0000,1,0.9412781386318326,0.9895910426862508,2,170,WW,M,WW
b80a236f-fedc-4a85-b3d6-bf5c3bf19a2c,2007-06-12T04:00:00.000+0000,0,0.03897622863038284,0.018508881754784958,2,155,LW,M,LW
64d73133-3353-4951-b4ab-c9e94f51a4de,2007-06-12T04:00:00.000+0000,0,0.04438377504213812,0.02896818320224624,3,155,LW,M,LW
ad0dbe1b-ae52-4ea8-b3aa-da8f4f34a5d1,2007-06-12T04:00:00.000+0000,0,0.04653521274792954,0.014751211395907262,1,155,LW,M,LW
82bf060a-943d-4889-b5ea-b9a2377ce4a5,2007-06-12T04:00:00.000+0000,0,0.12821796221065085,0.010798036977160173,3,155,LW,M,LW
98224136-4bcc-4727-a738-c280123bac7d,2007-06-12T04:00:00.000+0000,0,0.18828906177370144,0.01622946531319851,1,155,LW,M,LW
07934580-e4e6-4583-9b42-8a49ff49a1e7,2007-06-12T04:00:00.000+0000,0,0.06010951125347867,0.015552508515851413,2,155,LW,M,LW
3502287f-cda9-4166-bf28-9b9f74c4ff96,2007-04-21T04:00:00.000+0000,0,0.00046418541411474834,0.00231086593821945,1,265,HW,M,HW
75c41a93-17bb-4e33-936c-73485a2e5623,2007-04-21T04:00:00.000+0000,1,0.9888775888674336,0.03259504963177124,1,265,HW,M,HW
6399ccbd-0b68-4203-808a-30b5f2699dcf,2007-04-21T04:00:00.000+0000,0,0.07075856902099849,0.008087545438540369,1,265,HW,M,HW
108dbc65-6d53-4335-b0dc-fc590f95e180,2007-04-21T04:00:00.000+0000,0,0.0216666242310828,0.0119869305127173,2,265,HW,M,HW
c4e93a11-120a-440e-a43e-692c900717ab,2007-04-21T04:00:00.000+0000,0,0.09885697663751217,0.029179784845539267,3,265,HW,M,HW
17d6f052-dfb7-4c71-ad9a-a486aea27626,2007-04-21T04:00:00.000+0000,0,0.8258697770508783,0.018364908637400625,1,265,HW,M,HW
f83d1e03-f8f4-4521-8ae7-f34de12ed3eb,2007-04-21T04:00:00.000+0000,0,0.101701750951165,0.018317752256132826,2,265,HW,M,HW
0da72b86-7a4a-43f4-8cbb-45908365cc47,2007-04-21T04:00:00.000+0000,0,0.2595984119595121,0.02341954098489033,3,265,HW,M,HW
553b79ec-7cfd-4532-9f97-730fe5f6eee9,2007-06-16T04:00:00.000+0000,0,0.036816545784606636,0.9350503284906048,3,185,MW,M,MW
69b97f5d-48ad-4307-bf68-0db367aecc67,2007-06-16T04:00:00.000+0000,0,0.041940478610526265,0.005826789071634636,1,185,MW,M,MW
d830e153-fc17-402e-b342-290ef2209564,2007-06-16T04:00:00.000+0000,0,0.012342045652050174,0.008759114629851265,2,185,MW,M,MW
8eedb6ec-18cd-4f05-881b-996f087241b3,2007-06-16T04:00:00.000+0000,0,0.04203409436664862,0.021329655968458303,1,185,MW,M,MW
5b0dae8f-9144-4568-a29f-1e08baa697d6,2007-06-16T04:00:00.000+0000,0,0.009702267559209922,0.004560061279135217,3,185,MW,M,MW
439b7d60-7452-4456-8390-a592acd337a6,2007-06-16T04:00:00.000+0000,0,0.0663556758792821,0.023269766342919225,2,185,MW,M,MW
c129ecf7-f9c9-4aa8-9d94-fdc9652a2cd4,2007-04-07T04:00:00.000+0000,0,0.01722573634622919,0.007220010056090896,1,170,WW,M,WW
fc6839a0-94bb-4e2d-bb8c-c0b2475e0962,2007-04-07T04:00:00.000+0000,1,0.9691195351197562,0.08924908616908117,1,170,WW,M,WW
1a493117-883d-47be-b01b-0adcea53bbc1,2007-04-07T04:00:00.000+0000,0,0.0058523599795593005,0.004231414198148643,1,170,WW,M,WW
8543cdc2-d4cc-4ec7-a4a5-4bfa853ff016,2007-04-07T04:00:00.000+0000,0,0.0152478133219396,0.009197744102580004,2,170,WW,M,WW
25228f81-8952-461d-b3cd-252278a83cb4,2007-04-07T04:00:00.000+0000,0,0.04399679077344295,0.02032173110594803,3,170,WW,M,WW
2961a6d8-6aae-4f83-bd07-5e7523b2187e,2007-04-07T04:00:00.000+0000,0,0.3927247857750966,0.03041582275714406,1,170,WW,M,WW
3b28abf3-6f2d-4379-b522-d14bad9bcc0f,2007-04-07T04:00:00.000+0000,0,0.03155831291826427,0.024649070241769842,3,170,WW,M,WW
e9da2a24-7c0c-40b9-8c82-6bda496912c3,2007-04-07T04:00:00.000+0000,0,0.12935135354885444,0.01762837013304311,2,170,WW,M,WW
b20c1343-0e96-4499-8785-c86e1cb7634c,2008-08-09T04:00:00.000+0000,0,0.00036525087750706605,0.0018434916571569231,1,170,WW,M,WW
37494d9a-5c01-433a-939f-0b6337191c55,2008-08-09T04:00:00.000+0000,0,0.008018637795975413,0.008286720653313605,2,170,WW,M,WW
9adbe0e7-744e-46ef-8965-4eb8544845fe,2008-08-09T04:00:00.000+0000,0,0.011274667672918022,0.002450003966133418,3,170,WW,M,WW
f896cf20-5f04-49a1-82cb-3062a2dc989c,2008-08-09T04:00:00.000+0000,0,0.045384576442010584,0.010354834017948388,4,170,WW,M,WW
37157243-560d-45af-8dad-aeca05c866b9,2008-08-09T04:00:00.000+0000,0,0.0019425342480416546,0.002342756819890161,5,170,WW,M,WW
fb30923f-c20a-4cef-a9b3-fc511d3050fa,2008-08-09T04:00:00.000+0000,0,0.8469329815136456,0.8862099051994198,3,170,WW,M,WW
df680473-598e-420e-8783-622d6819cb89,2008-08-09T04:00:00.000+0000,0,0.1968678530428706,0.006531143227150058,4,170,WW,M,WW
8eb21a82-c6f5-4ee9-80dd-e946b1ef8b9f,2008-08-09T04:00:00.000+0000,0,0.991963479979172,0.030175611011804007,1,170,WW,M,WW
91a315f5-f350-4703-bd6d-33e07afcf1e0,2008-08-09T04:00:00.000+0000,0,0.21751352233461424,0.011301565607799602,2,170,WW,M,WW
74f2e28a-2ebc-429f-bd4f-994263ac6e54,2008-08-09T04:00:00.000+0000,0,0.269839525583513,0.031729789642008344,5,170,WW,M,WW
ea04468f-8ba2-4ed7-bfb2-e8909c63653d,2008-08-09T04:00:00.000+0000,0,0.0005570904535945708,0.003152162787795364,2,265,HW,M,HW
3bdb574f-d06d-406a-956f-e7d7109e8d33,2008-08-09T04:00:00.000+0000,0,0.007538174520186827,0.0011460469264156885,1,265,HW,M,HW
4f01f60d-7971-42dd-8efe-f4948d3ef595,2008-08-09T04:00:00.000+0000,0,0.02391103428340903,0.0030523910495343673,3,265,HW,M,HW
31aa5853-077e-46d9-b6b5-d3289756adf9,2008-08-09T04:00:00.000+0000,0,0.949612962167754,0.9484619243593296,1,265,HW,M,HW
0cf43185-4019-49e9-bebe-0b3eec85a860,2008-08-09T04:00:00.000+0000,0,0.06739008887640742,0.03011198935803577,2,265,HW,M,HW
9062d27d-784a-418a-8aad-d278c6f54946,2008-08-09T04:00:00.000+0000,0,0.31378217436145106,0.022861233821762767,3,265,HW,M,HW
dd7a883d-a154-4ae7-a0d1-b693dba96a28,2008-12-13T05:00:00.000+0000,0,0.016059584831689712,0.008540714143665536,1,205,LHW,M,LHW
0caa1b07-e819-4ce0-868e-8f4572619805,2008-12-13T05:00:00.000+0000,1,0.9808962428384748,0.03327128251813271,1,205,LHW,M,LHW
8ac1136c-5d5c-4ef4-a5c6-e476f2bea543,2008-12-13T05:00:00.000+0000,0,0.0003694026877190738,0.7673829901386603,1,155,LW,M,LW
50cae710-7d8d-433c-9e90-b9e76037c23d,2008-12-13T05:00:00.000+0000,0,0.020965715940262777,0.0023469574344407787,2,155,LW,M,LW
3223c790-e9fb-4282-a531-09622b198eb4,2008-12-13T05:00:00.000+0000,0,0.022885688396111586,0.6849906214560569,3,155,LW,M,LW
aab28314-1856-4ec6-ae37-352d56eec6ec,2008-12-13T05:00:00.000+0000,0,0.2594407628558684,0.0242579433957033,1,155,LW,M,LW
45b29eac-71f6-4a05-94eb-2c47f079484f,2008-12-13T05:00:00.000+0000,0,0.008105415205079432,0.01839773891690928,2,155,LW,M,LW
30672c1b-b957-46e6-9983-80437a211853,2008-12-13T05:00:00.000+0000,0,0.001042943152293493,0.002220388157338746,3,155,LW,M,LW
4a1e1497-ea9b-4523-8dde-97fd41eea8a3,2008-10-25T04:00:00.000+0000,0,0.04991612469940301,0.005883082134078775,2,185,MW,M,MW
b9eca511-7fbd-4b7d-93ec-513554df6745,2008-10-25T04:00:00.000+0000,0,0.012761487133136979,0.008539307928218599,1,185,MW,M,MW
9b6a1d01-060e-4ba4-85f3-91e48f9298d8,2008-10-25T04:00:00.000+0000,0,0.0018081178509980265,0.003935325378255222,3,185,MW,M,MW
d98e4b7b-020c-42ea-ac9f-e48cf3b73e4b,2008-10-25T04:00:00.000+0000,0,0.02093643556604897,0.005489809774639339,1,185,MW,M,MW
74ae4a85-cd74-4e8f-9862-38f5e98753c0,2008-10-25T04:00:00.000+0000,0,0.12198292971202015,0.003486139823040648,2,185,MW,M,MW
9432ea2f-6bdb-4e9d-9da9-f9a353649ba2,2008-10-25T04:00:00.000+0000,1,0.2257958355937857,0.006422226059302515,3,185,MW,M,MW
128daf00-209b-49a5-8a2d-f009bb1c3424,2008-10-25T04:00:00.000+0000,0,0.028867120593690617,0.007905210849793698,3,170,WW,M,WW
5087e2c4-45dc-4253-abb1-53288dc5fc50,2008-10-25T04:00:00.000+0000,0,0.013548282407691748,0.009969863807365852,1,170,WW,M,WW
6b560c0f-6947-408a-b383-68c59b2e00c4,2008-10-25T04:00:00.000+0000,0,0.01824432619056649,0.008267417335051055,2,170,WW,M,WW
78460457-90dc-4e7b-a722-bc0af1f9b163,2008-10-25T04:00:00.000+0000,0,0.8968525775071223,0.027663244917172924,1,170,WW,M,WW
1bdd47e5-d3c8-446a-8f1a-2d4cc813123e,2008-10-25T04:00:00.000+0000,0,0.039235373294332174,0.008289580106874429,2,170,WW,M,WW
93aa5ef1-5d55-4dad-9934-4914c4bc5bb1,2008-10-25T04:00:00.000+0000,0,0.9150538245342024,0.018883786693330653,3,170,WW,M,WW
6780fdc8-e01f-45c4-a361-615d3f25df76,2008-10-18T04:00:00.000+0000,0,0.0590974372261382,0.009577991093214794,1,185,MW,M,MW
1f0dba2a-3a8c-4659-ab9b-4ee48b5218b8,2008-10-18T04:00:00.000+0000,0,0.028719810868484918,0.01644914716355164,2,185,MW,M,MW
b54c5701-e346-48f0-8d69-f60163aada01,2008-10-18T04:00:00.000+0000,0,0.014387520204092513,0.006538449977670053,3,185,MW,M,MW
05ddcbd7-a696-482e-a3aa-0b47a1bd8f72,2008-10-18T04:00:00.000+0000,0,0.11044039812174657,0.009845126173337684,2,185,MW,M,MW
b8c0e584-5c54-45ef-822e-b52b9815c145,2008-10-18T04:00:00.000+0000,0,0.10823872330396167,0.008384493206714888,3,185,MW,M,MW
4afe4a3a-8a6a-42c1-8a81-d0663d769490,2008-10-18T04:00:00.000+0000,0,0.11855978179343192,0.012369736675925629,1,185,MW,M,MW
44325f6c-3dc7-4cd2-8cb8-63ee66607a24,2008-09-17T04:00:00.000+0000,0,0.04171287593482465,0.009292455832555148,1,155,LW,M,LW
4476aa10-55a0-4976-8160-01e73f600142,2008-09-17T04:00:00.000+0000,0,0.02964747878377705,0.009989707349472592,2,155,LW,M,LW
8aec7120-4e19-4adf-95c5-7576fddb2ddd,2008-09-17T04:00:00.000+0000,0,0.007795879148282052,0.002043233518487295,3,155,LW,M,LW
af2ac7e8-401e-4d56-9ee8-066696d59407,2008-09-17T04:00:00.000+0000,0,0.008560286936700929,0.013134572539503469,1,155,LW,M,LW
e1d54e9c-78a2-4820-b306-1dcf074d51cc,2008-09-17T04:00:00.000+0000,0,0.052624322520164524,0.10819877855633434,2,155,LW,M,LW
073bcb4a-8d10-4195-8e43-a24b0648837d,2008-09-17T04:00:00.000+0000,0,0.09916060992628267,0.03727795909021602,3,155,LW,M,LW
c85341fa-b1e1-4eaf-a375-9c85cb489490,2008-09-17T04:00:00.000+0000,0,0.04840064898119298,0.047741153897303816,2,185,MW,M,MW
340b1c45-b822-40d6-93a4-25ea9e3a829c,2008-09-17T04:00:00.000+0000,0,0.1521963611406412,0.056669215872602915,3,185,MW,M,MW
ce1ddf07-8f80-45fa-9ec9-a4b625d91a71,2008-09-17T04:00:00.000+0000,0,0.17831511629491298,0.9821517709604716,1,185,MW,M,MW
58f330ed-5c1a-4495-b7eb-3f3ea97378a5,2008-09-17T04:00:00.000+0000,0,0.030506114849247805,0.003041173795384712,1,185,MW,M,MW
d226c39f-1249-4a0f-8ffb-ddd8447b0b73,2008-09-17T04:00:00.000+0000,0,0.058952720998965924,0.0046883973305975315,2,185,MW,M,MW
779ec9a5-c222-4cff-9606-d02fd4aaac16,2008-09-17T04:00:00.000+0000,0,0.018024524097863898,0.00313919979850209,3,185,MW,M,MW
0804f108-87b6-406a-adad-03b8e7e7fcf4,2008-09-17T04:00:00.000+0000,0,0.0037967299589206313,0.6846731193386443,1,155,LW,M,LW
e18949c9-d896-4ee4-be97-c015ba221121,2008-09-17T04:00:00.000+0000,0,0.1590247406476869,0.9433632549253952,2,155,LW,M,LW
759ff0a6-1310-4179-8c8f-5703bd98e20b,2008-09-17T04:00:00.000+0000,0,0.05831930309751655,0.5237280055380059,3,155,LW,M,LW
3545c9ce-8bf0-492d-a048-5d2583c0a1a8,2008-09-17T04:00:00.000+0000,0,0.0473718215973484,0.04427021217564117,3,155,LW,M,LW
ead3d76f-7202-4db6-a764-ea962c137a2b,2008-09-17T04:00:00.000+0000,0,0.2933547397266591,0.016201766110253674,1,155,LW,M,LW
0c7d8c3e-2a91-4352-ae6b-53a749738e9a,2008-09-17T04:00:00.000+0000,0,0.005764364839113273,0.003907459546409107,2,155,LW,M,LW
b59dde68-cf95-4e01-8805-11392f27ce11,2008-01-23T05:00:00.000+0000,0,0.01942177165599673,0.006949996423015966,2,170,WW,M,WW
f0f2c850-95c5-420e-8c82-0612e24310b1,2008-01-23T05:00:00.000+0000,0,0.02558370012605675,0.00708525695460152,3,170,WW,M,WW
2406a5c6-16b5-4580-97e9-9a7b69a4a29e,2008-01-23T05:00:00.000+0000,0,0.049822999796536566,0.009355020363243116,1,170,WW,M,WW
264007cd-4448-4ce6-bc99-9fbc03de9a53,2008-01-23T05:00:00.000+0000,0,0.002155196985922604,0.0031580011585662557,1,170,WW,M,WW
aa773a05-bafc-4765-a086-b8a01b2d73e6,2008-01-23T05:00:00.000+0000,0,0.021470257235970614,0.005402788630969211,2,170,WW,M,WW
93fd10bd-e361-4904-b478-fd91650a7ace,2008-01-23T05:00:00.000+0000,0,0.051679560136207614,0.009504917719014969,3,170,WW,M,WW
75c39ec5-75a5-4c13-bd04-6eea8f73806d,2008-04-02T04:00:00.000+0000,0,0.032503886551402114,0.8493870238340511,1,155,LW,M,LW
332e0db6-a63d-44e4-a8ba-dac96ef9cbba,2008-04-02T04:00:00.000+0000,0,0.00975558282425882,0.001232073430560756,2,155,LW,M,LW
83af3d91-df98-4740-9755-e6895afa9beb,2008-04-02T04:00:00.000+0000,1,0.8793582751071303,0.0068277685114293465,2,155,LW,M,LW
dc456515-a338-4939-a3ec-4f130586762b,2008-04-02T04:00:00.000+0000,0,0.02756469989139229,0.02049829459412596,1,155,LW,M,LW
6abe47ad-f6a8-4a73-8cf9-547cf07eaf2d,2008-04-02T04:00:00.000+0000,0,0.02262621892002909,0.007285644273332156,1,155,LW,M,LW
f930cdc5-984d-4d23-8701-e6c0fc46e50e,2008-04-02T04:00:00.000+0000,0,0.05244897213470519,0.02817405589736445,2,155,LW,M,LW
ef6e7577-541f-431e-8b72-dbc0b36d0d6f,2008-04-02T04:00:00.000+0000,0,0.02193967768168711,0.007290010726552818,3,155,LW,M,LW
ef37800e-ab0c-4e93-8632-00888368f9bb,2008-04-02T04:00:00.000+0000,0,0.023088811709268662,0.05565357466696179,3,155,LW,M,LW
648a896d-1181-4b6c-810d-1c3fb113bee2,2008-04-02T04:00:00.000+0000,0,0.04309044727496817,0.013120826458258673,1,155,LW,M,LW
1eb3453c-a2c6-4641-92f3-7067dc04b9ad,2008-04-02T04:00:00.000+0000,0,0.029082630489692764,0.012345139043822615,2,155,LW,M,LW
e9bc1d69-72cc-40b5-93bb-c8a90911a5dc,2008-04-19T04:00:00.000+0000,0,0.0024783484771714265,0.0021535966955495605,1,170,WW,M,WW
c27a7cbb-ee0a-408e-8ace-0b9d99fdf686,2008-04-19T04:00:00.000+0000,0,0.0069820433817575365,0.002550578008457446,2,170,WW,M,WW
b43ddcf7-88e5-4f29-92d8-d36583e7ad49,2008-04-19T04:00:00.000+0000,0,0.10695062886498116,0.03223448863133108,1,170,WW,M,WW
