oid,date,offSubmissionScore,offSubmissionSuccessful,round,weight,weightClass,gender,class
b01b00bf-3ac7-4d36-851e-bd22d98e5ba2,2012-05-26T04:00:00.000+0000,0.05077905257681252,0,2,265,HW,M,HW
3cee3f41-574f-4ffa-ad73-f2809d90bf2b,2012-05-26T04:00:00.000+0000,0.021924346587576943,0,1,265,HW,M,HW
c65bc65f-f1a4-43d5-8897-a25618792359,2012-05-26T04:00:00.000+0000,0.9143017829387317,1,1,265,HW,M,HW
878b0d1d-a704-4eef-b1ec-f150ddcdc0cb,2012-05-26T04:00:00.000+0000,0.053579366881401386,0,1,155,LW,M,LW
5700a24b-b2a4-4509-b37e-4178efc8f39d,2012-05-26T04:00:00.000+0000,0.0020094803379854718,0,1,155,LW,M,LW
9a78e67c-53b2-414e-88d8-1471bbc00ef7,2012-05-26T04:00:00.000+0000,0.006914988230301444,0,1,170,WW,M,WW
5225f434-4669-4d30-890b-9cee1a820377,2012-05-26T04:00:00.000+0000,0.013119482918258872,0,1,170,WW,M,WW
cd8ad360-7196-469f-b01f-94a75acbaf9b,2012-05-26T04:00:00.000+0000,0.9482151719664632,1,1,155,LW,M,LW
24c19c9f-dc27-4b46-8ba9-5e450a675d1f,2012-05-26T04:00:00.000+0000,0.031151557674926392,0,1,155,LW,M,LW
c7f46a68-ed6b-4496-8169-347bb6df3f7c,2012-05-26T04:00:00.000+0000,0.9872232666900308,1,1,205,LHW,M,LHW
85a0af08-30f9-47cf-b63c-438d8fa8f646,2012-05-26T04:00:00.000+0000,0.009140910637551534,0,1,205,LHW,M,LHW
3ab8503b-bb9f-409e-9c28-bc3a16b64ff3,2012-05-26T04:00:00.000+0000,0.0047336792904105,0,1,145,FFW,M,FFW
9c9ea3ee-15d6-4b48-8846-f532ffccc793,2012-05-26T04:00:00.000+0000,0.04380419790323055,0,2,145,FFW,M,FFW
f980294f-6064-4a8f-ab88-4582cfe88fb4,2012-05-26T04:00:00.000+0000,0.9610420886300708,0,3,145,FFW,M,FFW
ea8ad061-4730-4933-b5ef-ad5131d74967,2012-05-26T04:00:00.000+0000,0.03559858366997157,0,1,145,FFW,M,FFW
1dcccd8b-34fa-4229-bc7f-e7d1f5cc9d3d,2012-05-26T04:00:00.000+0000,0.0017454668699325268,0,2,145,FFW,M,FFW
45c224a5-ce7b-4efd-9b9d-c0f5bb955692,2012-05-26T04:00:00.000+0000,0.0015456188796570422,0,3,145,FFW,M,FFW
2bd3e56a-e028-4f31-86af-861a10e63576,2012-05-26T04:00:00.000+0000,0.06491068523510346,0,2,185,MW,M,MW
8e7aa0d4-8a15-497c-a996-5151a510e30f,2012-05-26T04:00:00.000+0000,0.424443907630347,0,1,185,MW,M,MW
77e42984-03e5-46a1-b94c-315cbee8be1d,2012-05-26T04:00:00.000+0000,0.028981002187281807,0,3,185,MW,M,MW
cef1d0fc-79e4-47a8-8f5a-167c23ec8818,2012-05-26T04:00:00.000+0000,0.09048042904288076,0,1,185,MW,M,MW
9c3baee7-1799-4481-ad62-ab176637ea00,2012-05-26T04:00:00.000+0000,0.764446679891851,0,2,185,MW,M,MW
e96c75d5-b725-4797-9c5c-216f76189aa9,2012-05-26T04:00:00.000+0000,0.002408460069696734,0,3,185,MW,M,MW
8e763cee-33f8-498b-9046-b858d745eae3,2012-05-26T04:00:00.000+0000,0.003943500654518729,0,1,145,FFW,M,FFW
5687d379-ee91-4ec9-95b4-7ccad47d94f4,2012-05-26T04:00:00.000+0000,0.0022381398620746657,0,2,145,FFW,M,FFW
6065e0e2-cebc-4c18-bf8b-6e194424cfaf,2012-05-26T04:00:00.000+0000,0.003273340080496892,0,3,145,FFW,M,FFW
ec57a1a0-b419-4105-86f8-b948a76dfc12,2012-05-26T04:00:00.000+0000,0.02359584962306392,0,1,145,FFW,M,FFW
c6ebe862-56c0-4e30-bce3-30c5e6fc9d75,2012-05-26T04:00:00.000+0000,0.015454695276381459,0,2,145,FFW,M,FFW
647551a1-0be2-4914-b5f8-92a9b8e29e3f,2012-05-26T04:00:00.000+0000,0.007156351878730061,0,3,145,FFW,M,FFW
dca88dbd-29a3-43a0-ae92-b807631a4a22,2012-08-11T04:00:00.000+0000,0.00866153318348177,0,3,155,LW,M,LW
4866d1f0-c709-48bf-87b8-e111e78ce26a,2012-08-11T04:00:00.000+0000,0.8808481239774295,0,1,155,LW,M,LW
b98f14fd-b834-4406-a8d1-ec1e6da7bc5e,2012-08-11T04:00:00.000+0000,0.0063371194955412465,0,2,155,LW,M,LW
d703e3c0-08c8-4731-9733-7ad6edea5268,2012-08-11T04:00:00.000+0000,0.008162070416107902,0,4,155,LW,M,LW
e27a9082-b8cb-49ce-b9ba-a7b448e638b0,2012-08-11T04:00:00.000+0000,0.006559571550108203,0,5,155,LW,M,LW
bb96f5ec-799c-49e7-80f3-0374d090c53a,2012-08-11T04:00:00.000+0000,0.9323000436184159,0,2,155,LW,M,LW
09535e57-6258-4d80-97d9-12a67283f069,2012-08-11T04:00:00.000+0000,0.01098887739494985,0,5,155,LW,M,LW
aaf20204-8bc3-4542-a862-ba4fa89719d4,2012-08-11T04:00:00.000+0000,0.009465041290740705,0,1,155,LW,M,LW
131394b0-ade5-411c-9121-365086e45897,2012-08-11T04:00:00.000+0000,0.007882866358275828,0,3,155,LW,M,LW
c901cdf5-9240-4b8a-9f4d-20b800884dcb,2012-08-11T04:00:00.000+0000,0.9034875835750096,0,4,155,LW,M,LW
6bfe1747-e426-4979-987f-7ff0d0765b42,2012-08-11T04:00:00.000+0000,0.02390931509429071,0,1,155,LW,M,LW
d61918ee-67fe-4e55-b3df-07e0afd53c79,2012-08-11T04:00:00.000+0000,0.004896742565051228,0,1,155,LW,M,LW
19b3b1ee-e178-4c52-ab29-bbfcd51629aa,2012-08-11T04:00:00.000+0000,0.0017486591797398485,0,3,185,MW,M,MW
762b79f5-f463-43c2-9c40-2e293ce1ae18,2012-08-11T04:00:00.000+0000,0.002211800040814584,0,1,185,MW,M,MW
c58b830f-ebed-41e8-925d-973013e80329,2012-08-11T04:00:00.000+0000,0.0013087628017341248,0,2,185,MW,M,MW
7e873aac-b3d7-41e7-98bb-952150081381,2012-08-11T04:00:00.000+0000,0.0093656717039522,0,2,185,MW,M,MW
37727ff0-e23a-45ad-a7bc-2533b284a0bd,2012-08-11T04:00:00.000+0000,0.014146931622194615,0,3,185,MW,M,MW
1acef81c-132b-4029-a88e-3a9cc7819b1d,2012-08-11T04:00:00.000+0000,0.014193065302115782,0,1,185,MW,M,MW
f393fdf6-0269-47e2-8e6f-25e32dccb00b,2012-08-11T04:00:00.000+0000,0.003803220653811133,0,1,185,MW,M,MW
5fdfe4cc-cf9a-4ee7-ac63-54b6c6e67631,2012-08-11T04:00:00.000+0000,0.7480328590268269,0,2,185,MW,M,MW
11eed602-04c0-463d-a5ac-33de07872f4c,2012-08-11T04:00:00.000+0000,0.15343538105673554,0,2,185,MW,M,MW
f002e8e9-f2ba-4947-97e3-de659d30f544,2012-08-11T04:00:00.000+0000,0.10727016485115147,0,1,185,MW,M,MW
460e3dd8-3567-46d6-ae78-8e2845375546,2012-08-11T04:00:00.000+0000,0.03665432380014762,0,2,145,FFW,M,FFW
407f830e-d822-4ec1-8174-c0cd1c4471c0,2012-08-11T04:00:00.000+0000,0.013315128664747121,0,1,145,FFW,M,FFW
1d572ced-fbca-4406-8ac3-840fcd3d620d,2012-08-11T04:00:00.000+0000,0.01477741064825007,0,1,145,FFW,M,FFW
16cdc8ed-5c95-4392-9e6b-77030ff0334b,2012-08-11T04:00:00.000+0000,0.012658975313414646,0,2,145,FFW,M,FFW
8bfc731e-d874-440f-88d2-22d6f9659993,2012-08-11T04:00:00.000+0000,0.01783132177210956,0,1,185,MW,M,MW
d4931fac-bdfc-451a-9769-d6edb2b3b8ed,2012-08-11T04:00:00.000+0000,0.003314425212197777,0,2,185,MW,M,MW
d2d4e2ac-345a-4de1-9704-904d677f0928,2012-08-11T04:00:00.000+0000,0.0152800243192744,0,1,185,MW,M,MW
f2ba1569-6ae6-48e5-84a2-f71794ec6cf7,2012-08-11T04:00:00.000+0000,0.010076475292621215,0,2,185,MW,M,MW
5d26169d-1679-4feb-8233-bc9afd07f963,2012-08-11T04:00:00.000+0000,0.20407191923114976,0,1,135,BW,M,BW
be761b8f-4bdf-492a-80ec-00ad934e8bf8,2012-08-11T04:00:00.000+0000,0.0012000873652638407,0,1,135,BW,M,BW
202adc06-1013-45a4-9103-8eb77729fa3d,2012-08-11T04:00:00.000+0000,0.0021414062325235614,0,1,135,BW,M,BW
5049e8f4-aedd-42dd-a1b3-fb0ee9d8620c,2012-08-11T04:00:00.000+0000,0.013786338686556557,0,2,135,BW,M,BW
f3e67dd4-7b5f-431c-b9fc-63d2ab5e7fc5,2012-08-11T04:00:00.000+0000,0.8606360133555965,0,3,135,BW,M,BW
3a232912-b691-41b7-9abf-274f0e210e60,2012-08-11T04:00:00.000+0000,0.002703885744831415,0,3,135,BW,M,BW
a1a066c3-9f49-47ea-b420-fdc0a9a0217b,2012-08-11T04:00:00.000+0000,0.6785463712821649,0,1,135,BW,M,BW
ca7d57e6-a8d0-421b-b793-11e9b2436cbb,2012-08-11T04:00:00.000+0000,0.0010100362232964477,0,2,135,BW,M,BW
762c9ff6-5e04-4838-adf4-a2ab103cabb1,2012-06-08T04:00:00.000+0000,0.019044757447351127,0,1,170,WW,M,WW
db7fa4e5-4ad0-421b-89f9-4db96e89452e,2012-06-08T04:00:00.000+0000,0.9139516131684072,1,1,170,WW,M,WW
bc3b8af7-f886-4883-9e7b-047edac4db24,2012-06-08T04:00:00.000+0000,0.0035555616386523455,0,1,170,WW,M,WW
9aa40b24-ea73-46ba-9304-4efd21bab399,2012-06-08T04:00:00.000+0000,0.01766427725788797,0,1,170,WW,M,WW
29f7d150-e6aa-49fc-b2f6-3c8412388e72,2012-06-08T04:00:00.000+0000,0.008428838980306878,0,1,135,BW,M,BW
a7f6cc8d-f92f-422d-9f5f-d5cda32144b7,2012-06-08T04:00:00.000+0000,0.021956094127357776,0,2,135,BW,M,BW
d43f9547-11b7-4da0-bbbc-3069819595d1,2012-06-08T04:00:00.000+0000,0.01257714618372092,0,1,135,BW,M,BW
24df7106-9760-4627-a39c-065861185b2b,2012-06-08T04:00:00.000+0000,0.039434436327922685,0,2,135,BW,M,BW
cc5783d2-d36f-4b3f-b9a4-4eaecfc5c8c4,2012-06-08T04:00:00.000+0000,0.005203696743886819,0,3,125,FW,M,FW
e9fc7ff9-c281-46ea-bfdf-350671eff71f,2012-06-08T04:00:00.000+0000,0.005638175688065533,0,1,125,FW,M,FW
6350546b-9301-4019-9268-654d371b0c19,2012-06-08T04:00:00.000+0000,0.0060042380692403655,0,2,125,FW,M,FW
07529f1a-18bc-429a-b203-b19a0e0f7e23,2012-06-08T04:00:00.000+0000,0.0035856815578718306,0,2,125,FW,M,FW
0e05efb4-c1f2-47f5-8f2f-62d46e17f720,2012-06-08T04:00:00.000+0000,0.011347925546999557,0,1,125,FW,M,FW
e1f8754e-fbaa-4dcc-8ddc-2c6d4e385e6d,2012-06-08T04:00:00.000+0000,0.004051419971639491,0,3,125,FW,M,FW
0b199f21-3720-49f7-a662-c6d0ea53f8ab,2012-06-08T04:00:00.000+0000,0.00570596582217473,0,1,170,WW,M,WW
c1b89f20-ca9f-4a31-a990-7b4f64f078fb,2012-06-08T04:00:00.000+0000,0.005030452237623341,0,2,170,WW,M,WW
0f9a3461-e3f0-4a7b-b66a-5ba404b70461,2012-06-08T04:00:00.000+0000,0.0042657924001881144,0,3,170,WW,M,WW
32127c86-bbb6-471c-bbba-a1037dedaa80,2012-06-08T04:00:00.000+0000,0.006553874792111471,0,1,170,WW,M,WW
00e3c992-31b0-4c50-bf70-4001d77b81a8,2012-06-08T04:00:00.000+0000,0.0038171236157305533,0,2,170,WW,M,WW
999a901b-4400-4453-af0d-8a9274225c6e,2012-06-08T04:00:00.000+0000,0.013320532926263355,0,3,170,WW,M,WW
b1604a78-8ab0-4648-a28b-f0caf61662c9,2012-06-08T04:00:00.000+0000,0.9461301958298988,0,1,145,FFW,M,FFW
4bd1b248-e13a-422a-8235-75b7283c2e3b,2012-06-08T04:00:00.000+0000,0.025465293800293897,0,2,145,FFW,M,FFW
d8ef0ca9-80c6-4dff-b851-1a063db1983c,2012-06-08T04:00:00.000+0000,0.06922039920388685,0,3,145,FFW,M,FFW
8869890d-ab60-4d57-8c78-a27ad0d8513a,2012-06-08T04:00:00.000+0000,0.0032741302048488693,0,1,145,FFW,M,FFW
a159d8f4-9a8b-44f3-9073-4b3e30053d3e,2012-06-08T04:00:00.000+0000,0.00834122583210249,0,3,145,FFW,M,FFW
0d258621-ed59-4b1c-b89b-43859cd377f5,2012-06-08T04:00:00.000+0000,0.0019377364184926327,0,2,145,FFW,M,FFW
1eed1cda-0abb-4e4d-8fd8-51e70861b2b7,2012-06-08T04:00:00.000+0000,0.9091195799525352,1,1,135,BW,M,BW
87565073-b8e8-4bd3-866a-e60b7299d741,2012-06-08T04:00:00.000+0000,0.005303381948190784,0,1,135,BW,M,BW
4b1bb5d1-3e60-44bb-a5fb-fb0b4764eb67,2012-06-08T04:00:00.000+0000,0.008203539007380418,0,1,155,LW,M,LW
ce104917-c861-469f-9a0d-7ad99dd604f3,2012-06-08T04:00:00.000+0000,0.005243870692703003,0,1,155,LW,M,LW
24c25595-7721-411d-a5e4-0dc345bf6412,2012-06-08T04:00:00.000+0000,0.010531153198163487,0,2,185,MW,M,MW
91860f5a-30af-4ab4-b59b-38fa1e86dc81,2012-06-08T04:00:00.000+0000,0.010685969353463644,0,1,185,MW,M,MW
b68d6b88-4b31-4599-ac85-ed822a64c62b,2012-06-08T04:00:00.000+0000,0.01331065597744415,0,3,185,MW,M,MW
6f5cdf58-da65-4e21-a298-07a75c07fe2f,2012-06-08T04:00:00.000+0000,0.01371686330066348,0,2,185,MW,M,MW
7bddd6ed-564f-48cb-be84-3f88f9a179eb,2012-06-08T04:00:00.000+0000,0.01269642545285072,0,3,185,MW,M,MW
00a230e8-c67d-4b8f-90b2-0056493ed877,2012-06-08T04:00:00.000+0000,0.012182687976226831,0,1,185,MW,M,MW
fb9c68b2-11d7-434d-8691-d73f006c0c2c,2012-09-29T04:00:00.000+0000,0.013139002877113136,0,1,185,MW,M,MW
dc1394b8-0421-4199-80f0-5505f5c9f22c,2012-09-29T04:00:00.000+0000,0.05558711149973894,0,2,185,MW,M,MW
55adcecd-1e79-47f8-85f7-c3b1e6f3705e,2012-09-29T04:00:00.000+0000,0.010013364265980365,0,3,185,MW,M,MW
53a83690-4cc7-4416-b693-cfc2e7358972,2012-09-29T04:00:00.000+0000,0.00494465849885514,0,2,185,MW,M,MW
54ff3a48-94a4-4d0a-ba2d-09f16741f2a8,2012-09-29T04:00:00.000+0000,0.006672732447985988,0,3,185,MW,M,MW
802aabe4-3ecd-4ae3-80cd-39bb54db8db2,2012-09-29T04:00:00.000+0000,0.005137640087138653,0,1,185,MW,M,MW
6bf4f2e1-74e4-4d7e-81ce-fd5cfa8bc52a,2012-09-29T04:00:00.000+0000,0.01609103892091975,0,1,265,HW,M,HW
bac52fde-d421-46e8-9625-8b4757a1e547,2012-09-29T04:00:00.000+0000,0.007048531700103925,0,2,265,HW,M,HW
5cab3da6-4013-4c65-ba8c-4f614fea75b2,2012-09-29T04:00:00.000+0000,0.009164857190203431,0,1,265,HW,M,HW
fb1063b2-81bb-4a5a-b3b2-0015f2751fc7,2012-09-29T04:00:00.000+0000,0.017208523549327483,0,2,265,HW,M,HW
95dc2cfc-dc0a-472e-8a4c-efd4e5963cf1,2012-09-29T04:00:00.000+0000,0.01031056020864194,0,1,135,BW,M,BW
a1a213f9-79c3-4e86-a928-92e85fac4228,2012-09-29T04:00:00.000+0000,0.020531826610942862,0,1,135,BW,M,BW
838785c4-08e8-4c63-935c-5b7b195aef33,2012-09-29T04:00:00.000+0000,0.6300868421427289,1,1,155,LW,M,LW
996bcd8c-48c1-4c21-8f75-2ddc4579ea16,2012-09-29T04:00:00.000+0000,0.004636089886693796,0,1,155,LW,M,LW
f254e929-cb8d-4cc6-b30d-f719adf37878,2012-09-29T04:00:00.000+0000,0.003612149013813235,0,1,170,WW,M,WW
41e2f0ef-3f44-4d67-970a-a8160e60a427,2012-09-29T04:00:00.000+0000,0.09309284496256638,0,1,170,WW,M,WW
c5a50bd1-6540-432c-add2-2316df3adc3f,2012-09-29T04:00:00.000+0000,0.010637261642552702,0,1,205,LHW,M,LHW
d9cb4ef5-7ee8-497b-8058-aa8107bd9ac7,2012-09-29T04:00:00.000+0000,0.6187990939019512,0,2,205,LHW,M,LHW
c652045c-6748-4fb5-bee1-e10dd577cc60,2012-09-29T04:00:00.000+0000,0.015530162845205073,0,1,205,LHW,M,LHW
10ce8acc-8378-4809-a0df-d9d8854dbad1,2012-09-29T04:00:00.000+0000,0.017367084572295254,0,2,205,LHW,M,LHW
7a81406a-3a47-4f20-8a28-8ebbb3af94b0,2012-09-29T04:00:00.000+0000,0.003814113631327864,0,2,170,WW,M,WW
1f8b032f-83cf-4c62-b919-9eba5485b475,2012-09-29T04:00:00.000+0000,0.005258627231693527,0,1,170,WW,M,WW
c9627299-36ba-4ab1-88f3-8479694a8bd3,2012-09-29T04:00:00.000+0000,0.004377434923796849,0,3,170,WW,M,WW
eb70fb0c-eb06-4a11-9def-25e478b0adc6,2012-09-29T04:00:00.000+0000,0.0047763791700481395,0,1,170,WW,M,WW
0ebb3f4b-d5ab-4372-a677-10610efdc416,2012-09-29T04:00:00.000+0000,0.011008208874984134,0,2,170,WW,M,WW
a52b54c0-2748-4909-b009-90050b71eb44,2012-09-29T04:00:00.000+0000,0.014267337486927262,0,3,170,WW,M,WW
1a9f7ccc-3eb0-490d-b3f3-225df37695aa,2012-09-29T04:00:00.000+0000,0.0186664513806974,0,2,170,WW,M,WW
2d89f8d7-6d44-4796-ae1d-40f607289c69,2012-09-29T04:00:00.000+0000,0.012417974983747318,0,3,170,WW,M,WW
ba5b1079-c398-4c58-bb76-85da19472c8a,2012-09-29T04:00:00.000+0000,0.02381340331731721,0,1,170,WW,M,WW
14330107-c096-4d81-a29c-714dc830123b,2012-09-29T04:00:00.000+0000,0.005572280714421206,0,1,170,WW,M,WW
f5076871-238d-4251-8473-9e34572de026,2012-09-29T04:00:00.000+0000,0.0010314702524710033,0,2,170,WW,M,WW
ae960ba7-1dbb-4296-af96-a2ccc9aee2c9,2012-09-29T04:00:00.000+0000,0.01948518909928304,0,3,170,WW,M,WW
24b11f6b-1542-4e6b-9677-7e115ab2d93f,2012-09-29T04:00:00.000+0000,0.0042642021064211,0,1,145,FFW,M,FFW
026a732b-3b9d-4835-824e-6c70d53d305f,2012-09-29T04:00:00.000+0000,0.006283634574875329,0,2,145,FFW,M,FFW
318e083f-9688-495e-8d34-e8b26affadc6,2012-09-29T04:00:00.000+0000,0.0015333341595756384,0,3,145,FFW,M,FFW
0598d8c5-c495-4717-a1e8-349392fac2a4,2012-09-29T04:00:00.000+0000,0.0114475825166937,0,1,145,FFW,M,FFW
bfbd1a87-cb3c-438c-9152-41092965183f,2012-09-29T04:00:00.000+0000,0.015683892453833382,0,2,145,FFW,M,FFW
286c1364-2fc1-4462-993d-f139deb3baa0,2012-09-29T04:00:00.000+0000,0.005959154707324004,0,3,145,FFW,M,FFW
e015b228-2e13-49f5-aea2-f1ab522414de,2012-09-29T04:00:00.000+0000,0.17132702816492262,0,1,145,FFW,M,FFW
6f6e46bd-4d66-4fa8-b6ff-6690787de3d6,2012-09-29T04:00:00.000+0000,0.0007203243520511288,0,1,145,FFW,M,FFW
a50b4d3f-ff71-414f-9c0e-ddef824d3e3e,2012-07-07T04:00:00.000+0000,0.013449037963260238,0,1,185,MW,M,MW
17b5471b-925c-478e-ae98-4b1e8a3f052b,2012-07-07T04:00:00.000+0000,0.008128980436356424,0,2,185,MW,M,MW
d8e56ddd-b506-4683-a4c7-7699ac3a5538,2012-07-07T04:00:00.000+0000,0.003712487539151461,0,1,185,MW,M,MW
5d381707-f64f-48ea-9709-93e97945cddd,2012-07-07T04:00:00.000+0000,0.014004139038845191,0,2,185,MW,M,MW
7aa558d4-c4ee-4ab1-94be-f58aae4e263c,2012-07-07T04:00:00.000+0000,0.01082229821640646,0,1,185,MW,M,MW
5b427587-7347-4916-85f7-dfe590ce9a4b,2012-07-07T04:00:00.000+0000,0.006696928449634615,0,3,185,MW,M,MW
ce65ff7c-0495-43c4-b815-fa10b413a812,2012-07-07T04:00:00.000+0000,0.00875485803536289,0,2,185,MW,M,MW
ef9e2b3a-e199-4c43-9840-83930e68ce81,2012-07-07T04:00:00.000+0000,0.005165702612178911,0,2,185,MW,M,MW
70db2075-245f-4295-8297-edf7be2521b4,2012-07-07T04:00:00.000+0000,0.008432756397628367,0,1,185,MW,M,MW
df467c75-248b-487d-ac41-d805251c1c05,2012-07-07T04:00:00.000+0000,0.009922060367636444,0,3,185,MW,M,MW
3e4fb6cb-7298-4275-8e7a-a999820c9bae,2012-07-07T04:00:00.000+0000,0.053306711189502975,0,1,170,WW,M,WW
346b7897-e2fe-4602-a703-bab981bb32a4,2012-07-07T04:00:00.000+0000,0.0022146378509181283,0,1,170,WW,M,WW
e8a2d626-7df6-4121-a116-49d345f4dcdf,2012-07-07T04:00:00.000+0000,0.004219580991161619,0,1,145,FFW,M,FFW
35c706d3-12a9-460d-9625-e2fe5ae3735f,2012-07-07T04:00:00.000+0000,0.00699468295852204,0,1,145,FFW,M,FFW
ff9e1193-ae05-4e62-938a-e2a72c45dc5d,2012-07-07T04:00:00.000+0000,0.016172698614378575,0,1,135,BW,M,BW
92710d05-93c8-4937-901d-e1c3bdf7c4db,2012-07-07T04:00:00.000+0000,0.012906252413841305,0,2,135,BW,M,BW
ec8b65b6-5b02-42ba-b70c-3ef54bc5b1dd,2012-07-07T04:00:00.000+0000,0.018860674809230184,0,3,135,BW,M,BW
94f52bc9-eba3-4118-a630-eccb8002b2da,2012-07-07T04:00:00.000+0000,0.010120775994909001,0,1,135,BW,M,BW
cea4a4b8-909d-4260-9885-7f30f35eea59,2012-07-07T04:00:00.000+0000,0.0151451913879806,0,2,135,BW,M,BW
fd3ae049-bf7e-41f1-944f-61ae85a1a387,2012-07-07T04:00:00.000+0000,0.008604987466341203,0,3,135,BW,M,BW
eefbd915-b827-4bd1-bbcf-2af7c66ac2ff,2012-07-07T04:00:00.000+0000,0.015486944186955988,0,1,155,LW,M,LW
2e6788ee-4967-4b35-9d8b-36afc3128274,2012-07-07T04:00:00.000+0000,0.007245512828836391,0,2,155,LW,M,LW
c26c18b6-7e03-4c81-9b0a-b0facb169da5,2012-07-07T04:00:00.000+0000,0.009543853916595048,0,3,155,LW,M,LW
bc6caaf2-69e3-478a-8534-d7340c4b21fb,2012-07-07T04:00:00.000+0000,0.03231962625556067,0,2,155,LW,M,LW
cca4415a-d7a0-4dbc-af7e-61183ce3ee46,2012-07-07T04:00:00.000+0000,0.01198480654575081,0,1,155,LW,M,LW
69f6b170-d0db-49ff-98ac-e1bb47891b24,2012-07-07T04:00:00.000+0000,0.02458650671364659,0,3,155,LW,M,LW
3b45b154-b4f6-45e4-9bc6-fe34d343b2b9,2012-07-07T04:00:00.000+0000,0.010440447896327991,0,3,155,LW,M,LW
782d3f32-5677-431a-a5b8-7364ead27950,2012-07-07T04:00:00.000+0000,0.014230854808682487,0,1,155,LW,M,LW
32b7fc17-0d61-4542-848c-8a5888bc1453,2012-07-07T04:00:00.000+0000,0.014978680383444546,0,2,155,LW,M,LW
730fdb32-9745-419b-8b51-a96bdf7bc279,2012-07-07T04:00:00.000+0000,0.010499846279469429,0,1,155,LW,M,LW
b877fec3-3f61-48fd-aa80-c9d51994ef3d,2012-07-07T04:00:00.000+0000,0.01083264728435338,0,2,155,LW,M,LW
1d883a02-a2af-462a-8895-002b3eb7b619,2012-07-07T04:00:00.000+0000,0.014180520546157054,0,3,155,LW,M,LW
29ea62bb-d40c-496f-959b-584e7de7d53d,2012-07-07T04:00:00.000+0000,0.008536424670042298,0,1,185,MW,M,MW
103b7500-100f-43f2-87df-e59aca074430,2012-07-07T04:00:00.000+0000,0.0058628771327770045,0,2,185,MW,M,MW
663013bf-9d0d-4f74-88d8-bffb77372221,2012-07-07T04:00:00.000+0000,0.013430233796106986,0,3,185,MW,M,MW
5a837cad-68d9-42bc-9278-f7f392a3b6b1,2012-07-07T04:00:00.000+0000,0.016928681190716728,0,3,185,MW,M,MW
d0d8b7ae-b71c-49e6-9bd4-4930daba6aea,2012-07-07T04:00:00.000+0000,0.012687086434237738,0,2,185,MW,M,MW
0543f6d2-5f49-491f-8f0c-8d9825d65d56,2012-07-07T04:00:00.000+0000,0.010655561247793722,0,1,185,MW,M,MW
0702bf78-8b51-467b-9088-a93cfa20d7a9,2013-04-06T04:00:00.000+0000,0.010689829519956985,0,1,145,FFW,M,FFW
9dbedbc4-3559-48a6-93d1-29948e940481,2013-04-06T04:00:00.000+0000,0.008494078517392029,0,2,145,FFW,M,FFW
88a8fff8-a385-4345-8fce-9fa29e21947b,2013-04-06T04:00:00.000+0000,0.003875870768639426,0,3,145,FFW,M,FFW
be3f0c42-e95b-4856-bc18-64a033a4f3e3,2013-04-06T04:00:00.000+0000,0.005357406710269072,0,1,145,FFW,M,FFW
ad76dbd3-e62f-4458-83f2-99a5873d383a,2013-04-06T04:00:00.000+0000,0.0034733186101266822,0,2,145,FFW,M,FFW
84ffa56a-29a4-43a3-b5c1-c0a7ec367311,2013-04-06T04:00:00.000+0000,0.010939556359672104,0,3,145,FFW,M,FFW
051fe3b1-bec5-4b9f-907c-6bea9fc980c3,2013-04-06T04:00:00.000+0000,0.060331556249419674,0,1,170,WW,M,WW
dfea2d55-015f-4cf4-8d08-4ed6932e5391,2013-04-06T04:00:00.000+0000,0.018548368099966805,0,3,170,WW,M,WW
f62cd931-85c6-45f0-9de1-915156f6174d,2013-04-06T04:00:00.000+0000,0.9694280480494732,0,2,170,WW,M,WW
030ad2fa-1e1d-426f-9db2-0f642f298a2d,2013-04-06T04:00:00.000+0000,0.002217356712213713,0,1,170,WW,M,WW
3228d42a-67f4-4350-ae2f-b7c35a58b4be,2013-04-06T04:00:00.000+0000,0.003583791951934561,0,2,170,WW,M,WW
6f778c7a-2cfb-4fbb-a57f-57dd81221ef0,2013-04-06T04:00:00.000+0000,0.011160651404020372,0,3,170,WW,M,WW
e75d26e6-5888-43b3-bdea-bcaf5973783e,2013-04-06T04:00:00.000+0000,0.0016760040503575784,0,3,170,WW,M,WW
62ffd4c9-9019-4000-aadc-fc6609ecbf25,2013-04-06T04:00:00.000+0000,0.003617453262269014,0,1,170,WW,M,WW
3476e49a-a970-48e0-a5e2-24e9402519a7,2013-04-06T04:00:00.000+0000,0.002964644436970505,0,2,170,WW,M,WW
45d9531e-3276-4150-b800-d774416188bb,2013-04-06T04:00:00.000+0000,0.003428674704463023,0,2,170,WW,M,WW
54926ce5-8fd5-475d-9b58-541c7be83d53,2013-04-06T04:00:00.000+0000,0.015252185969479356,0,1,170,WW,M,WW
e6b86480-da86-45e9-807e-4c0efcb7ebd2,2013-04-06T04:00:00.000+0000,0.004427978048829349,0,3,170,WW,M,WW
042f39aa-1517-4580-a72d-97c5a963fd14,2013-04-06T04:00:00.000+0000,0.00708295679944357,0,2,155,LW,M,LW
33c274e5-600d-4f68-b45d-f6ebd241acfb,2013-04-06T04:00:00.000+0000,0.002293562381472641,0,1,155,LW,M,LW
1cb61b2f-c218-4da9-9b42-5c46f9ada315,2013-04-06T04:00:00.000+0000,0.00940025742001933,0,2,155,LW,M,LW
5a0cced3-1d67-45d2-b558-5147af0feb37,2013-04-06T04:00:00.000+0000,0.01012096203073684,0,1,155,LW,M,LW
