,average,average_rank,bet_intercept,conf_diff_lin,conf_diff_quad,diff_ceiling,diff_floor,gross,gross_rank,model_id,num_fight_lin,num_fight_quad,prev_fight_ceiling,prev_fight_floor,standard_wager,tot_val_rank,total_rank,val_average,val_average_rank,val_gross,val_gross_rank
90b77f5d-a1e6-4cb2-937f-86444246628b,55.761476357399864,96.82,0.45418450875448857,0.49977931095304934,0.49974910872149403,0.20552903793740412,0.004302836223330195,780.6606690035981,99.74,90b77f5d-a1e6-4cb2-937f-86444246628b,0,0,99,4,1,131.72103487064118,196.56,24.34853066220781,78.71203599550056,438.2735519197406,53.008998875140605
9386b9fa-deec-4c2d-a278-2184dcfc030f,55.760884582955335,96.81,0.3597284478079648,0.49968944427063794,0.49990102755927873,0.20623288057158767,0.001963278281983135,780.6523841613747,99.73,9386b9fa-deec-4c2d-a278-2184dcfc030f,0,0,99,4,1,130.933633295838,196.54000000000002,23.129030586636155,71.27390326209223,439.45158114608694,59.65973003374578
43a408af-c2fe-4042-9a44-13056d5f9dba,55.76086144452746,96.8,0.37131722186806226,0.4995633904655368,0.499886975019412,0.20617457886544974,0.002624062041680766,780.6520602233844,99.72,43a408af-c2fe-4042-9a44-13056d5f9dba,0,0,99,4,1,131.10236220472441,196.51999999999998,23.130003339376657,71.37232845894263,439.4700634481565,59.730033745781775
9797596c-2eda-4a77-9a68-e0d6f5f110f0,55.7604146637108,96.79,0.3665741561972723,0.49989191064713867,0.49987739722932056,0.2115281988284512,0.0029914081911658267,780.6458052919512,99.71,9797596c-2eda-4a77-9a68-e0d6f5f110f0,0,0,99,4,1,191.67604049493815,196.5,36.27426035152263,92.78683914510687,725.4852070304526,98.88920134983127
bc30d450-4b1e-4a37-a0c3-5f2bdf5a3eb6,55.75968774606661,96.78,0.39410517566130815,0.4998392135102321,0.49982787649391186,0.21155009222463436,0.0016393725896368385,780.6356284449325,99.7,bc30d450-4b1e-4a37-a0c3-5f2bdf5a3eb6,0,0,99,4,1,191.76040494938132,196.48000000000002,36.27659328877574,92.82902137232846,725.5318657755148,98.93138357705287
57c01428-baf4-44e6-9044-d60cc01b06e9,55.75924291372081,96.77,0.3825680184627978,0.49960259011554675,0.4998519755851451,0.20927381490385527,0.002310679918362491,780.6294007920914,99.69,57c01428-baf4-44e6-9044-d60cc01b06e9,0,0,99,4,1,131.20078740157481,196.45999999999998,23.130387800966254,71.45669291338582,439.47736821835883,59.74409448818898
404fac72-5fec-45c0-8b73-c0821bca49f1,55.75909072647494,96.76,0.34601428335019946,0.4999328759560037,0.49989689003812676,0.2104603787787012,0.00253070191747499,780.6272701706491,99.68,404fac72-5fec-45c0-8b73-c0821bca49f1,0,0,99,4,1,130.53993250843644,196.44,23.127188679093987,71.03487064116986,439.41658490278576,59.50506186726659
65aff536-f629-4c80-b68e-812c558ff5f3,55.758565461370836,96.75,0.35077141690746827,0.499877890970626,0.49988643700400354,0.20970173887266205,0.0021869581056331256,780.6199164591917,99.67,65aff536-f629-4c80-b68e-812c558ff5f3,0,0,99,4,1,130.61023622047244,196.42000000000002,23.12737515197746,71.07705286839145,439.42012788757177,59.53318335208099
53917b49-1855-4678-853a-ba43409b954a,55.758391875966325,96.74,0.3394105663806402,0.49947749507552286,0.4999193277620238,0.21205989514431065,0.0036898229957895217,780.6174862635286,99.66,53917b49-1855-4678-853a-ba43409b954a,0,0,99,4,1,191.95725534308212,196.39999999999998,38.119629993330925,94.01012373453318,724.2729698732876,97.94713160854893
ecdadb45-e44f-4b1d-a163-9a9147d67286,55.7581523792245,96.73,0.3056422288815287,0.4998800183010163,0.49995600263186224,0.20863361129142924,0.003201360285031754,780.614133309143,99.65,ecdadb45-e44f-4b1d-a163-9a9147d67286,0,0,99,4,1,129.82283464566927,196.38,23.123100064407073,70.51462317210348,439.33890122373435,59.308211473565805
fc13f6b6-5a0e-4b1e-8c70-316cc235a0fe,55.75792408832469,96.72,0.32267601398641504,0.49993548386803605,0.49992390989257585,0.21256870040080325,0.0030662664602682742,780.6109372365457,99.64,fc13f6b6-5a0e-4b1e-8c70-316cc235a0fe,0,0,99,4,1,191.59167604049495,196.36,36.268162954180426,92.74465691788527,725.3632590836086,98.84701912260968
4bb7e840-649e-4269-954f-2da5411daa04,55.75760665546109,96.71,0.4163860980579936,0.49970389857106906,0.49977757025409614,0.2069792811744027,0.004328635834151489,780.6064931764553,99.63,4bb7e840-649e-4269-954f-2da5411daa04,0,0,99,4,1,131.4679415073116,196.33999999999997,24.347261571778674,78.68391451068617,438.2507082920161,52.78402699662542
428955cb-417b-4723-8f3f-50c7600db77c,55.757557650098605,96.7,0.34573911281845576,0.4998063795014758,0.4998880856483173,0.20807137620908858,0.004964902705735381,780.6058071013805,99.62,428955cb-417b-4723-8f3f-50c7600db77c,0,0,99,4,1,131.65073115860517,196.32,24.3481290199796,78.69797525309336,438.2663223596328,52.95275590551181
4d83fe67-7521-4e26-958a-5b83f2b184b9,55.75710408248879,96.69,0.3628089186375557,0.4997099428809394,0.49985990406986774,0.21029550279659734,0.0024954412967074886,780.599457154843,99.61,4d83fe67-7521-4e26-958a-5b83f2b184b9,0,0,99,4,1,130.73678290213724,196.3,23.12777633684979,71.14735658042744,439.42775040014607,59.58942632170979
4dc9c033-3f81-403c-b38d-3962bf6662e4,55.757094770555625,96.68,0.3646829642538348,0.4999345615675099,0.49984778523096673,0.21074671329909364,0.002776220490509285,780.5993267877788,99.6,4dc9c033-3f81-403c-b38d-3962bf6662e4,0,0,99,4,1,130.77896512935882,196.28,23.12807229993919,71.17547806524185,439.4333736988446,59.60348706411698
ab3e7eb2-4c92-4651-a692-18b1b95661ed,55.75547349237437,96.67,0.38968944338556344,0.49985297305015586,0.4997951836262248,0.20601603794834455,0.0014827006171373885,780.5766288932411,99.59,ab3e7eb2-4c92-4651-a692-18b1b95661ed,0,0,99,4,1,130.98987626546682,196.26,23.12963810094342,71.31608548931383,439.463123917925,59.673790776152984
0ecbd18b-83dd-4c8f-ba0b-ce7566edae81,55.75491278131675,96.66,0.3711460290555765,0.499705840200664,0.49982603537537995,0.20984759459158592,0.0028382234240733354,780.5687789384344,99.58,0ecbd18b-83dd-4c8f-ba0b-ce7566edae81,0,0,99,4,1,130.69460067491565,196.24,23.12763641572006,71.11923509561305,439.4250918986811,59.575365579302584
a1ab3a3a-849d-4637-b510-d041611628f1,55.75386140357894,96.65,0.3701018182798619,0.49995328549052787,0.499808030787542,0.2096782146834817,0.0031809317448590097,780.5540596501052,99.57,a1ab3a3a-849d-4637-b510-d041611628f1,0,0,99,4,1,130.56805399325086,196.22,23.12725365603763,71.04893138357706,439.41781946471497,59.51912260967379
fb1efebe-1319-4779-9c1d-e7e91dfb120b,55.75384598582967,96.64,0.3510648993031913,0.4997253072678328,0.4998480079525955,0.21159157244308577,0.0021556478469969397,780.5538438016154,99.56,fb1efebe-1319-4779-9c1d-e7e91dfb120b,0,0,99,4,1,191.61979752530934,196.2,36.2683113615481,92.75871766029246,725.3662272309621,98.86107986501688
ad794c08-165d-4b30-8e11-a90c833baa1b,55.753409399728866,96.63,0.3533249453830995,0.49985637239054764,0.4998350122405817,0.20814216576737007,0.0035036555525745725,780.5477315962041,99.55,ad794c08-165d-4b30-8e11-a90c833baa1b,0,0,99,4,1,130.24465691788527,196.18,23.125486103804455,70.80989876265467,439.38423597228467,59.4347581552306
74808a69-6921-48b8-b770-1e81bab940a7,55.753351830950294,96.62,0.33661857742130724,0.49954278614809144,0.4998742222931079,0.20606832842883552,0.0027454520412526504,780.5469256333041,99.54,74808a69-6921-48b8-b770-1e81bab940a7,0,0,99,4,1,129.9634420697413,196.16000000000003,23.123761672031833,70.61304836895388,439.3514717686048,59.3503937007874
ee96ac50-a117-495f-81d3-45b2fb3a2dc1,55.752973000243955,96.61,0.4393199157568837,0.499584330001916,0.49970174588107225,0.21253283981355847,0.0016755434455065874,780.5416220034153,99.53,ee96ac50-a117-495f-81d3-45b2fb3a2dc1,0,0,99,4,1,191.78852643419572,196.14,36.276748099577816,92.84308211473565,725.5349619915563,98.94544431946007
e8da0c6b-65e8-448e-85a1-e0dc610901d4,55.75276358908524,96.6,0.28799858053005206,0.4999982419103651,0.49992971631991934,0.205064312050373,0.0024882687847623194,780.5386902471934,99.52,e8da0c6b-65e8-448e-85a1-e0dc610901d4,0,0,99,4,1,129.06355455568053,196.12,23.119357999644187,70.05061867266592,439.2678019932396,59.01293588301462
b76cc5d4-cf14-4ad1-82b5-f22ba2e024d7,55.75183780357215,96.59,0.3748497603367727,0.49996642562393134,0.4997808841081382,0.20742237297345695,0.00597720542524704,780.5257292500102,99.51,b76cc5d4-cf14-4ad1-82b5-f22ba2e024d7,0,0,99,4,1,131.3413948256468,196.10000000000002,24.345409119483552,78.66985376827897,438.21736415070393,52.671541057367826
3c24ee73-1f03-4a8c-8d12-6e5a30a2de56,55.75153131844244,96.58,0.2728593106086877,0.4999267005107653,0.4999457332955986,0.20479265134792435,0.0030013927300817965,780.5214384581941,99.5,3c24ee73-1f03-4a8c-8d12-6e5a30a2de56,0,0,99,4,1,128.75421822272216,196.07999999999998,23.11743491916331,69.83970753655792,439.2312634641029,58.91451068616423
78457013-4802-466d-9503-502d6e9264af,55.75144174469945,96.57,0.36867918973235647,0.49964168709215845,0.4998002198996034,0.20850648630522808,0.002723298013805972,780.5201844257923,99.49,78457013-4802-466d-9503-502d6e9264af,0,0,99,4,1,130.31496062992125,196.06,23.125955179150733,70.86614173228347,439.3931484038639,59.44881889763779
3b35db76-0f92-49e2-bd50-458f7e7c3ff3,55.75115644413783,96.56,0.422767669328051,0.49997409221411077,0.49969616935558436,0.20593800488651906,0.004126585390840134,780.5161902179295,99.48,3b35db76-0f92-49e2-bd50-458f7e7c3ff3,0,0,99,4,1,131.2570303712036,196.04000000000002,24.344556255007873,78.65579302587176,438.2020125901417,52.60123734533183
79d675ca-baa4-4f1f-b071-80f22ed802ad,55.75036714788339,96.55,0.27621263608400637,0.49993070847505156,0.4999292450083945,0.20817433344419367,0.0009601181206634877,780.5051400703675,99.47,79d675ca-baa4-4f1f-b071-80f22ed802ad,0,0,99,4,1,128.72609673790777,196.01999999999998,23.117266219757983,69.82564679415073,439.2280581754017,58.90044994375703
987530af-5447-41ad-9d1a-60ce7bff9053,55.75025934136204,96.54,0.36762336590653344,0.4995949842706556,0.4997927702849588,0.20956999783392427,0.0027472864214615517,780.5036307790685,99.46,987530af-5447-41ad-9d1a-60ce7bff9053,0,0,99,4,1,130.20247469066368,196.0,23.1253485610585,70.78177727784028,439.38162266011153,59.420697412823394
fa0ecab5-f43b-4798-a2b1-ec47e01d1af1,55.74942387935961,96.53,0.4573522625475719,0.49988271808518503,0.49962731940650845,0.21170585368327213,0.001618618445410482,780.4919343110346,99.45,fa0ecab5-f43b-4798-a2b1-ec47e01d1af1,0,0,99,4,1,191.73228346456693,195.98000000000002,36.276548440427796,92.81496062992126,725.5309688085559,98.91732283464567
cf930800-466d-43b5-9d1e-fb515d67b16e,55.74881164337563,96.52,0.3724128285285314,0.4998979869657307,0.4997593436430708,0.21143713791966526,0.0021725391865449104,780.4833630072588,99.44,cf930800-466d-43b5-9d1e-fb515d67b16e,0,0,99,4,1,191.56355455568053,195.95999999999998,36.26740454128021,92.73059617547807,725.3480908256041,98.83295838020247
e6564709-9b86-4f24-b271-7389c43de1e9,55.748184203076406,96.51,0.4586332197606205,0.4998078964225589,0.4996166531669543,0.20864604602582237,0.005518409022484706,780.4745788430697,99.43,e6564709-9b86-4f24-b271-7389c43de1e9,0,0,99,4,1,130.96175478065243,195.94,24.342757156018344,78.61361079865017,438.1696288083302,52.34814398200225
8731d76c-9cbd-4a4f-ac05-39a228f14785,55.747751060442475,96.5,0.39906535971075974,0.4999683510917251,0.4997032198452438,0.20905436625900636,0.002905544399848282,780.4685148461947,99.42,8731d76c-9cbd-4a4f-ac05-39a228f14785,0,0,99,4,1,130.63835770528684,195.92000000000002,23.12739895962429,71.09111361079864,439.42058023286154,59.54724409448819
f607cfbc-dfcc-4b80-90da-3b995797e37e,55.747733688357854,96.49,0.3410723000821382,0.499815628788297,0.4998036219629648,0.20921924511449902,0.002129158450862152,780.4682716370099,99.41,f607cfbc-dfcc-4b80-90da-3b995797e37e,0,0,99,4,1,129.65410573678292,195.89999999999998,23.122025881482102,70.4161979752531,439.31849174815994,59.23790776152981
5a407651-c824-4778-8da5-372e6ee2cb08,55.7474545401534,96.48,0.3686061161483774,0.4999626820433127,0.4997502907447632,0.2105997534589291,0.002072918173087561,780.4643635621476,99.4,5a407651-c824-4778-8da5-372e6ee2cb08,0,0,99,4,1,130.10404949381328,195.88,23.124502221699725,70.69741282339707,439.36554221229477,59.4066366704162
208765f6-4db7-47ae-bf14-8fb271ea8539,55.74732835771825,96.47,0.35916184801338097,0.4995827106614377,0.49977968572775533,0.20797146429504762,0.005119038308824528,780.4625970080556,99.39,208765f6-4db7-47ae-bf14-8fb271ea8539,0,0,99,4,1,131.0601799775028,195.86,24.343428454846098,78.64173228346456,438.1817121872298,52.41844769403824
5ad431be-b050-45ba-8d54-bdfb16cdf0b4,55.74710607238548,96.46,0.33472730724961763,0.49957756299585154,0.49981761565971067,0.20758422054746248,0.0028012208981842293,780.4594850133967,99.38,5ad431be-b050-45ba-8d54-bdfb16cdf0b4,0,0,99,4,1,129.4431946006749,195.83999999999997,23.121054735174585,70.2755905511811,439.3000399683171,59.16760404949381
7a5f3ea7-a6eb-47b6-9d53-282bf56d3aab,55.74702380899546,96.45,0.3651567826187104,0.499653898666833,0.49976423273439835,0.21141994101379782,0.001716735466634948,780.4583333259365,99.37,7a5f3ea7-a6eb-47b6-9d53-282bf56d3aab,0,0,99,4,1,191.53543307086613,195.82,36.265323830694165,92.71653543307086,725.3064766138833,98.81889763779527
17451fc5-ccbf-4df3-8ea1-68b650893410,55.7470079229087,96.44,0.22916519192807233,0.49986494117025143,0.49997715047413793,0.21044995046522755,0.0005363170201727509,780.4581109207218,99.36,17451fc5-ccbf-4df3-8ea1-68b650893410,0,0,99,4,1,127.22159730033746,195.8,23.111572378004542,68.855455568054,439.1198751820863,58.36614173228347
04adc079-d4f6-48b6-995c-eda2da03f4f1,55.74648713692935,96.43,0.2522438759688278,0.4997638834123816,0.49993873898161045,0.20555490118099667,0.0004356741754661095,780.4508199170109,99.35,04adc079-d4f6-48b6-995c-eda2da03f4f1,0,0,99,4,1,127.84026996625423,195.78,23.113401678740065,69.29133858267717,439.15463189606123,58.548931383577056
0f026450-c193-490f-9900-08483879a44d,55.74641605351415,96.42,0.37489363804104986,0.49993214863914137,0.49973157720341077,0.20615560021927992,0.0037236184150255297,780.4498247491981,99.34,0f026450-c193-490f-9900-08483879a44d,0,0,99,4,1,130.98987626546682,195.76,24.34304880449739,78.62767154105737,438.174878480953,52.36220472440945
c4990824-8d6e-4b56-8617-c0fcbd0fb335,55.74538765259063,96.41,0.41125582241456854,0.4997630298584797,0.49966951243000834,0.2062243065451088,0.0034099537848084273,780.4354271362688,99.33,c4990824-8d6e-4b56-8617-c0fcbd0fb335,0,0,99,4,1,130.66647919010126,195.74,23.127423594722455,71.10517435320585,439.42104829972664,59.56130483689539
c4147c79-ba94-4a61-8c5c-bcf1e8adef29,55.74490387356774,96.4,0.4248385574664235,0.4998394278625569,0.4996398192622143,0.20833197131868453,0.0025703984656230174,780.4286542299484,99.32,c4147c79-ba94-4a61-8c5c-bcf1e8adef29,0,0,99,4,1,130.87739032620922,195.72,23.128505858278626,71.23172103487065,439.4416113072939,59.645669291338585
65ed50a7-7f3e-47e4-8651-c84b8872a4ea,55.744830586100484,96.39,0.3703881462565961,0.49997829636442276,0.49972227242123807,0.20756467223728212,0.002504985972830332,780.4276282054068,99.31,65ed50a7-7f3e-47e4-8651-c84b8872a4ea,0,0,99,4,1,129.9353205849269,195.7,23.123600069732547,70.59898762654669,439.34840132491837,59.336332958380204
985f61a5-eccb-4fe4-926d-3d0952e811ec,55.74437493400716,96.38,0.41094693171782753,0.49992145421979517,0.49965422974304535,0.20547159968860568,0.0024851613975903496,780.4212490761003,99.3,985f61a5-eccb-4fe4-926d-3d0952e811ec,0,0,99,4,1,130.49775028121485,195.68,23.12707236372294,71.00674915635545,439.4143749107359,59.491001124859395
7292d41a-2edd-40c1-87b5-63e347930e41,55.74392921660893,96.37,0.35674682421348053,0.49953347725444563,0.4997538604773743,0.2051488981084605,0.004421371678399228,780.4150090325251,99.29,7292d41a-2edd-40c1-87b5-63e347930e41,0,0,99,4,1,130.84926884139483,195.66000000000003,24.341961569416654,78.59955005624298,438.15530824949974,52.249718785151856
5d33ab58-fd57-49c1-8fe7-392dd3ecb872,55.74356991674723,96.36,0.4122413045014372,0.4996358048131979,0.49965602685475424,0.21001793502779334,0.0019104028611557793,780.4099788344612,99.28,5d33ab58-fd57-49c1-8fe7-392dd3ecb872,0,0,99,4,1,130.42744656917884,195.64,23.12669656115879,70.95050618672666,439.40723466201706,59.47694038245219
4529ecf9-847a-4ef3-8551-58529e89e68f,55.74336278564429,96.35,0.19802733665841743,0.49988492185094147,0.4999930458733284,0.211554212249869,0.0008949832682174597,780.40707899902,99.27,4529ecf9-847a-4ef3-8551-58529e89e68f,0,0,99,4,1,191.11361079865017,195.62,36.24590234212584,92.50562429696288,724.9180468425168,98.6079865016873
01529bea-4314-4dba-bf09-86e0586cba98,55.74326783712966,96.34,0.4297461614699315,0.4996930035073349,0.4996224088186994,0.20970791118630389,0.003081378832669592,780.4057497198152,99.26,01529bea-4314-4dba-bf09-86e0586cba98,0,0,99,4,1,130.8211473565804,195.60000000000002,23.128199068120036,71.20359955005624,439.43578229428067,59.617547806524186
