,average,average_rank,bet_ceiling,bet_female,bet_intercept,conf_diff_lin,conf_diff_quad,diff_ceiling,diff_floor,gross,gross_rank,model_id,num_fight_lin,num_fight_quad,prev_fight_ceiling,prev_fight_floor,standard_wager,tot_val_rank,total_rank,val_average,val_average_rank,val_gross,val_gross_rank
3bcf276d-84c6-4560-9d79-bff5aa8dd757,22.5822962671245,81.2,187,False,0.33349828524631153,0.06481699834651264,0.3618787487938312,0.1381741604291517,0.0022859397189002894,1038.7856282877271,98.78,3bcf276d-84c6-4560-9d79-bff5aa8dd757,0.2593496596032407,0.2034138917136901,99,3,1,55.3781512605042,179.98000000000002,3.5493365689807375,28.15126050420168,159.7201456041332,27.22689075630252
f4171e18-7fe5-495b-a27f-caa6f8aee2f5,22.56269498466406,81.16,189,False,0.29056462771748853,0.10586345973466436,0.24566070306043564,0.1394362189140243,0.0016623200472123244,1037.8839692945467,98.76,f4171e18-7fe5-495b-a27f-caa6f8aee2f5,0.3605789619546038,0.18542029145175903,99,3,1,116.30252100840336,179.92000000000002,5.344926050431711,54.621848739495796,245.86659831985872,61.680672268907564
2ce12d2b-fef5-4aff-8981-5b762733bd51,22.528105280586978,81.08,188,False,0.2803099465321969,0.11167391088817852,0.2869852961126945,0.13942145371285197,0.0015786249690090434,1036.292842907001,98.74,2ce12d2b-fef5-4aff-8981-5b762733bd51,0.33452913700203163,0.1903798219987203,99,3,1,105.63025210084032,179.82,4.773229560707346,50.924369747899156,219.5685597925379,54.705882352941174
5e0f58d2-35ca-455c-bedf-02331aa963a0,22.522977248744294,81.06,184,False,0.2891036495413909,0.10722448675681925,0.32410011518871323,0.13767509552803872,0.0018008544752326607,1036.0569534422375,98.72,5e0f58d2-35ca-455c-bedf-02331aa963a0,0.2894168537691964,0.18298657138204902,99,3,1,84.53781512605042,179.78,4.178774686013518,41.260504201680675,192.22363555662182,43.27731092436975
47caa6b5-0e5b-4042-b0c1-1537c80d70a1,22.505446682852938,81.04,190,False,0.2908547014376854,0.11555899714436708,0.2745524220839752,0.13882470506693723,0.0016786411278781796,1035.2505474112352,98.7,47caa6b5-0e5b-4042-b0c1-1537c80d70a1,0.40667202930984686,0.19194162442911106,99,3,1,107.22689075630252,179.74,4.815364609975165,51.680672268907564,221.50677205885762,55.54621848739496
71f5c1a4-37cb-44cb-bdf9-6ed92cffcd57,22.49957489267356,81.02,187,False,0.3250528180040938,0.07103791683497399,0.36165315062822506,0.13884084789759998,0.0021945696821599327,1034.9804450629838,98.68,71f5c1a4-37cb-44cb-bdf9-6ed92cffcd57,0.25747092221286816,0.2050075585401572,99,3,1,54.45378151260504,179.7,3.517725859345634,27.394957983193276,158.29766367055353,27.058823529411764
f37b1ff0-2f37-4b65-9c1d-1cb008651f44,22.49450904805048,81.0,183,False,0.3176085368737036,0.09606587871326681,0.336567889391201,0.13769913319261898,0.0019581273520952957,1034.7474162103222,98.66,f37b1ff0-2f37-4b65-9c1d-1cb008651f44,0.2820287979611008,0.18287753822331224,99,3,1,75.54621848739495,179.66,3.989064925300228,37.3109243697479,183.49698656381048,38.23529411764706
9255fdbe-8225-4ff0-a9d9-efa815e63768,22.478329958835953,80.98,185,False,0.26343817695033706,0.11666312919717176,0.28479251304251346,0.13907851842979546,0.0013329580422178548,1034.0031781064538,98.64,9255fdbe-8225-4ff0-a9d9-efa815e63768,0.35042332139758275,0.17058195091364742,99,3,1,81.1764705882353,179.62,4.100042157090779,39.66386554621849,188.60193922617583,41.51260504201681
a2081ce9-efdd-494f-9980-9f6702d20434,22.46216915886997,80.96,184,False,0.23325537744632724,0.13505048639884248,0.31808732097167064,0.13970399470335632,0.0014144217654744186,1033.2597813080185,98.62,a2081ce9-efdd-494f-9980-9f6702d20434,0.3137011490811881,0.18152529948707685,99,3,1,84.28571428571429,179.57999999999998,4.176533965373813,41.09243697478992,192.1205624071954,43.19327731092437
c9f76f60-28ea-4f0b-bd71-597557fe0d77,22.461949476933142,80.94,183,False,0.3257396959336098,0.10231868407388069,0.3404224347478759,0.13903247281919964,0.0021145753600977893,1033.2496759389246,98.6,c9f76f60-28ea-4f0b-bd71-597557fe0d77,0.2757924780850829,0.18625614418885855,99,3,1,73.36134453781513,179.54,3.9563693465701073,36.134453781512605,181.99298994222494,37.226890756302524
c7232407-3199-4b90-809b-d6b4f220f93c,22.451181104090637,80.92,184,False,0.29871887595023255,0.09235173677542277,0.30792491003523387,0.13760343232587557,0.002095335762249354,1032.7543307881692,98.58,c7232407-3199-4b90-809b-d6b4f220f93c,0.31367886890103325,0.17856557825488661,99,3,1,90.58823529411765,179.5,4.28083024109147,44.11764705882353,196.91819109020764,46.470588235294116
127ffb23-e21e-4c16-9b3b-e4af38b8ac10,22.4485204756119,80.9,188,False,0.28107451378373727,0.07328597678301499,0.2876494140098032,0.13896608212826536,0.0019301207367831428,1032.6319418781475,98.56,127ffb23-e21e-4c16-9b3b-e4af38b8ac10,0.3045615571528528,0.1972788364942319,99,3,1,105.96638655462185,179.46,4.775022000278043,51.09243697478992,219.65101201278998,54.87394957983193
91ea7565-407c-4b59-b9d6-0c9379d492cf,22.442533786332813,80.88,189,False,0.29104097143396684,0.12537466471725847,0.27347381193663345,0.1391094012094566,0.0016397487263853465,1032.3565541713094,98.54,91ea7565-407c-4b59-b9d6-0c9379d492cf,0.4166428576694897,0.18727920507843213,99,3,1,106.9747899159664,179.42000000000002,4.804671446311841,51.51260504201681,221.01488653034468,55.46218487394958
339d39b2-396d-4b53-a815-3e36c72c4a98,22.42666313116743,80.86,186,False,0.31462431695748605,0.11074916962311637,0.3080754626105252,0.13904867901330406,0.0018668607722284747,1031.6265040337018,98.52,339d39b2-396d-4b53-a815-3e36c72c4a98,0.2844713478438663,0.19480483866121054,99,3,1,95.12605042016807,179.38,4.408717875487218,46.134453781512605,202.80102227241204,48.99159663865546
5efbeb06-d821-44a4-b7b9-026c30d59667,22.409993935225152,80.84,188,False,0.24571033013631677,0.10293499416968438,0.23655208058603022,0.1394595363246605,0.0023876002788346747,1030.859721020357,98.5,5efbeb06-d821-44a4-b7b9-026c30d59667,0.3810668361222607,0.18015557505600485,99,3,1,112.77310924369748,179.34,5.2286032062949905,54.285714285714285,235.28714428327459,58.48739495798319
6c7d5c91-33ac-4090-8df3-d8360f71aedb,22.383852470930528,80.8,185,False,0.28823577925354826,0.11500718717736687,0.28031653580236704,0.13825391610029916,0.0014105200974431405,1029.6572136628042,98.48,6c7d5c91-33ac-4090-8df3-d8360f71aedb,0.37845991479815966,0.17118164105855152,99,3,1,89.41176470588235,179.28,4.249280234416607,43.61344537815126,195.4668907831639,45.79831932773109
